user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,table_title,source_name
1,Domestic,Q,202406,ELEC_LOCAL,Terajoule,11472.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202406,ELEC_LOCAL,Terajoule,29100.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202406,ELEC_LOCAL,Terajoule,3060.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202406,ELEC_LOCAL,Terajoule,58.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202409,ELEC_LOCAL,Terajoule,51704.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202409,ELEC_LOCAL,Terajoule,16248.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202409,ELEC_LOCAL,Terajoule,32252.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202409,ELEC_LOCAL,Terajoule,3147.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202409,ELEC_LOCAL,Terajoule,57.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202412,ELEC_LOCAL,Terajoule,37633.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202412,ELEC_LOCAL,Terajoule,9643.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202412,ELEC_LOCAL,Terajoule,25444.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202412,ELEC_LOCAL,Terajoule,2483.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202412,ELEC_LOCAL,Terajoule,63.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202503,ELEC_LOCAL,Terajoule,32576.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202503,ELEC_LOCAL,Terajoule,7829.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202503,ELEC_LOCAL,Terajoule,22359.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202503,ELEC_LOCAL,Terajoule,2327.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202503,ELEC_LOCAL,Terajoule,61.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202506,ELEC_LOCAL,Terajoule,43092.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202506,ELEC_LOCAL,Terajoule,11196.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202506,ELEC_LOCAL,Terajoule,28933.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202506,ELEC_LOCAL,Terajoule,2911.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202506,ELEC_LOCAL,Terajoule,51.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202509,ELEC_LOCAL,Terajoule,50590.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202509,ELEC_LOCAL,Terajoule,15670.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202509,ELEC_LOCAL,Terajoule,31863.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202509,ELEC_LOCAL,Terajoule,3002.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202509,ELEC_LOCAL,Terajoule,55.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2013,ELEC_LOCAL,% share,26.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2013,ELEC_LOCAL,% share,66.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2013,ELEC_LOCAL,% share,7.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2013,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201303,ELEC_LOCAL,% share,23.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201303,ELEC_LOCAL,% share,68.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201303,ELEC_LOCAL,% share,7.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201303,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201306,ELEC_LOCAL,% share,25.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201306,ELEC_LOCAL,% share,66.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201306,ELEC_LOCAL,% share,7.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201306,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201309,ELEC_LOCAL,% share,30.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201309,ELEC_LOCAL,% share,63.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201309,ELEC_LOCAL,% share,6.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201309,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201312,ELEC_LOCAL,% share,23.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201312,ELEC_LOCAL,% share,68.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201312,ELEC_LOCAL,% share,7.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201312,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2014,ELEC_LOCAL,% share,27.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2014,ELEC_LOCAL,% share,65.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2014,ELEC_LOCAL,% share,7.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2014,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201403,ELEC_LOCAL,% share,25.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201403,ELEC_LOCAL,% share,66.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201403,ELEC_LOCAL,% share,7.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201403,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201406,ELEC_LOCAL,% share,26.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201406,ELEC_LOCAL,% share,66.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201406,ELEC_LOCAL,% share,7.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201406,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201409,ELEC_LOCAL,% share,32.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201409,ELEC_LOCAL,% share,61.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201409,ELEC_LOCAL,% share,6.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201409,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201412,ELEC_LOCAL,% share,23.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201412,ELEC_LOCAL,% share,68.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201412,ELEC_LOCAL,% share,7.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201412,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2015,ELEC_LOCAL,% share,26.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2015,ELEC_LOCAL,% share,65.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2015,ELEC_LOCAL,% share,7.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2015,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201503,ELEC_LOCAL,% share,23.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201503,ELEC_LOCAL,% share,67.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201503,ELEC_LOCAL,% share,8.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201503,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201506,ELEC_LOCAL,% share,26.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201506,ELEC_LOCAL,% share,66.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201506,ELEC_LOCAL,% share,7.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201506,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201509,ELEC_LOCAL,% share,31.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201509,ELEC_LOCAL,% share,61.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201509,ELEC_LOCAL,% share,6.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201509,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201512,ELEC_LOCAL,% share,23.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201512,ELEC_LOCAL,% share,68.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201512,ELEC_LOCAL,% share,7.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201512,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2016,ELEC_LOCAL,% share,27.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2016,ELEC_LOCAL,% share,65.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2016,ELEC_LOCAL,% share,7.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2016,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201603,ELEC_LOCAL,% share,26.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201603,ELEC_LOCAL,% share,66.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201603,ELEC_LOCAL,% share,7.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201603,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201606,ELEC_LOCAL,% share,26.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201606,ELEC_LOCAL,% share,65.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201606,ELEC_LOCAL,% share,7.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201606,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201609,ELEC_LOCAL,% share,31.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201609,ELEC_LOCAL,% share,62.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201609,ELEC_LOCAL,% share,6.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201609,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201612,ELEC_LOCAL,% share,23.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201612,ELEC_LOCAL,% share,68.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201612,ELEC_LOCAL,% share,7.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201612,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2017,ELEC_LOCAL,% share,26.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2017,ELEC_LOCAL,% share,65.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2017,ELEC_LOCAL,% share,7.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2017,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201703,ELEC_LOCAL,% share,23.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201703,ELEC_LOCAL,% share,68.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201703,ELEC_LOCAL,% share,8.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201703,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201706,ELEC_LOCAL,% share,25.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201706,ELEC_LOCAL,% share,67.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201706,ELEC_LOCAL,% share,7.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201706,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201709,ELEC_LOCAL,% share,31.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201709,ELEC_LOCAL,% share,62.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201709,ELEC_LOCAL,% share,6.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201709,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201712,ELEC_LOCAL,% share,24.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201712,ELEC_LOCAL,% share,67.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201712,ELEC_LOCAL,% share,7.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201712,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2018,ELEC_LOCAL,% share,26.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2018,ELEC_LOCAL,% share,66.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2018,ELEC_LOCAL,% share,7.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2018,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201803,ELEC_LOCAL,% share,24.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201803,ELEC_LOCAL,% share,67.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201803,ELEC_LOCAL,% share,7.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201803,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201806,ELEC_LOCAL,% share,25.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201806,ELEC_LOCAL,% share,67.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201806,ELEC_LOCAL,% share,7.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201806,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201809,ELEC_LOCAL,% share,30.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201809,ELEC_LOCAL,% share,62.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201809,ELEC_LOCAL,% share,6.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201809,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201812,ELEC_LOCAL,% share,22.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201812,ELEC_LOCAL,% share,69.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201812,ELEC_LOCAL,% share,7.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201812,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2019,ELEC_LOCAL,% share,26.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2019,ELEC_LOCAL,% share,66.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2019,ELEC_LOCAL,% share,6.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2019,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201903,ELEC_LOCAL,% share,22.5,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201903,ELEC_LOCAL,% share,69.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201903,ELEC_LOCAL,% share,7.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201903,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201906,ELEC_LOCAL,% share,25.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201906,ELEC_LOCAL,% share,67.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201906,ELEC_LOCAL,% share,6.8,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201906,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201909,ELEC_LOCAL,% share,31.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201909,ELEC_LOCAL,% share,62.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201909,ELEC_LOCAL,% share,5.9,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201909,ELEC_LOCAL,% share,0.2,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201912,ELEC_LOCAL,% share,25.1,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201912,ELEC_LOCAL,% share,67.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201912,ELEC_LOCAL,% share,7.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201912,ELEC_LOCAL,% share,0.3,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2020,ELEC_LOCAL,% share,29.4,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2020,ELEC_LOCAL,% share,63.6,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2020,ELEC_LOCAL,% share,6.7,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
