user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,table_title,source_name
,Total,Y,2013,ELEC_LOCAL,Terajoule,153201.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2013,ELEC_LOCAL,Terajoule,39941.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2013,ELEC_LOCAL,Terajoule,101683.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2013,ELEC_LOCAL,Terajoule,11190.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2013,ELEC_LOCAL,Terajoule,387.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201303,ELEC_LOCAL,Terajoule,31042.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201303,ELEC_LOCAL,Terajoule,7236.1224,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201303,ELEC_LOCAL,Terajoule,21285.6516,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201303,ELEC_LOCAL,Terajoule,2423.2716,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201303,ELEC_LOCAL,Terajoule,96.7032,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201306,ELEC_LOCAL,Terajoule,40467.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201306,ELEC_LOCAL,Terajoule,10438.0704,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201306,ELEC_LOCAL,Terajoule,26939.0016,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201306,ELEC_LOCAL,Terajoule,2998.2888,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201306,ELEC_LOCAL,Terajoule,91.6308,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201309,ELEC_LOCAL,Terajoule,46770.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201309,ELEC_LOCAL,Terajoule,14146.4736,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201309,ELEC_LOCAL,Terajoule,29475.1908,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201309,ELEC_LOCAL,Terajoule,3053.502,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201309,ELEC_LOCAL,Terajoule,94.698,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201312,ELEC_LOCAL,Terajoule,34922.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201312,ELEC_LOCAL,Terajoule,8120.0196,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201312,ELEC_LOCAL,Terajoule,23982.7464,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201312,ELEC_LOCAL,Terajoule,2715.1884,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201312,ELEC_LOCAL,Terajoule,104.1552,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2014,ELEC_LOCAL,Terajoule,157967.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2014,ELEC_LOCAL,Terajoule,43415.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2014,ELEC_LOCAL,Terajoule,102885.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2014,ELEC_LOCAL,Terajoule,11281.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2014,ELEC_LOCAL,Terajoule,386.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201403,ELEC_LOCAL,Terajoule,31200.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201403,ELEC_LOCAL,Terajoule,7970.0544,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201403,ELEC_LOCAL,Terajoule,20797.5924,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201403,ELEC_LOCAL,Terajoule,2331.288,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201403,ELEC_LOCAL,Terajoule,100.638,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201406,ELEC_LOCAL,Terajoule,41778.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201406,ELEC_LOCAL,Terajoule,10994.8356,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201406,ELEC_LOCAL,Terajoule,27621.3708,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201406,ELEC_LOCAL,Terajoule,3073.104,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201406,ELEC_LOCAL,Terajoule,89.0964,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201409,ELEC_LOCAL,Terajoule,49718.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201409,ELEC_LOCAL,Terajoule,16069.5252,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201409,ELEC_LOCAL,Terajoule,30432.0348,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201409,ELEC_LOCAL,Terajoule,3123.1548,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201409,ELEC_LOCAL,Terajoule,93.4668,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201412,ELEC_LOCAL,Terajoule,35271.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201412,ELEC_LOCAL,Terajoule,8380.4688,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201412,ELEC_LOCAL,Terajoule,24034.2012,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201412,ELEC_LOCAL,Terajoule,2753.4168,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201412,ELEC_LOCAL,Terajoule,102.9564,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2015,ELEC_LOCAL,Terajoule,158083.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2015,ELEC_LOCAL,Terajoule,42368.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2015,ELEC_LOCAL,Terajoule,103893.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2015,ELEC_LOCAL,Terajoule,11436.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2015,ELEC_LOCAL,Terajoule,386.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201503,ELEC_LOCAL,Terajoule,31095.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201503,ELEC_LOCAL,Terajoule,7439.9256,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201503,ELEC_LOCAL,Terajoule,21041.5752,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201503,ELEC_LOCAL,Terajoule,2512.5372,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201503,ELEC_LOCAL,Terajoule,100.5912,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201506,ELEC_LOCAL,Terajoule,42795.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201506,ELEC_LOCAL,Terajoule,11263.3668,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201506,ELEC_LOCAL,Terajoule,28341.5616,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201506,ELEC_LOCAL,Terajoule,3100.7556,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201506,ELEC_LOCAL,Terajoule,89.2512,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201509,ELEC_LOCAL,Terajoule,48105.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201509,ELEC_LOCAL,Terajoule,15128.1216,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201509,ELEC_LOCAL,Terajoule,29764.1916,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201509,ELEC_LOCAL,Terajoule,3121.0128,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201509,ELEC_LOCAL,Terajoule,91.4148,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201512,ELEC_LOCAL,Terajoule,36089.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201512,ELEC_LOCAL,Terajoule,8536.7844,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201512,ELEC_LOCAL,Terajoule,24745.9896,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201512,ELEC_LOCAL,Terajoule,2701.4544,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201512,ELEC_LOCAL,Terajoule,104.6412,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2016,ELEC_LOCAL,Terajoule,158500.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2016,ELEC_LOCAL,Terajoule,43120.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2016,ELEC_LOCAL,Terajoule,103739.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2016,ELEC_LOCAL,Terajoule,11252.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2016,ELEC_LOCAL,Terajoule,390.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201603,ELEC_LOCAL,Terajoule,31635.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201603,ELEC_LOCAL,Terajoule,8214.6312,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201603,ELEC_LOCAL,Terajoule,20881.8792,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201603,ELEC_LOCAL,Terajoule,2438.136,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201603,ELEC_LOCAL,Terajoule,100.0404,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201606,ELEC_LOCAL,Terajoule,42417.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201606,ELEC_LOCAL,Terajoule,11394.2304,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201606,ELEC_LOCAL,Terajoule,27965.6856,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201606,ELEC_LOCAL,Terajoule,2964.8124,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201606,ELEC_LOCAL,Terajoule,92.6892,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201609,ELEC_LOCAL,Terajoule,48107.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201609,ELEC_LOCAL,Terajoule,14906.3148,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201609,ELEC_LOCAL,Terajoule,29974.1868,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201609,ELEC_LOCAL,Terajoule,3133.854,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201609,ELEC_LOCAL,Terajoule,92.4192,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201612,ELEC_LOCAL,Terajoule,36341.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201612,ELEC_LOCAL,Terajoule,8604.4032,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201612,ELEC_LOCAL,Terajoule,24916.878,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201612,ELEC_LOCAL,Terajoule,2715.5088,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201612,ELEC_LOCAL,Terajoule,104.6088,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2017,ELEC_LOCAL,Terajoule,157604.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2017,ELEC_LOCAL,Terajoule,42127.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2017,ELEC_LOCAL,Terajoule,103893.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2017,ELEC_LOCAL,Terajoule,11196.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2017,ELEC_LOCAL,Terajoule,389.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201703,ELEC_LOCAL,Terajoule,31018.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201703,ELEC_LOCAL,Terajoule,7190.5068,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201703,ELEC_LOCAL,Terajoule,21257.3376,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201703,ELEC_LOCAL,Terajoule,2468.34,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201703,ELEC_LOCAL,Terajoule,102.3084,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201706,ELEC_LOCAL,Terajoule,40937.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201706,ELEC_LOCAL,Terajoule,10426.5684,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201706,ELEC_LOCAL,Terajoule,27458.316,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201706,ELEC_LOCAL,Terajoule,2961.8604,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201706,ELEC_LOCAL,Terajoule,90.1224,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201709,ELEC_LOCAL,Terajoule,49691.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201709,ELEC_LOCAL,Terajoule,15664.554,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201709,ELEC_LOCAL,Terajoule,30823.6032,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201709,ELEC_LOCAL,Terajoule,3109.4316,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201709,ELEC_LOCAL,Terajoule,93.5316,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201712,ELEC_LOCAL,Terajoule,35958.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201712,ELEC_LOCAL,Terajoule,8845.3116,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201712,ELEC_LOCAL,Terajoule,24353.514,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201712,ELEC_LOCAL,Terajoule,2656.4832,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201712,ELEC_LOCAL,Terajoule,102.6396,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2018,ELEC_LOCAL,Terajoule,159116.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2018,ELEC_LOCAL,Terajoule,41965.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2018,ELEC_LOCAL,Terajoule,105689.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2018,ELEC_LOCAL,Terajoule,11081.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2018,ELEC_LOCAL,Terajoule,382.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201803,ELEC_LOCAL,Terajoule,31892.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201803,ELEC_LOCAL,Terajoule,7951.1256,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201803,ELEC_LOCAL,Terajoule,21430.6272,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201803,ELEC_LOCAL,Terajoule,2409.5124,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201803,ELEC_LOCAL,Terajoule,100.6344,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201806,ELEC_LOCAL,Terajoule,43004.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201806,ELEC_LOCAL,Terajoule,10885.3092,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201806,ELEC_LOCAL,Terajoule,28986.246,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201806,ELEC_LOCAL,Terajoule,3044.2392,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201806,ELEC_LOCAL,Terajoule,88.3692,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201809,ELEC_LOCAL,Terajoule,48436.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201809,ELEC_LOCAL,Terajoule,14920.8192,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201809,ELEC_LOCAL,Terajoule,30406.338,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201809,ELEC_LOCAL,Terajoule,3018.51,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201809,ELEC_LOCAL,Terajoule,90.0684,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201812,ELEC_LOCAL,Terajoule,35784.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201812,ELEC_LOCAL,Terajoule,8207.6436,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201812,ELEC_LOCAL,Terajoule,24865.6356,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201812,ELEC_LOCAL,Terajoule,2608.686,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201812,ELEC_LOCAL,Terajoule,102.5244,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2019,ELEC_LOCAL,Terajoule,161291.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2019,ELEC_LOCAL,Terajoule,42937.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2019,ELEC_LOCAL,Terajoule,107162.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2019,ELEC_LOCAL,Terajoule,10815.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2019,ELEC_LOCAL,Terajoule,377.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201903,ELEC_LOCAL,Terajoule,32365.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201903,ELEC_LOCAL,Terajoule,7293.4632,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201903,ELEC_LOCAL,Terajoule,22571.9712,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201903,ELEC_LOCAL,Terajoule,2402.5572,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201903,ELEC_LOCAL,Terajoule,97.2612,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201906,ELEC_LOCAL,Terajoule,42639.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201906,ELEC_LOCAL,Terajoule,10944.6336,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201906,ELEC_LOCAL,Terajoule,28713.1644,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201906,ELEC_LOCAL,Terajoule,2894.292,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201906,ELEC_LOCAL,Terajoule,86.8608,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201909,ELEC_LOCAL,Terajoule,50041.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
