period_month,temp_mean_c_avg,temp_max_c_avg,temp_max_c_peak,temp_min_c_avg,temp_min_c_low,temp_range_c_avg,rh_mean_pct_avg,rainfall_mm_sum,rainfall_day_count,hot_day_count,cool_day_count
1887-06-01,27.58,29.853333333333335,31.7,25.81,22.9,4.043333333333333,,139.5,22,18,0
1887-07-01,27.45806451612903,29.793548387096774,32.1,25.596774193548388,23.2,4.196774193548387,,307.3,23,16,0
1887-08-01,26.967741935483872,29.29032258064516,31.4,25.17096774193548,22.7,4.119354838709677,,334.2,14,15,0
1887-09-01,27.69333333333333,29.966666666666665,32.6,25.8,23.1,4.166666666666667,,278.2,21,15,0
1887-10-01,24.44193548387097,26.467741935483872,29.3,22.46451612903226,18.1,4.0032258064516135,,51.7,6,0,0
1887-11-01,20.653333333333332,22.96333333333333,25.5,18.413333333333334,13.3,4.55,,19.9,5,0,0
1887-12-01,17.45483870967742,19.79032258064516,23.1,15.193548387096774,7.1,4.596774193548387,,21.700000000000003,4,0,2
1888-01-01,16.193548387096776,18.548387096774192,22.7,14.23225806451613,6.0,4.316129032258064,,4.6,5,0,5
1888-02-01,12.862068965517242,14.682758620689656,20.3,11.168965517241379,4.8,3.513793103448276,,100.8,16,0,15
1888-03-01,17.980645161290322,20.27741935483871,25.5,16.238709677419354,12.3,4.038709677419355,,265.0,18,0,0
1888-04-01,22.486666666666668,24.836666666666666,29.3,20.55666666666667,14.9,4.28,,176.7,18,0,0
1888-05-01,25.56451612903226,27.796774193548387,30.6,23.61935483870968,20.8,4.17741935483871,,495.7,24,4,0
1888-06-01,26.846666666666668,28.763333333333332,31.1,25.076666666666664,20.7,3.6866666666666665,,605.9,26,11,0
1888-07-01,28.383870967741935,30.94516129032258,33.8,26.287096774193547,24.3,4.658064516129032,,268.3,17,26,0
1888-08-01,27.42258064516129,29.983870967741936,32.4,25.27741935483871,22.3,4.706451612903226,,337.7,18,18,0
1888-09-01,27.176666666666666,29.246666666666666,31.6,25.253333333333334,21.6,3.993333333333333,,162.7,19,13,0
1888-10-01,24.19677419354839,25.967741935483872,28.8,22.403225806451612,17.8,3.5645161290322576,,114.9,11,0,0
1888-11-01,21.826666666666664,24.103333333333335,28.1,19.87,16.0,4.233333333333333,,19.7,7,0,0
1888-12-01,18.403225806451612,20.238709677419354,24.0,16.55483870967742,11.9,3.6838709677419352,,104.2,8,0,2
1889-01-01,14.770967741935483,16.55806451612903,20.9,12.993548387096775,8.1,3.564516129032258,,18.5,9,0,12
1889-02-01,14.278571428571428,16.603571428571428,24.6,12.207142857142857,4.6,4.396428571428571,,18.2,9,0,11
1889-03-01,17.67096774193548,19.6,25.4,15.932258064516128,11.4,3.6677419354838707,,63.4,16,0,2
1889-04-01,20.743333333333332,22.84,27.4,19.016666666666666,16.6,3.823333333333333,,311.9,16,0,0
1889-05-01,25.625806451612902,27.858064516129033,31.6,23.90967741935484,21.9,3.948387096774194,,1241.1,19,6,0
1889-06-01,27.83,30.37,32.0,25.89333333333333,23.9,4.4766666666666675,,247.20000000000002,25,19,0
1889-07-01,28.651612903225807,31.519354838709678,33.6,26.593548387096774,23.9,4.925806451612903,,116.69999999999999,12,28,0
1889-08-01,27.225806451612904,29.9741935483871,32.1,25.05483870967742,23.8,4.919354838709677,,460.40000000000003,21,16,0
1889-09-01,26.95,29.683333333333334,32.9,25.040000000000003,22.8,4.6433333333333335,,299.59999999999997,15,13,0
1889-10-01,26.116129032258065,29.080645161290324,32.5,23.948387096774194,19.5,5.132258064516129,,221.4,17,13,0
1889-11-01,20.44,23.373333333333335,27.4,18.146666666666665,13.2,5.2266666666666675,,39.0,13,0,0
