period_month,temp_mean_c_avg,temp_max_c_avg,temp_max_c_peak,temp_min_c_avg,temp_min_c_low,temp_range_c_avg,rh_mean_pct_avg,rainfall_mm_sum,rainfall_day_count,hot_day_count,cool_day_count
1920-01-01,15.041935483870969,18.274193548387096,23.7,12.40967741935484,7.3,5.864516129032259,,1.6,1,0,16
1920-02-01,14.913793103448276,16.879310344827587,25.0,13.262068965517242,9.6,3.617241379310345,,67.10000000000001,17,0,8
1920-03-01,16.864516129032257,19.26451612903226,26.9,15.158064516129032,10.3,4.106451612903226,,35.1,8,0,7
1920-04-01,20.723333333333336,22.926666666666666,27.8,19.163333333333334,15.4,3.763333333333333,,209.7,18,0,0
1920-05-01,24.5258064516129,26.738709677419354,31.3,22.806451612903224,19.8,3.9322580645161294,,461.3,19,5,0
1920-06-01,27.23,29.470000000000002,31.7,25.486666666666668,22.6,3.983333333333333,,395.4,20,13,0
1920-07-01,28.112903225806452,30.538709677419355,33.9,26.14516129032258,24.4,4.393548387096774,,610.9,19,20,0
1920-08-01,27.612903225806452,29.66774193548387,32.0,25.835483870967742,23.4,3.8322580645161293,,278.59999999999997,20,14,0
1920-09-01,27.34333333333333,29.773333333333333,32.2,25.313333333333333,22.9,4.46,,298.2,15,13,0
1920-10-01,24.516129032258064,27.006451612903227,30.4,22.519354838709678,19.8,4.4870967741935495,,157.3,16,2,0
1920-11-01,21.63,23.863333333333333,28.4,19.646666666666665,15.8,4.216666666666667,,178.8,10,0,0
1920-12-01,18.203225806451613,20.396774193548385,24.7,16.274193548387096,11.7,4.122580645161291,,45.6,8,0,2
1921-01-01,14.922580645161291,17.903225806451612,24.3,12.280645161290321,7.1,5.62258064516129,,4.8,5,0,14
1921-02-01,15.410714285714286,18.232142857142858,25.7,13.278571428571428,6.7,4.953571428571428,,26.3,1,0,6
1921-03-01,17.712903225806453,20.509677419354837,27.9,15.264516129032257,7.4,5.245161290322581,,114.8,15,0,4
1921-04-01,22.146666666666665,24.68,29.3,20.36,15.8,4.319999999999999,,71.7,5,0,0
1921-05-01,25.070967741935487,27.403225806451612,30.4,23.383870967741935,21.0,4.019354838709677,,858.4,25,4,0
1921-06-01,27.223333333333336,29.553333333333335,31.8,25.44,22.3,4.113333333333333,,374.3,25,17,0
1921-07-01,27.570967741935487,30.129032258064516,32.6,25.45483870967742,22.8,4.674193548387096,,301.5,15,20,0
1921-08-01,27.916129032258063,30.77741935483871,33.4,25.9,23.4,4.87741935483871,,392.6,10,22,0
1921-09-01,26.69333333333333,29.1,32.6,24.866666666666667,21.4,4.233333333333333,,307.6,14,8,0
1921-10-01,24.338709677419356,27.25483870967742,29.9,22.406451612903226,20.3,4.848387096774194,,10.0,4,0,0
1921-11-01,20.983333333333334,24.17,27.7,18.69333333333333,15.2,5.4766666666666675,,5.7,7,0,0
1921-12-01,18.038709677419355,20.69677419354839,24.4,16.267741935483873,12.4,4.429032258064516,,5.5,5,0,0
1922-01-01,15.83548387096774,18.038709677419355,23.4,14.2,8.7,3.838709677419355,,67.3,17,0,7
1922-02-01,16.285714285714285,18.314285714285713,22.9,14.485714285714286,9.6,3.8285714285714287,,139.3,13,0,4
1922-03-01,17.85483870967742,20.30322580645161,25.2,16.16774193548387,11.6,4.135483870967741,,93.0,10,0,1
1922-04-01,21.666666666666668,24.28666666666667,29.2,19.766666666666666,16.1,4.52,,51.300000000000004,11,0,0
1922-05-01,25.903225806451612,28.51290322580645,31.9,24.125806451612902,21.9,4.387096774193548,,139.3,21,10,0
1922-06-01,27.706666666666667,30.28666666666667,32.2,26.023333333333333,22.1,4.263333333333333,,165.6,18,18,0
1922-07-01,28.06451612903226,30.738709677419354,32.6,25.887096774193548,23.0,4.851612903225806,,325.5,15,23,0
1922-08-01,28.0258064516129,30.712903225806453,33.9,26.006451612903227,23.9,4.706451612903226,,445.6,26,24,0
1922-09-01,26.89,29.846666666666668,32.9,24.706666666666667,21.0,5.14,,252.6,15,13,0
1922-10-01,24.174193548387095,26.925806451612903,29.1,22.270967741935483,18.7,4.654838709677419,,51.6,10,0,0
1922-11-01,20.203333333333333,23.416666666666668,28.1,17.456666666666667,6.5,5.96,,13.799999999999999,4,0,4
1922-12-01,16.483870967741936,19.325806451612905,23.3,14.116129032258065,8.3,5.209677419354839,,18.7,5,0,5
1923-01-01,15.580645161290322,18.53548387096774,23.3,13.390322580645162,7.6,5.145161290322581,,3.3,1,0,8
1923-02-01,14.921428571428573,17.642857142857142,26.3,12.760714285714286,7.9,4.882142857142858,,9.9,9,0,13
1923-03-01,18.470967741935485,21.293548387096774,27.9,16.36774193548387,12.8,4.925806451612903,,16.7,9,0,0
1923-04-01,21.973333333333336,24.5,28.2,20.30666666666667,18.1,4.193333333333333,,212.29999999999998,14,0,0
1923-05-01,25.429032258064513,28.13225806451613,32.1,23.43548387096774,20.0,4.696774193548387,,96.10000000000001,14,13,0
1923-06-01,27.003333333333334,29.21333333333333,32.7,25.326666666666664,21.8,3.8866666666666663,,399.1,26,12,0
1923-07-01,27.80322580645161,30.032258064516128,32.5,26.0,23.4,4.032258064516129,,470.7,19,17,0
1923-08-01,27.316129032258065,29.664516129032258,33.8,25.280645161290323,23.2,4.3838709677419345,,872.1999999999999,22,9,0
1923-09-01,27.313333333333333,29.96333333333333,32.3,25.173333333333336,22.8,4.790000000000001,,159.8,15,15,0
1923-10-01,24.40967741935484,26.748387096774195,30.8,22.48709677419355,19.6,4.261290322580645,,453.4,9,2,0
1923-11-01,21.990000000000002,24.209999999999997,28.4,20.17,15.7,4.04,,10.200000000000001,5,0,0
1923-12-01,17.91290322580645,20.42258064516129,26.6,15.880645161290323,8.9,4.541935483870967,,7.999999999999999,5,0,4
1924-01-01,16.874193548387098,18.838709677419356,23.8,15.429032258064517,8.6,3.4096774193548387,,27.2,11,0,4
1924-02-01,15.737931034482758,17.579310344827586,23.7,14.03103448275862,9.6,3.548275862068966,,114.5,14,0,12
1924-03-01,16.94516129032258,19.416129032258063,24.1,15.112903225806452,11.2,4.303225806451613,,4.7,9,0,1
1924-04-01,20.746666666666666,23.546666666666667,29.7,18.793333333333333,14.1,4.753333333333334,,157.6,14,0,0
1924-05-01,26.461290322580645,29.08709677419355,31.2,24.84193548387097,22.8,4.2451612903225815,,428.59999999999997,15,10,0
1924-06-01,26.95,29.08,32.4,25.35666666666667,22.7,3.723333333333334,,588.1,22,12,0
1924-07-01,27.63225806451613,30.22258064516129,31.7,25.80322580645161,24.6,4.419354838709677,,501.0,24,17,0
1924-08-01,27.73548387096774,30.396774193548385,32.1,25.651612903225807,24.2,4.7451612903225815,,271.59999999999997,17,23,0
1924-09-01,27.883333333333333,30.43,34.0,25.87,23.5,4.56,,164.0,13,19,0
1924-10-01,24.741935483870968,27.351612903225806,31.6,22.616129032258065,17.8,4.735483870967743,,230.7,9,5,0
1924-11-01,20.09,23.023333333333333,27.5,17.65666666666667,9.6,5.366666666666666,,0.0,0,0,3
1924-12-01,16.61935483870968,19.69677419354839,22.9,14.129032258064516,11.3,5.567741935483871,,17.9,4,0,3
1925-01-01,13.803225806451612,16.14516129032258,23.7,11.848387096774195,5.2,4.296774193548386,,110.2,12,0,14
1925-02-01,13.328571428571427,15.753571428571428,21.8,11.360714285714286,4.3,4.392857142857142,,10.0,7,0,15
1925-03-01,17.629032258064516,19.861290322580647,26.1,15.896774193548387,12.7,3.9645161290322584,,210.8,14,0,0
1925-04-01,18.48,21.083333333333332,27.3,16.51,11.3,4.573333333333333,,201.8,11,0,1
1925-05-01,25.19677419354839,27.961290322580645,31.5,23.35483870967742,18.6,4.606451612903226,,65.6,13,11,0
1925-06-01,27.279999999999998,29.796666666666667,32.7,25.35,22.2,4.446666666666667,,594.5,19,15,0
1925-07-01,28.067741935483873,31.01290322580645,33.5,25.706451612903226,23.2,5.306451612903226,,525.1,18,26,0
1925-08-01,28.061290322580643,30.774193548387096,33.8,26.070967741935487,24.2,4.703225806451612,,143.3,12,24,0
1925-09-01,27.436666666666667,30.223333333333336,32.8,25.1,22.4,5.123333333333333,,253.0,13,17,0
1925-10-01,24.141935483870967,26.751612903225805,30.1,22.061290322580643,19.6,4.6903225806451605,,80.4,6,1,0
1925-11-01,22.19333333333333,24.94,28.6,20.346666666666668,16.1,4.593333333333333,,27.6,6,0,0
1925-12-01,17.164516129032258,20.17096774193548,24.9,14.629032258064516,8.2,5.541935483870967,,5.9,4,0,5
1926-01-01,16.148387096774194,18.887096774193548,24.2,14.251612903225807,10.9,4.635483870967741,,5.699999999999999,4,0,2
1926-02-01,15.564285714285715,17.757142857142856,23.6,14.032142857142857,9.3,3.725,,60.800000000000004,8,0,4
1926-03-01,17.654838709677417,19.996774193548386,27.8,15.980645161290322,12.8,4.016129032258065,,122.9,16,0,0
1926-04-01,20.506666666666668,22.720000000000002,28.2,18.923333333333336,16.7,3.7966666666666664,,436.5,20,0,0
1926-05-01,24.503225806451614,27.154838709677417,31.9,22.629032258064516,19.6,4.525806451612903,,145.7,9,5,0
1926-06-01,25.453333333333333,27.4,31.7,24.076666666666664,19.2,3.323333333333333,,168.2,19,8,0
1926-07-01,27.848387096774193,30.51290322580645,32.9,25.796774193548387,22.9,4.716129032258064,,757.2,21,22,0
1926-08-01,27.85483870967742,30.393548387096775,33.6,25.687096774193545,23.3,4.706451612903226,,203.9,17,17,0
1926-09-01,27.503333333333334,30.223333333333336,33.1,25.323333333333334,23.2,4.9,,439.0,18,21,0
1926-10-01,23.59032258064516,26.12258064516129,30.8,21.64516129032258,17.4,4.477419354838709,,83.0,10,1,0
1926-11-01,20.48,22.983333333333334,28.3,18.363333333333333,16.1,4.62,,126.39999999999999,5,0,0
1926-12-01,17.038709677419355,19.516129032258064,24.7,14.983870967741936,6.2,4.532258064516129,,11.5,5,0,8
1927-01-01,15.393548387096773,17.88064516129032,23.9,13.509677419354839,8.3,4.370967741935484,,8.0,3,0,10
1927-02-01,14.710714285714285,16.789285714285715,23.4,12.921428571428573,7.7,3.867857142857143,,110.3,12,0,8
1927-03-01,15.606451612903227,17.567741935483873,24.8,13.880645161290323,8.4,3.6870967741935483,,115.2,16,0,8
1927-04-01,19.576666666666664,22.006666666666668,28.7,17.816666666666666,14.2,4.19,,180.9,16,0,0
1927-05-01,24.216129032258067,26.938709677419357,31.8,22.383870967741935,18.9,4.55483870967742,,646.2,20,8,0
1927-06-01,27.55666666666667,29.926666666666666,32.9,25.94,23.1,3.9866666666666664,,296.3,20,20,0
1927-07-01,27.729032258064517,30.25483870967742,32.5,25.822580645161292,24.1,4.4322580645161285,,476.0,26,17,0
1927-08-01,27.845161290322583,30.838709677419356,33.9,25.5258064516129,23.3,5.312903225806451,,530.8,19,22,0
1927-09-01,26.283333333333335,28.666666666666668,31.9,24.509999999999998,21.3,4.156666666666666,,157.1,18,10,0
1927-10-01,23.80322580645161,26.44516129032258,31.3,21.6,15.7,4.845161290322581,,137.6,7,2,0
1927-11-01,21.666666666666668,24.386666666666667,28.0,19.523333333333333,14.8,4.863333333333332,,46.3,6,0,0
1927-12-01,18.641935483870967,21.193548387096776,26.6,16.616129032258065,9.5,4.577419354838709,,35.0,4,0,3
1928-01-01,16.42258064516129,18.848387096774193,25.0,14.319354838709677,7.2,4.529032258064516,,47.8,11,0,9
1928-02-01,14.810344827586206,17.279310344827586,21.7,12.796551724137931,7.2,4.482758620689655,,90.7,8,0,12
1928-03-01,17.351612903225806,19.64516129032258,25.5,15.674193548387098,11.8,3.9709677419354836,,131.9,16,0,1
1928-04-01,21.623333333333335,24.14,30.2,19.86,15.7,4.28,,104.39999999999999,12,1,0
1928-05-01,25.212903225806453,27.674193548387095,31.4,23.361290322580647,20.5,4.312903225806452,,468.0,20,8,0
1928-06-01,26.623333333333335,29.053333333333335,31.8,24.75,22.0,4.303333333333334,,384.5,22,14,0
1928-07-01,28.64516129032258,31.396774193548385,33.7,26.638709677419357,24.6,4.758064516129032,,121.4,14,25,0
1928-08-01,28.01290322580645,30.809677419354838,33.4,25.951612903225808,24.4,4.858064516129032,,327.7,20,26,0
1928-09-01,27.58,30.08,32.8,25.490000000000002,22.2,4.59,,99.8,11,18,0
1928-10-01,23.94193548387097,26.719354838709677,28.6,21.683870967741935,19.3,5.035483870967742,,11.1,6,0,0
1928-11-01,20.743333333333332,23.333333333333332,27.9,18.706666666666667,14.2,4.626666666666666,,20.799999999999997,6,0,0
1928-12-01,18.664516129032258,21.40967741935484,26.0,16.63225806451613,12.1,4.77741935483871,,0.5,1,0,0
1929-01-01,16.91290322580645,19.370967741935484,23.6,15.241935483870968,11.2,4.129032258064516,,23.2,8,0,2
1929-02-01,14.950000000000001,17.257142857142856,24.4,13.132142857142856,8.6,4.125,,14.8,8,0,9
1929-03-01,18.30322580645161,21.432258064516127,28.4,16.141935483870967,11.1,5.290322580645161,,12.799999999999999,2,0,4
1929-04-01,21.796666666666667,24.71333333333333,31.2,19.90666666666667,16.4,4.8066666666666675,,39.2,7,2,0
1929-05-01,25.64516129032258,28.1,32.2,23.91290322580645,19.5,4.187096774193549,,168.5,18,8,0
1929-06-01,28.076666666666664,30.613333333333333,32.8,26.33,23.7,4.283333333333334,,107.1,13,22,0
1929-07-01,27.561290322580643,29.948387096774194,33.4,25.625806451612902,23.6,4.32258064516129,,578.2,23,16,0
1929-08-01,27.296774193548384,29.883870967741935,32.5,25.348387096774193,23.8,4.535483870967742,,509.1,23,18,0
1929-09-01,27.36,29.636666666666667,32.3,25.476666666666667,23.6,4.159999999999999,,274.0,17,12,0
1929-10-01,24.73548387096774,26.990322580645163,30.1,22.896774193548385,20.8,4.0935483870967735,,3.8,4,1,0
1929-11-01,19.84333333333333,22.30666666666667,26.4,17.6,13.3,4.706666666666666,,35.0,5,0,0
1929-12-01,18.183870967741935,20.46451612903226,25.6,16.06451612903226,6.9,4.4,,10.8,8,0,4
1930-01-01,12.54516129032258,15.058064516129033,22.1,10.490322580645161,5.1,4.567741935483871,,57.9,10,0,23
1930-02-01,15.728571428571428,18.339285714285715,25.6,13.639285714285714,8.1,4.7,,35.1,9,0,12
1930-03-01,17.73225806451613,20.461290322580645,25.0,15.635483870967741,8.4,4.825806451612903,,183.8,17,0,6
1930-04-01,23.05666666666667,25.243333333333332,29.5,21.486666666666668,17.4,3.7566666666666664,,53.099999999999994,12,0,0
1930-05-01,26.241935483870968,28.580645161290324,31.6,24.54516129032258,22.8,4.035483870967742,,157.6,15,8,0
1930-06-01,27.73,30.416666666666668,32.7,25.706666666666667,20.7,4.71,,311.2,22,21,0
1930-07-01,27.948387096774194,30.43548387096774,33.8,25.845161290322583,23.3,4.590322580645162,,737.5,22,20,0
1930-08-01,27.82903225806452,30.52258064516129,33.2,25.858064516129033,22.9,4.664516129032258,,154.2,11,20,0
1930-09-01,26.35,28.706666666666667,31.7,24.686666666666667,22.8,4.02,,717.9,15,6,0
1930-10-01,24.893548387096775,27.60967741935484,30.3,22.85483870967742,19.0,4.754838709677419,,10.4,1,1,0
1930-11-01,21.473333333333333,24.293333333333333,30.0,19.279999999999998,16.1,5.013333333333334,,0.9,1,1,0
1930-12-01,17.780645161290323,20.103225806451615,24.8,15.864516129032259,9.4,4.238709677419355,,22.7,8,0,4
1931-01-01,16.335483870967742,19.177419354838708,26.1,13.97741935483871,4.6,5.199999999999999,,8.399999999999999,6,0,9
1931-02-01,16.27857142857143,18.17142857142857,25.5,14.735714285714286,9.9,3.435714285714286,,13.8,11,0,5
1931-03-01,17.551612903225806,19.825806451612905,26.5,15.848387096774195,12.9,3.9774193548387093,,81.0,13,0,0
1931-04-01,21.64,23.913333333333334,30.0,19.86,15.2,4.053333333333333,,227.0,16,1,0
1931-05-01,24.9741935483871,27.070967741935487,31.7,23.241935483870968,20.1,3.829032258064516,,304.9,20,7,0
1931-06-01,27.43,29.486666666666668,32.1,25.726666666666667,22.7,3.7600000000000002,,294.4,18,15,0
1931-07-01,28.187096774193545,30.812903225806455,32.2,26.135483870967743,24.4,4.67741935483871,,251.0,28,26,0
1931-08-01,28.206451612903226,30.73225806451613,34.4,26.225806451612904,23.8,4.506451612903225,,362.3,18,19,0
1931-09-01,27.32,29.9,33.0,25.266666666666666,18.6,4.633333333333334,,341.5,22,16,0
1931-10-01,23.551612903225806,26.216129032258067,30.2,21.164516129032258,17.1,5.051612903225807,,18.5,11,2,0
1931-11-01,21.316666666666666,24.456666666666667,27.8,18.93,13.1,5.526666666666667,,24.7,4,0,0
1931-12-01,17.406451612903226,19.825806451612905,24.2,15.261290322580646,5.4,4.564516129032258,,115.99999999999999,8,0,6
1932-01-01,15.803225806451612,18.75483870967742,23.3,13.312903225806451,6.3,5.441935483870968,,0.0,0,0,5
1932-02-01,13.96551724137931,16.041379310344826,23.8,12.006896551724138,6.5,4.0344827586206895,,64.9,12,0,13
1932-03-01,16.996774193548386,19.94193548387097,27.5,14.87741935483871,8.2,5.064516129032258,,56.00000000000001,12,0,4
1932-04-01,21.526666666666664,24.026666666666664,29.8,19.766666666666666,16.8,4.260000000000001,,93.8,13,0,0
1932-05-01,27.26451612903226,29.870967741935484,31.8,25.567741935483873,23.9,4.303225806451613,,63.900000000000006,11,18,0
1932-06-01,27.740000000000002,30.013333333333332,32.2,26.176666666666666,24.6,3.8366666666666664,,643.1,25,16,0
1932-07-01,27.612903225806452,29.87741935483871,32.1,25.69677419354839,23.9,4.180645161290323,,653.6,23,20,0
1932-08-01,27.796774193548387,30.26774193548387,32.7,26.125806451612902,23.3,4.141935483870968,,531.1,24,21,0
1932-09-01,26.56,28.816666666666666,31.1,25.073333333333334,23.8,3.7433333333333336,,110.2,12,7,0
1932-10-01,24.506451612903227,27.03548387096774,29.9,22.65806451612903,19.0,4.377419354838709,,2.2,4,0,0
1932-11-01,21.279999999999998,24.11,27.3,19.086666666666666,12.4,5.023333333333334,,2.5,3,0,0
1932-12-01,17.03548387096774,19.83225806451613,25.8,14.712903225806452,8.3,5.119354838709677,,104.60000000000001,7,0,7
1933-01-01,13.019354838709678,16.04516129032258,22.5,10.816129032258065,5.2,5.229032258064516,,12.3,8,0,21
1933-02-01,15.549999999999999,18.407142857142855,26.3,13.817857142857141,11.8,4.589285714285714,,2.7,6,0,2
1933-03-01,17.53548387096774,20.883870967741935,27.8,15.396774193548387,8.8,5.487096774193549,,25.900000000000002,9,0,3
1933-04-01,22.06,25.19,30.3,20.19333333333333,14.0,4.996666666666667,,48.8,11,1,0
1933-05-01,25.80322580645161,28.91290322580645,32.2,23.94193548387097,21.5,4.970967741935484,,114.69999999999999,13,11,0
1933-06-01,28.123333333333335,30.533333333333335,32.9,26.336666666666666,23.2,4.196666666666667,,417.6,28,20,0
1933-07-01,27.96451612903226,31.070967741935487,33.9,26.019354838709678,24.3,5.051612903225807,,363.9,21,24,0
1933-08-01,28.822580645161292,31.948387096774194,33.8,26.748387096774195,24.4,5.199999999999999,,44.2,10,30,0
1933-09-01,27.740000000000002,30.64,33.4,25.743333333333332,23.4,4.8966666666666665,,319.40000000000003,18,18,0
1933-10-01,24.806451612903224,27.938709677419357,32.2,22.838709677419356,18.1,5.1,,95.2,15,3,0
1933-11-01,20.623333333333335,24.046666666666667,27.8,18.470000000000002,15.2,5.576666666666667,,105.4,6,0,0
1933-12-01,18.193548387096776,21.32903225806452,25.2,16.335483870967742,12.8,4.993548387096775,,35.099999999999994,5,0,0
1934-01-01,13.30967741935484,16.14516129032258,20.6,11.296774193548387,6.0,4.848387096774193,,12.1,5,0,16
1934-02-01,15.528571428571428,19.032142857142855,24.4,13.325000000000001,8.4,5.707142857142857,,38.4,5,0,8
1934-03-01,17.480645161290322,20.503225806451614,27.9,15.212903225806452,9.9,5.290322580645161,,44.3,14,0,3
1934-04-01,20.05666666666667,22.64333333333333,29.3,18.279999999999998,12.8,4.363333333333333,,62.4,17,0,0
1934-05-01,24.825806451612905,27.40967741935484,32.3,23.24516129032258,18.8,4.1645161290322585,,222.2,14,5,0
1934-06-01,27.223333333333336,30.026666666666664,32.5,25.076666666666664,23.3,4.95,,637.5,27,20,0
1934-07-01,27.783870967741933,30.53870967741935,33.9,25.938709677419357,22.6,4.6,,493.8,26,20,0
1934-08-01,26.996774193548386,29.396774193548385,33.1,24.948387096774194,22.7,4.448387096774193,,618.9,19,14,0
1934-09-01,27.773333333333333,30.533333333333335,33.6,25.366666666666667,22.3,5.166666666666667,,272.9,16,17,0
1934-10-01,23.606451612903225,26.23225806451613,29.7,21.461290322580645,17.2,4.770967741935484,,56.3,12,0,0
1934-11-01,20.93,23.913333333333334,28.3,18.776666666666664,14.3,5.136666666666667,,10.3,7,0,0
1934-12-01,17.438709677419357,20.664516129032258,26.2,15.251612903225807,6.2,5.412903225806452,,13.8,4,0,5
1935-01-01,15.551612903225807,17.916129032258063,24.3,13.751612903225807,8.3,4.164516129032258,,28.0,10,0,9
1935-02-01,16.12857142857143,18.75,24.8,14.392857142857142,6.1,4.357142857142857,,28.7,7,0,3
1935-03-01,18.94516129032258,21.822580645161292,27.9,17.103225806451615,13.7,4.719354838709677,,118.8,13,0,0
1935-04-01,21.266666666666666,23.506666666666668,29.7,19.483333333333334,13.7,4.023333333333334,,62.0,10,0,0
1935-05-01,25.200000000000003,27.948387096774194,31.8,23.51290322580645,20.1,4.435483870967742,,120.4,15,6,0
1935-06-01,27.896666666666665,30.523333333333333,32.3,25.90666666666667,24.4,4.616666666666666,,367.2,26,21,0
1935-07-01,27.74516129032258,30.36774193548387,32.9,25.845161290322583,23.9,4.52258064516129,,565.4,20,18,0
1935-08-01,27.861290322580647,30.916129032258063,33.7,25.690322580645162,24.1,5.225806451612903,,153.1,12,25,0
1935-09-01,25.776666666666664,28.39,31.9,23.743333333333332,18.4,4.646666666666666,,188.1,19,7,0
1935-10-01,25.406451612903226,27.806451612903224,31.7,23.748387096774195,21.1,4.058064516129032,,147.6,13,1,0
1935-11-01,21.766666666666666,24.363333333333333,29.0,19.91,12.4,4.453333333333333,,9.3,4,0,0
1935-12-01,15.803225806451612,18.396774193548385,25.6,13.483870967741936,8.2,4.912903225806452,,26.5,8,0,13
1936-01-01,14.254838709677419,17.312903225806455,20.6,12.077419354838709,7.1,5.235483870967742,,14.8,7,0,12
1936-02-01,15.20344827586207,17.806896551724137,24.4,13.248275862068965,7.7,4.558620689655172,,85.1,22,0,5
1936-03-01,13.932258064516128,16.387096774193548,26.6,12.109677419354838,6.2,4.27741935483871,,11.799999999999999,8,0,13
1936-04-01,21.59333333333333,24.743333333333332,29.8,19.35,14.4,5.3933333333333335,,117.1,11,0,0
1936-05-01,24.838709677419356,27.516129032258064,31.1,22.993548387096773,19.4,4.52258064516129,,258.5,19,6,0
1936-06-01,28.10666666666667,30.873333333333335,33.6,26.313333333333333,24.2,4.5600000000000005,,144.9,20,26,0
1936-07-01,28.44193548387097,31.451612903225808,33.2,26.270967741935483,24.7,5.180645161290323,,224.0,23,28,0
1936-08-01,27.961290322580645,30.983870967741936,33.1,25.6,23.3,5.383870967741935,,541.2,20,26,0
1936-09-01,27.216666666666665,30.163333333333334,32.3,24.94333333333333,21.1,5.22,,314.3,11,19,0
1936-10-01,24.448387096774194,28.154838709677417,31.1,21.661290322580644,18.3,6.493548387096775,,48.0,4,5,0
1936-11-01,21.413333333333334,24.616666666666667,28.8,18.970000000000002,15.6,5.6466666666666665,,4.2,3,0,0
1936-12-01,18.258064516129032,21.403225806451612,27.3,15.92258064516129,11.6,5.480645161290322,,9.8,6,0,3
1937-01-01,16.451612903225808,19.061290322580643,24.5,14.435483870967742,9.2,4.625806451612903,,70.4,7,0,7
1937-02-01,16.232142857142858,19.017857142857142,25.8,14.171428571428573,7.7,4.846428571428571,,8.2,7,0,9
1937-03-01,18.18064516129032,20.34193548387097,27.3,16.338709677419356,10.6,4.003225806451613,,87.60000000000001,18,0,2
1937-04-01,22.096666666666668,24.68,30.2,20.353333333333335,15.4,4.326666666666666,,57.7,9,1,0
1937-05-01,26.016129032258064,28.932258064516127,32.1,23.9741935483871,21.6,4.958064516129033,,282.59999999999997,17,13,0
1937-06-01,27.466666666666665,29.866666666666667,32.2,25.703333333333333,21.7,4.163333333333333,,337.1,25,16,0
1937-07-01,28.141935483870967,31.125806451612902,33.1,25.996774193548386,23.9,5.129032258064516,,490.4,22,23,0
1937-08-01,27.88064516129032,30.070967741935487,33.9,26.122580645161293,24.4,3.948387096774193,,365.0,24,14,0
1937-09-01,27.85,30.583333333333332,32.6,26.046666666666667,23.8,4.536666666666666,,317.90000000000003,14,23,0
1937-10-01,25.25483870967742,28.04516129032258,31.7,23.074193548387097,16.7,4.970967741935484,,38.199999999999996,9,9,0
1937-11-01,21.57,24.7,28.9,19.293333333333333,11.8,5.406666666666666,,26.3,2,0,1
1937-12-01,18.35483870967742,21.125806451612902,24.9,16.16774193548387,11.5,4.958064516129032,,15.2,4,0,1
1938-01-01,15.687096774193549,18.75483870967742,24.9,13.716129032258063,9.0,5.038709677419354,,9.000000000000002,5,0,8
1938-02-01,14.921428571428573,17.414285714285715,25.3,13.192857142857141,8.4,4.2214285714285715,,118.9,12,0,7
1938-03-01,17.241935483870968,19.990322580645163,28.3,15.274193548387096,8.1,4.716129032258064,,145.9,15,0,7
1938-04-01,22.21333333333333,25.383333333333333,29.9,20.03666666666667,16.3,5.346666666666666,,47.1,6,0,0
1938-05-01,25.83225806451613,28.61935483870968,31.4,23.92258064516129,19.5,4.696774193548387,,221.0,14,11,0
1938-06-01,28.763333333333332,31.66,34.2,26.763333333333332,25.0,4.8966666666666665,,76.1,13,28,0
1938-07-01,27.970967741935485,30.76774193548387,34.4,26.13225806451613,24.7,4.635483870967741,,310.8,23,26,0
1938-08-01,27.729032258064517,30.629032258064516,32.4,25.858064516129033,24.4,4.7709677419354835,,200.1,21,23,0
1938-09-01,27.529999999999998,30.18,32.6,25.81,23.9,4.370000000000001,,108.9,14,17,0
1938-10-01,25.44193548387097,28.190322580645162,31.4,23.287096774193547,18.9,4.903225806451613,,154.2,12,6,0
1938-11-01,20.78666666666667,23.45,26.9,18.716666666666665,13.8,4.733333333333333,,13.600000000000001,3,0,0
1938-12-01,18.154838709677417,20.845161290322583,25.7,16.07741935483871,10.6,4.767741935483872,,0.2,2,0,4
1939-01-01,15.783870967741937,18.58709677419355,23.1,13.761290322580646,9.9,4.825806451612903,,28.2,7,0,6
1939-02-01,17.035714285714285,19.87857142857143,24.5,15.114285714285714,12.2,4.764285714285713,,0.5,1,0,0
1939-03-01,18.125806451612902,20.22258064516129,25.6,16.612903225806452,12.1,3.609677419354839,,90.1,16,0,0
1939-04-01,20.2,22.483333333333334,27.0,18.336666666666666,10.2,4.1466666666666665,,401.3,13,0,2
1939-05-01,24.383870967741935,27.129032258064516,31.7,22.493548387096773,19.7,4.635483870967741,,532.8000000000001,21,4,0
1939-06-01,27.523333333333333,29.853333333333335,31.9,25.686666666666667,21.6,4.166666666666667,,219.1,24,18,0
1939-07-01,27.951612903225808,31.006451612903227,34.4,25.74516129032258,23.3,5.2612903225806456,,322.7,18,21,0
1939-08-01,27.574193548387097,30.661290322580644,34.0,25.241935483870968,22.2,5.419354838709677,,325.8,20,19,0
1939-09-01,27.186666666666667,29.986666666666668,33.5,25.06,20.5,4.926666666666667,,123.9,13,19,0
1939-10-01,25.396774193548385,28.458064516129035,33.2,23.48709677419355,18.2,4.9709677419354845,,35.7,6,12,0
1939-11-01,21.8,24.763333333333332,30.6,19.64,12.1,5.123333333333333,,122.60000000000001,8,1,0
1939-12-01,16.635483870967743,20.448387096774194,22.9,13.803225806451612,11.1,6.645161290322581,,0.0,0,0,4
1947-01-01,16.461290322580645,18.948387096774194,23.9,14.519354838709678,8.9,4.429032258064517,86.74193548387096,66.1,9,0,3
1947-02-01,13.782142857142857,16.875,23.4,11.014285714285714,5.8,5.860714285714286,79.35714285714286,13.0,5,0,16
