user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,period_month
3,Industrial,M,198811,ELEC_LOCAL,Terajoule,2050.0,,1988-11-01
4,Street lighting,M,198811,ELEC_LOCAL,Terajoule,19.0,,1988-11-01
,Total,M,198811,ELEC_LOCAL,Terajoule,5839.0,,1988-11-01
,,M,198811,ELE_EX_CHN,Terajoule,537.0,,1988-11-01
2,Commercial,M,198811,GASC_LOCAL,Terajoule,506.0,,1988-11-01
1,Domestic,M,198811,GASC_LOCAL,Terajoule,507.0,,1988-11-01
3,Industrial,M,198811,GASC_LOCAL,Terajoule,41.0,,1988-11-01
,Total,M,198811,GASC_LOCAL,Terajoule,1053.0,,1988-11-01
2,Commercial,M,198812,ELEC_LOCAL,Terajoule,2549.0,,1988-12-01
1,Domestic,M,198812,ELEC_LOCAL,Terajoule,881.0,,1988-12-01
3,Industrial,M,198812,ELEC_LOCAL,Terajoule,1926.0,,1988-12-01
4,Street lighting,M,198812,ELEC_LOCAL,Terajoule,19.0,,1988-12-01
,Total,M,198812,ELEC_LOCAL,Terajoule,5375.0,,1988-12-01
,,M,198812,ELE_EX_CHN,Terajoule,592.0,,1988-12-01
2,Commercial,M,198812,GASC_LOCAL,Terajoule,492.0,,1988-12-01
1,Domestic,M,198812,GASC_LOCAL,Terajoule,619.0,,1988-12-01
3,Industrial,M,198812,GASC_LOCAL,Terajoule,37.0,,1988-12-01
,Total,M,198812,GASC_LOCAL,Terajoule,1148.0,,1988-12-01
2,Commercial,M,198901,ELEC_LOCAL,Terajoule,2623.0,,1989-01-01
1,Domestic,M,198901,ELEC_LOCAL,Terajoule,1013.0,,1989-01-01
3,Industrial,M,198901,ELEC_LOCAL,Terajoule,1915.0,,1989-01-01
4,Street lighting,M,198901,ELEC_LOCAL,Terajoule,20.0,,1989-01-01
,Total,M,198901,ELEC_LOCAL,Terajoule,5571.0,,1989-01-01
,,M,198901,ELE_EX_CHN,Terajoule,534.0,,1989-01-01
2,Commercial,M,198901,GASC_LOCAL,Terajoule,554.0,,1989-01-01
1,Domestic,M,198901,GASC_LOCAL,Terajoule,670.0,,1989-01-01
3,Industrial,M,198901,GASC_LOCAL,Terajoule,41.0,,1989-01-01
,Total,M,198901,GASC_LOCAL,Terajoule,1264.0,,1989-01-01
2,Commercial,M,198902,ELEC_LOCAL,Terajoule,2329.0,,1989-02-01
1,Domestic,M,198902,ELEC_LOCAL,Terajoule,1023.0,,1989-02-01
3,Industrial,M,198902,ELEC_LOCAL,Terajoule,1331.0,,1989-02-01
4,Street lighting,M,198902,ELEC_LOCAL,Terajoule,20.0,,1989-02-01
,Total,M,198902,ELEC_LOCAL,Terajoule,4703.0,,1989-02-01
,,M,198902,ELE_EX_CHN,Terajoule,359.0,,1989-02-01
2,Commercial,M,198902,GASC_LOCAL,Terajoule,523.0,,1989-02-01
1,Domestic,M,198902,GASC_LOCAL,Terajoule,709.0,,1989-02-01
3,Industrial,M,198902,GASC_LOCAL,Terajoule,33.0,,1989-02-01
,Total,M,198902,GASC_LOCAL,Terajoule,1265.0,,1989-02-01
2,Commercial,M,198903,ELEC_LOCAL,Terajoule,2570.0,,1989-03-01
1,Domestic,M,198903,ELEC_LOCAL,Terajoule,903.0,,1989-03-01
3,Industrial,M,198903,ELEC_LOCAL,Terajoule,1826.0,,1989-03-01
4,Street lighting,M,198903,ELEC_LOCAL,Terajoule,20.0,,1989-03-01
,Total,M,198903,ELEC_LOCAL,Terajoule,5319.0,,1989-03-01
,,M,198903,ELE_EX_CHN,Terajoule,710.0,,1989-03-01
2,Commercial,M,198903,GASC_LOCAL,Terajoule,506.0,,1989-03-01
1,Domestic,M,198903,GASC_LOCAL,Terajoule,650.0,,1989-03-01
3,Industrial,M,198903,GASC_LOCAL,Terajoule,42.0,,1989-03-01
,Total,M,198903,GASC_LOCAL,Terajoule,1198.0,,1989-03-01
2,Commercial,M,198904,ELEC_LOCAL,Terajoule,2841.0,,1989-04-01
1,Domestic,M,198904,ELEC_LOCAL,Terajoule,1037.0,,1989-04-01
3,Industrial,M,198904,ELEC_LOCAL,Terajoule,2006.0,,1989-04-01
4,Street lighting,M,198904,ELEC_LOCAL,Terajoule,20.0,,1989-04-01
,Total,M,198904,ELEC_LOCAL,Terajoule,5904.0,,1989-04-01
,,M,198904,ELE_EX_CHN,Terajoule,546.0,,1989-04-01
2,Commercial,M,198904,GASC_LOCAL,Terajoule,518.0,,1989-04-01
1,Domestic,M,198904,GASC_LOCAL,Terajoule,593.0,,1989-04-01
3,Industrial,M,198904,GASC_LOCAL,Terajoule,43.0,,1989-04-01
,Total,M,198904,GASC_LOCAL,Terajoule,1154.0,,1989-04-01
2,Commercial,M,198905,ELEC_LOCAL,Terajoule,3203.0,,1989-05-01
1,Domestic,M,198905,ELEC_LOCAL,Terajoule,1142.0,,1989-05-01
3,Industrial,M,198905,ELEC_LOCAL,Terajoule,2185.0,,1989-05-01
4,Street lighting,M,198905,ELEC_LOCAL,Terajoule,20.0,,1989-05-01
,Total,M,198905,ELEC_LOCAL,Terajoule,6550.0,,1989-05-01
,,M,198905,ELE_EX_CHN,Terajoule,517.0,,1989-05-01
2,Commercial,M,198905,GASC_LOCAL,Terajoule,501.0,,1989-05-01
1,Domestic,M,198905,GASC_LOCAL,Terajoule,560.0,,1989-05-01
3,Industrial,M,198905,GASC_LOCAL,Terajoule,44.0,,1989-05-01
,Total,M,198905,GASC_LOCAL,Terajoule,1104.0,,1989-05-01
2,Commercial,M,198906,ELEC_LOCAL,Terajoule,3535.0,,1989-06-01
1,Domestic,M,198906,ELEC_LOCAL,Terajoule,1599.0,,1989-06-01
3,Industrial,M,198906,ELEC_LOCAL,Terajoule,2317.0,,1989-06-01
4,Street lighting,M,198906,ELEC_LOCAL,Terajoule,20.0,,1989-06-01
,Total,M,198906,ELEC_LOCAL,Terajoule,7471.0,,1989-06-01
,,M,198906,ELE_EX_CHN,Terajoule,485.0,,1989-06-01
2,Commercial,M,198906,GASC_LOCAL,Terajoule,493.0,,1989-06-01
1,Domestic,M,198906,GASC_LOCAL,Terajoule,557.0,,1989-06-01
3,Industrial,M,198906,GASC_LOCAL,Terajoule,42.0,,1989-06-01
,Total,M,198906,GASC_LOCAL,Terajoule,1092.0,,1989-06-01
2,Commercial,M,198907,ELEC_LOCAL,Terajoule,3762.0,,1989-07-01
1,Domestic,M,198907,ELEC_LOCAL,Terajoule,2134.0,,1989-07-01
3,Industrial,M,198907,ELEC_LOCAL,Terajoule,2457.0,,1989-07-01
4,Street lighting,M,198907,ELEC_LOCAL,Terajoule,20.0,,1989-07-01
,Total,M,198907,ELEC_LOCAL,Terajoule,8373.0,,1989-07-01
,,M,198907,ELE_EX_CHN,Terajoule,616.0,,1989-07-01
2,Commercial,M,198907,GASC_LOCAL,Terajoule,494.0,,1989-07-01
1,Domestic,M,198907,GASC_LOCAL,Terajoule,527.0,,1989-07-01
3,Industrial,M,198907,GASC_LOCAL,Terajoule,43.0,,1989-07-01
,Total,M,198907,GASC_LOCAL,Terajoule,1065.0,,1989-07-01
2,Commercial,M,198908,ELEC_LOCAL,Terajoule,3763.0,,1989-08-01
1,Domestic,M,198908,ELEC_LOCAL,Terajoule,2171.0,,1989-08-01
3,Industrial,M,198908,ELEC_LOCAL,Terajoule,2468.0,,1989-08-01
4,Street lighting,M,198908,ELEC_LOCAL,Terajoule,20.0,,1989-08-01
,Total,M,198908,ELEC_LOCAL,Terajoule,8422.0,,1989-08-01
,,M,198908,ELE_EX_CHN,Terajoule,682.0,,1989-08-01
2,Commercial,M,198908,GASC_LOCAL,Terajoule,511.0,,1989-08-01
1,Domestic,M,198908,GASC_LOCAL,Terajoule,484.0,,1989-08-01
3,Industrial,M,198908,GASC_LOCAL,Terajoule,44.0,,1989-08-01
,Total,M,198908,GASC_LOCAL,Terajoule,1038.0,,1989-08-01
2,Commercial,M,198909,ELEC_LOCAL,Terajoule,3918.0,,1989-09-01
1,Domestic,M,198909,ELEC_LOCAL,Terajoule,2370.0,,1989-09-01
3,Industrial,M,198909,ELEC_LOCAL,Terajoule,2455.0,,1989-09-01
4,Street lighting,M,198909,ELEC_LOCAL,Terajoule,20.0,,1989-09-01
,Total,M,198909,ELEC_LOCAL,Terajoule,8763.0,,1989-09-01
,,M,198909,ELE_EX_CHN,Terajoule,516.0,,1989-09-01
2,Commercial,M,198909,GASC_LOCAL,Terajoule,515.0,,1989-09-01
1,Domestic,M,198909,GASC_LOCAL,Terajoule,471.0,,1989-09-01
3,Industrial,M,198909,GASC_LOCAL,Terajoule,43.0,,1989-09-01
,Total,M,198909,GASC_LOCAL,Terajoule,1029.0,,1989-09-01
2,Commercial,M,198910,ELEC_LOCAL,Terajoule,3535.0,,1989-10-01
1,Domestic,M,198910,ELEC_LOCAL,Terajoule,1647.0,,1989-10-01
3,Industrial,M,198910,ELEC_LOCAL,Terajoule,2289.0,,1989-10-01
4,Street lighting,M,198910,ELEC_LOCAL,Terajoule,20.0,,1989-10-01
,Total,M,198910,ELEC_LOCAL,Terajoule,7491.0,,1989-10-01
,,M,198910,ELE_EX_CHN,Terajoule,494.0,,1989-10-01
2,Commercial,M,198910,GASC_LOCAL,Terajoule,519.0,,1989-10-01
1,Domestic,M,198910,GASC_LOCAL,Terajoule,491.0,,1989-10-01
3,Industrial,M,198910,GASC_LOCAL,Terajoule,44.0,,1989-10-01
,Total,M,198910,GASC_LOCAL,Terajoule,1054.0,,1989-10-01
2,Commercial,M,198911,ELEC_LOCAL,Terajoule,3247.0,,1989-11-01
1,Domestic,M,198911,ELEC_LOCAL,Terajoule,1090.0,,1989-11-01
3,Industrial,M,198911,ELEC_LOCAL,Terajoule,2091.0,,1989-11-01
4,Street lighting,M,198911,ELEC_LOCAL,Terajoule,20.0,,1989-11-01
,Total,M,198911,ELEC_LOCAL,Terajoule,6448.0,,1989-11-01
,,M,198911,ELE_EX_CHN,Terajoule,482.0,,1989-11-01
2,Commercial,M,198911,GASC_LOCAL,Terajoule,534.0,,1989-11-01
1,Domestic,M,198911,GASC_LOCAL,Terajoule,565.0,,1989-11-01
3,Industrial,M,198911,GASC_LOCAL,Terajoule,46.0,,1989-11-01
,Total,M,198911,GASC_LOCAL,Terajoule,1145.0,,1989-11-01
2,Commercial,M,198912,ELEC_LOCAL,Terajoule,2772.0,,1989-12-01
1,Domestic,M,198912,ELEC_LOCAL,Terajoule,946.0,,1989-12-01
3,Industrial,M,198912,ELEC_LOCAL,Terajoule,1838.0,,1989-12-01
4,Street lighting,M,198912,ELEC_LOCAL,Terajoule,20.0,,1989-12-01
,Total,M,198912,ELEC_LOCAL,Terajoule,5576.0,,1989-12-01
,,M,198912,ELE_EX_CHN,Terajoule,430.0,,1989-12-01
2,Commercial,M,198912,GASC_LOCAL,Terajoule,550.0,,1989-12-01
1,Domestic,M,198912,GASC_LOCAL,Terajoule,666.0,,1989-12-01
3,Industrial,M,198912,GASC_LOCAL,Terajoule,45.0,,1989-12-01
,Total,M,198912,GASC_LOCAL,Terajoule,1262.0,,1989-12-01
2,Commercial,M,199001,ELEC_LOCAL,Terajoule,2739.0,,1990-01-01
1,Domestic,M,199001,ELEC_LOCAL,Terajoule,1069.0,,1990-01-01
3,Industrial,M,199001,ELEC_LOCAL,Terajoule,1729.0,,1990-01-01
4,Street lighting,M,199001,ELEC_LOCAL,Terajoule,20.0,,1990-01-01
,Total,M,199001,ELEC_LOCAL,Terajoule,5557.0,,1990-01-01
,,M,199001,ELE_EX_CHN,Terajoule,422.0,,1990-01-01
2,Commercial,M,199001,GASC_LOCAL,Terajoule,604.0,,1990-01-01
1,Domestic,M,199001,GASC_LOCAL,Terajoule,698.0,,1990-01-01
3,Industrial,M,199001,GASC_LOCAL,Terajoule,47.0,,1990-01-01
,Total,M,199001,GASC_LOCAL,Terajoule,1349.0,,1990-01-01
2,Commercial,M,199002,ELEC_LOCAL,Terajoule,2657.0,,1990-02-01
1,Domestic,M,199002,ELEC_LOCAL,Terajoule,1117.0,,1990-02-01
3,Industrial,M,199002,ELEC_LOCAL,Terajoule,1394.0,,1990-02-01
4,Street lighting,M,199002,ELEC_LOCAL,Terajoule,20.0,,1990-02-01
,Total,M,199002,ELEC_LOCAL,Terajoule,5188.0,,1990-02-01
,,M,199002,ELE_EX_CHN,Terajoule,394.0,,1990-02-01
2,Commercial,M,199002,GASC_LOCAL,Terajoule,564.0,,1990-02-01
1,Domestic,M,199002,GASC_LOCAL,Terajoule,740.0,,1990-02-01
3,Industrial,M,199002,GASC_LOCAL,Terajoule,35.0,,1990-02-01
,Total,M,199002,GASC_LOCAL,Terajoule,1339.0,,1990-02-01
2,Commercial,M,199003,ELEC_LOCAL,Terajoule,2830.0,,1990-03-01
1,Domestic,M,199003,ELEC_LOCAL,Terajoule,1045.0,,1990-03-01
3,Industrial,M,199003,ELEC_LOCAL,Terajoule,1865.0,,1990-03-01
4,Street lighting,M,199003,ELEC_LOCAL,Terajoule,21.0,,1990-03-01
,Total,M,199003,ELEC_LOCAL,Terajoule,5761.0,,1990-03-01
,,M,199003,ELE_EX_CHN,Terajoule,388.0,,1990-03-01
2,Commercial,M,199003,GASC_LOCAL,Terajoule,581.0,,1990-03-01
1,Domestic,M,199003,GASC_LOCAL,Terajoule,717.0,,1990-03-01
3,Industrial,M,199003,GASC_LOCAL,Terajoule,48.0,,1990-03-01
,Total,M,199003,GASC_LOCAL,Terajoule,1345.0,,1990-03-01
2,Commercial,M,199004,ELEC_LOCAL,Terajoule,3078.0,,1990-04-01
1,Domestic,M,199004,ELEC_LOCAL,Terajoule,1093.0,,1990-04-01
3,Industrial,M,199004,ELEC_LOCAL,Terajoule,1971.0,,1990-04-01
4,Street lighting,M,199004,ELEC_LOCAL,Terajoule,21.0,,1990-04-01
,Total,M,199004,ELEC_LOCAL,Terajoule,6163.0,,1990-04-01
,,M,199004,ELE_EX_CHN,Terajoule,399.0,,1990-04-01
2,Commercial,M,199004,GASC_LOCAL,Terajoule,575.0,,1990-04-01
1,Domestic,M,199004,GASC_LOCAL,Terajoule,656.0,,1990-04-01
3,Industrial,M,199004,GASC_LOCAL,Terajoule,50.0,,1990-04-01
,Total,M,199004,GASC_LOCAL,Terajoule,1282.0,,1990-04-01
2,Commercial,M,199005,ELEC_LOCAL,Terajoule,3382.0,,1990-05-01
1,Domestic,M,199005,ELEC_LOCAL,Terajoule,1194.0,,1990-05-01
3,Industrial,M,199005,ELEC_LOCAL,Terajoule,2140.0,,1990-05-01
4,Street lighting,M,199005,ELEC_LOCAL,Terajoule,20.0,,1990-05-01
,Total,M,199005,ELEC_LOCAL,Terajoule,6736.0,,1990-05-01
,,M,199005,ELE_EX_CHN,Terajoule,454.0,,1990-05-01
2,Commercial,M,199005,GASC_LOCAL,Terajoule,558.0,,1990-05-01
1,Domestic,M,199005,GASC_LOCAL,Terajoule,623.0,,1990-05-01
3,Industrial,M,199005,GASC_LOCAL,Terajoule,50.0,,1990-05-01
,Total,M,199005,GASC_LOCAL,Terajoule,1231.0,,1990-05-01
2,Commercial,M,199006,ELEC_LOCAL,Terajoule,3901.0,,1990-06-01
1,Domestic,M,199006,ELEC_LOCAL,Terajoule,1640.0,,1990-06-01
3,Industrial,M,199006,ELEC_LOCAL,Terajoule,2362.0,,1990-06-01
4,Street lighting,M,199006,ELEC_LOCAL,Terajoule,21.0,,1990-06-01
,Total,M,199006,ELEC_LOCAL,Terajoule,7924.0,,1990-06-01
,,M,199006,ELE_EX_CHN,Terajoule,514.0,,1990-06-01
2,Commercial,M,199006,GASC_LOCAL,Terajoule,564.0,,1990-06-01
1,Domestic,M,199006,GASC_LOCAL,Terajoule,667.0,,1990-06-01
3,Industrial,M,199006,GASC_LOCAL,Terajoule,51.0,,1990-06-01
,Total,M,199006,GASC_LOCAL,Terajoule,1282.0,,1990-06-01
2,Commercial,M,199007,ELEC_LOCAL,Terajoule,4164.0,,1990-07-01
1,Domestic,M,199007,ELEC_LOCAL,Terajoule,2537.0,,1990-07-01
3,Industrial,M,199007,ELEC_LOCAL,Terajoule,2421.0,,1990-07-01
4,Street lighting,M,199007,ELEC_LOCAL,Terajoule,21.0,,1990-07-01
,Total,M,199007,ELEC_LOCAL,Terajoule,9143.0,,1990-07-01
,,M,199007,ELE_EX_CHN,Terajoule,610.0,,1990-07-01
2,Commercial,M,199007,GASC_LOCAL,Terajoule,554.0,,1990-07-01
1,Domestic,M,199007,GASC_LOCAL,Terajoule,603.0,,1990-07-01
3,Industrial,M,199007,GASC_LOCAL,Terajoule,50.0,,1990-07-01
,Total,M,199007,GASC_LOCAL,Terajoule,1207.0,,1990-07-01
2,Commercial,M,199008,ELEC_LOCAL,Terajoule,4242.0,,1990-08-01
1,Domestic,M,199008,ELEC_LOCAL,Terajoule,2665.0,,1990-08-01
3,Industrial,M,199008,ELEC_LOCAL,Terajoule,2479.0,,1990-08-01
4,Street lighting,M,199008,ELEC_LOCAL,Terajoule,21.0,,1990-08-01
,Total,M,199008,ELEC_LOCAL,Terajoule,9407.0,,1990-08-01
,,M,199008,ELE_EX_CHN,Terajoule,790.0,,1990-08-01
2,Commercial,M,199008,GASC_LOCAL,Terajoule,567.0,,1990-08-01
1,Domestic,M,199008,GASC_LOCAL,Terajoule,523.0,,1990-08-01
3,Industrial,M,199008,GASC_LOCAL,Terajoule,49.0,,1990-08-01
,Total,M,199008,GASC_LOCAL,Terajoule,1138.0,,1990-08-01
2,Commercial,M,199009,ELEC_LOCAL,Terajoule,4101.0,,1990-09-01
1,Domestic,M,199009,ELEC_LOCAL,Terajoule,2697.0,,1990-09-01
3,Industrial,M,199009,ELEC_LOCAL,Terajoule,2369.0,,1990-09-01
4,Street lighting,M,199009,ELEC_LOCAL,Terajoule,21.0,,1990-09-01
,Total,M,199009,ELEC_LOCAL,Terajoule,9188.0,,1990-09-01
,,M,199009,ELE_EX_CHN,Terajoule,666.0,,1990-09-01
2,Commercial,M,199009,GASC_LOCAL,Terajoule,561.0,,1990-09-01
1,Domestic,M,199009,GASC_LOCAL,Terajoule,508.0,,1990-09-01
3,Industrial,M,199009,GASC_LOCAL,Terajoule,49.0,,1990-09-01
,Total,M,199009,GASC_LOCAL,Terajoule,1118.0,,1990-09-01
2,Commercial,M,199010,ELEC_LOCAL,Terajoule,3836.0,,1990-10-01
1,Domestic,M,199010,ELEC_LOCAL,Terajoule,1772.0,,1990-10-01
3,Industrial,M,199010,ELEC_LOCAL,Terajoule,2216.0,,1990-10-01
4,Street lighting,M,199010,ELEC_LOCAL,Terajoule,21.0,,1990-10-01
,Total,M,199010,ELEC_LOCAL,Terajoule,7845.0,,1990-10-01
,,M,199010,ELE_EX_CHN,Terajoule,613.0,,1990-10-01
2,Commercial,M,199010,GASC_LOCAL,Terajoule,564.0,,1990-10-01
1,Domestic,M,199010,GASC_LOCAL,Terajoule,487.0,,1990-10-01
3,Industrial,M,199010,GASC_LOCAL,Terajoule,49.0,,1990-10-01
,Total,M,199010,GASC_LOCAL,Terajoule,1101.0,,1990-10-01
2,Commercial,M,199011,ELEC_LOCAL,Terajoule,3594.0,,1990-11-01
1,Domestic,M,199011,ELEC_LOCAL,Terajoule,1202.0,,1990-11-01
3,Industrial,M,199011,ELEC_LOCAL,Terajoule,2113.0,,1990-11-01
4,Street lighting,M,199011,ELEC_LOCAL,Terajoule,21.0,,1990-11-01
,Total,M,199011,ELEC_LOCAL,Terajoule,6930.0,,1990-11-01
,,M,199011,ELE_EX_CHN,Terajoule,622.0,,1990-11-01
2,Commercial,M,199011,GASC_LOCAL,Terajoule,590.0,,1990-11-01
1,Domestic,M,199011,GASC_LOCAL,Terajoule,632.0,,1990-11-01
3,Industrial,M,199011,GASC_LOCAL,Terajoule,52.0,,1990-11-01
,Total,M,199011,GASC_LOCAL,Terajoule,1274.0,,1990-11-01
2,Commercial,M,199012,ELEC_LOCAL,Terajoule,3056.0,,1990-12-01
1,Domestic,M,199012,ELEC_LOCAL,Terajoule,1007.0,,1990-12-01
3,Industrial,M,199012,ELEC_LOCAL,Terajoule,1873.0,,1990-12-01
4,Street lighting,M,199012,ELEC_LOCAL,Terajoule,21.0,,1990-12-01
,Total,M,199012,ELEC_LOCAL,Terajoule,5957.0,,1990-12-01
,,M,199012,ELE_EX_CHN,Terajoule,598.0,,1990-12-01
2,Commercial,M,199012,GASC_LOCAL,Terajoule,595.0,,1990-12-01
1,Domestic,M,199012,GASC_LOCAL,Terajoule,743.0,,1990-12-01
3,Industrial,M,199012,GASC_LOCAL,Terajoule,53.0,,1990-12-01
,Total,M,199012,GASC_LOCAL,Terajoule,1391.0,,1990-12-01
2,Commercial,M,199101,ELEC_LOCAL,Terajoule,3198.0,,1991-01-01
1,Domestic,M,199101,ELEC_LOCAL,Terajoule,1130.0,,1991-01-01
3,Industrial,M,199101,ELEC_LOCAL,Terajoule,1898.0,,1991-01-01
4,Street lighting,M,199101,ELEC_LOCAL,Terajoule,21.0,,1991-01-01
,Total,M,199101,ELEC_LOCAL,Terajoule,6247.0,,1991-01-01
,,M,199101,ELE_EX_CHN,Terajoule,684.0,,1991-01-01
2,Commercial,M,199101,GASC_LOCAL,Terajoule,658.0,,1991-01-01
1,Domestic,M,199101,GASC_LOCAL,Terajoule,792.0,,1991-01-01
3,Industrial,M,199101,GASC_LOCAL,Terajoule,55.0,,1991-01-01
,Total,M,199101,GASC_LOCAL,Terajoule,1505.0,,1991-01-01
2,Commercial,M,199102,ELEC_LOCAL,Terajoule,2766.0,,1991-02-01
1,Domestic,M,199102,ELEC_LOCAL,Terajoule,1057.0,,1991-02-01
3,Industrial,M,199102,ELEC_LOCAL,Terajoule,1385.0,,1991-02-01
4,Street lighting,M,199102,ELEC_LOCAL,Terajoule,21.0,,1991-02-01
,Total,M,199102,ELEC_LOCAL,Terajoule,5229.0,,1991-02-01
,,M,199102,ELE_EX_CHN,Terajoule,354.0,,1991-02-01
2,Commercial,M,199102,GASC_LOCAL,Terajoule,623.0,,1991-02-01
1,Domestic,M,199102,GASC_LOCAL,Terajoule,769.0,,1991-02-01
3,Industrial,M,199102,GASC_LOCAL,Terajoule,51.0,,1991-02-01
,Total,M,199102,GASC_LOCAL,Terajoule,1442.0,,1991-02-01
2,Commercial,M,199103,ELEC_LOCAL,Terajoule,2994.0,,1991-03-01
1,Domestic,M,199103,ELEC_LOCAL,Terajoule,1065.0,,1991-03-01
3,Industrial,M,199103,ELEC_LOCAL,Terajoule,1624.0,,1991-03-01
4,Street lighting,M,199103,ELEC_LOCAL,Terajoule,21.0,,1991-03-01
,Total,M,199103,ELEC_LOCAL,Terajoule,5704.0,,1991-03-01
,,M,199103,ELE_EX_CHN,Terajoule,581.0,,1991-03-01
2,Commercial,M,199103,GASC_LOCAL,Terajoule,578.0,,1991-03-01
1,Domestic,M,199103,GASC_LOCAL,Terajoule,720.0,,1991-03-01
3,Industrial,M,199103,GASC_LOCAL,Terajoule,45.0,,1991-03-01
,Total,M,199103,GASC_LOCAL,Terajoule,1344.0,,1991-03-01
2,Commercial,M,199104,ELEC_LOCAL,Terajoule,3603.0,,1991-04-01
1,Domestic,M,199104,ELEC_LOCAL,Terajoule,1236.0,,1991-04-01
3,Industrial,M,199104,ELEC_LOCAL,Terajoule,2159.0,,1991-04-01
4,Street lighting,M,199104,ELEC_LOCAL,Terajoule,21.0,,1991-04-01
,Total,M,199104,ELEC_LOCAL,Terajoule,7019.0,,1991-04-01
,,M,199104,ELE_EX_CHN,Terajoule,688.0,,1991-04-01
2,Commercial,M,199104,GASC_LOCAL,Terajoule,629.0,,1991-04-01
1,Domestic,M,199104,GASC_LOCAL,Terajoule,673.0,,1991-04-01
3,Industrial,M,199104,GASC_LOCAL,Terajoule,58.0,,1991-04-01
,Total,M,199104,GASC_LOCAL,Terajoule,1360.0,,1991-04-01
2,Commercial,M,199105,ELEC_LOCAL,Terajoule,3909.0,,1991-05-01
1,Domestic,M,199105,ELEC_LOCAL,Terajoule,1361.0,,1991-05-01
3,Industrial,M,199105,ELEC_LOCAL,Terajoule,2245.0,,1991-05-01
4,Street lighting,M,199105,ELEC_LOCAL,Terajoule,21.0,,1991-05-01
,Total,M,199105,ELEC_LOCAL,Terajoule,7536.0,,1991-05-01
,,M,199105,ELE_EX_CHN,Terajoule,793.0,,1991-05-01
2,Commercial,M,199105,GASC_LOCAL,Terajoule,594.0,,1991-05-01
1,Domestic,M,199105,GASC_LOCAL,Terajoule,659.0,,1991-05-01
3,Industrial,M,199105,GASC_LOCAL,Terajoule,61.0,,1991-05-01
,Total,M,199105,GASC_LOCAL,Terajoule,1314.0,,1991-05-01
2,Commercial,M,199106,ELEC_LOCAL,Terajoule,4170.0,,1991-06-01
1,Domestic,M,199106,ELEC_LOCAL,Terajoule,2403.0,,1991-06-01
3,Industrial,M,199106,ELEC_LOCAL,Terajoule,2319.0,,1991-06-01
4,Street lighting,M,199106,ELEC_LOCAL,Terajoule,21.0,,1991-06-01
,Total,M,199106,ELEC_LOCAL,Terajoule,8913.0,,1991-06-01
,,M,199106,ELE_EX_CHN,Terajoule,827.0,,1991-06-01
2,Commercial,M,199106,GASC_LOCAL,Terajoule,598.0,,1991-06-01
1,Domestic,M,199106,GASC_LOCAL,Terajoule,685.0,,1991-06-01
3,Industrial,M,199106,GASC_LOCAL,Terajoule,59.0,,1991-06-01
,Total,M,199106,GASC_LOCAL,Terajoule,1342.0,,1991-06-01
2,Commercial,M,199107,ELEC_LOCAL,Terajoule,4494.0,,1991-07-01
1,Domestic,M,199107,ELEC_LOCAL,Terajoule,2630.0,,1991-07-01
3,Industrial,M,199107,ELEC_LOCAL,Terajoule,2444.0,,1991-07-01
4,Street lighting,M,199107,ELEC_LOCAL,Terajoule,22.0,,1991-07-01
,Total,M,199107,ELEC_LOCAL,Terajoule,9590.0,,1991-07-01
,,M,199107,ELE_EX_CHN,Terajoule,1073.0,,1991-07-01
2,Commercial,M,199107,GASC_LOCAL,Terajoule,587.0,,1991-07-01
1,Domestic,M,199107,GASC_LOCAL,Terajoule,616.0,,1991-07-01
3,Industrial,M,199107,GASC_LOCAL,Terajoule,60.0,,1991-07-01
,Total,M,199107,GASC_LOCAL,Terajoule,1262.0,,1991-07-01
2,Commercial,M,199108,ELEC_LOCAL,Terajoule,4576.0,,1991-08-01
1,Domestic,M,199108,ELEC_LOCAL,Terajoule,2762.0,,1991-08-01
3,Industrial,M,199108,ELEC_LOCAL,Terajoule,2455.0,,1991-08-01
4,Street lighting,M,199108,ELEC_LOCAL,Terajoule,22.0,,1991-08-01
,Total,M,199108,ELEC_LOCAL,Terajoule,9815.0,,1991-08-01
,,M,199108,ELE_EX_CHN,Terajoule,1181.0,,1991-08-01
2,Commercial,M,199108,GASC_LOCAL,Terajoule,607.0,,1991-08-01
1,Domestic,M,199108,GASC_LOCAL,Terajoule,554.0,,1991-08-01
3,Industrial,M,199108,GASC_LOCAL,Terajoule,59.0,,1991-08-01
,Total,M,199108,GASC_LOCAL,Terajoule,1220.0,,1991-08-01
2,Commercial,M,199109,ELEC_LOCAL,Terajoule,4343.0,,1991-09-01
1,Domestic,M,199109,ELEC_LOCAL,Terajoule,2629.0,,1991-09-01
3,Industrial,M,199109,ELEC_LOCAL,Terajoule,2298.0,,1991-09-01
4,Street lighting,M,199109,ELEC_LOCAL,Terajoule,22.0,,1991-09-01
,Total,M,199109,ELEC_LOCAL,Terajoule,9292.0,,1991-09-01
,,M,199109,ELE_EX_CHN,Terajoule,1139.0,,1991-09-01
2,Commercial,M,199109,GASC_LOCAL,Terajoule,632.0,,1991-09-01
1,Domestic,M,199109,GASC_LOCAL,Terajoule,566.0,,1991-09-01
3,Industrial,M,199109,GASC_LOCAL,Terajoule,63.0,,1991-09-01
,Total,M,199109,GASC_LOCAL,Terajoule,1261.0,,1991-09-01
