user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,period_month
1,Domestic,M,200002,ELEC_LOCAL,Terajoule,2003.0,,2000-02-01
3,Industrial,M,200002,ELEC_LOCAL,Terajoule,1127.0,,2000-02-01
4,Street lighting,M,200002,ELEC_LOCAL,Terajoule,26.0,,2000-02-01
,Total,M,200002,ELEC_LOCAL,Terajoule,8258.0,,2000-02-01
,,M,200002,ELE_EX_CHN,Terajoule,121.0,,2000-02-01
2,Commercial,M,200002,GASC_LOCAL,Terajoule,925.0,,2000-02-01
1,Domestic,M,200002,GASC_LOCAL,Terajoule,1393.0,,2000-02-01
3,Industrial,M,200002,GASC_LOCAL,Terajoule,73.0,,2000-02-01
,Total,M,200002,GASC_LOCAL,Terajoule,2391.0,,2000-02-01
2,Commercial,M,200003,ELEC_LOCAL,Terajoule,5465.0,,2000-03-01
1,Domestic,M,200003,ELEC_LOCAL,Terajoule,1862.0,,2000-03-01
3,Industrial,M,200003,ELEC_LOCAL,Terajoule,1342.0,,2000-03-01
4,Street lighting,M,200003,ELEC_LOCAL,Terajoule,26.0,,2000-03-01
,Total,M,200003,ELEC_LOCAL,Terajoule,8696.2212,,2000-03-01
,,M,200003,ELE_EX_CHN,Terajoule,175.0,,2000-03-01
2,Commercial,M,200003,GASC_LOCAL,Terajoule,943.0,,2000-03-01
1,Domestic,M,200003,GASC_LOCAL,Terajoule,1385.0,,2000-03-01
3,Industrial,M,200003,GASC_LOCAL,Terajoule,80.0,,2000-03-01
,Total,M,200003,GASC_LOCAL,Terajoule,2408.0,,2000-03-01
2,Commercial,M,200004,ELEC_LOCAL,Terajoule,5972.0,,2000-04-01
1,Domestic,M,200004,ELEC_LOCAL,Terajoule,1727.0,,2000-04-01
3,Industrial,M,200004,ELEC_LOCAL,Terajoule,1398.0,,2000-04-01
4,Street lighting,M,200004,ELEC_LOCAL,Terajoule,26.0,,2000-04-01
,Total,M,200004,ELEC_LOCAL,Terajoule,9123.0,,2000-04-01
,,M,200004,ELE_EX_CHN,Terajoule,189.0,,2000-04-01
2,Commercial,M,200004,GASC_LOCAL,Terajoule,993.0,,2000-04-01
1,Domestic,M,200004,GASC_LOCAL,Terajoule,1387.0,,2000-04-01
3,Industrial,M,200004,GASC_LOCAL,Terajoule,86.0,,2000-04-01
,Total,M,200004,GASC_LOCAL,Terajoule,2466.0,,2000-04-01
2,Commercial,M,200005,ELEC_LOCAL,Terajoule,7016.0,,2000-05-01
1,Domestic,M,200005,ELEC_LOCAL,Terajoule,2366.0,,2000-05-01
3,Industrial,M,200005,ELEC_LOCAL,Terajoule,1588.0,,2000-05-01
4,Street lighting,M,200005,ELEC_LOCAL,Terajoule,26.0,,2000-05-01
,Total,M,200005,ELEC_LOCAL,Terajoule,10996.0,,2000-05-01
,,M,200005,ELE_EX_CHN,Terajoule,210.0,,2000-05-01
2,Commercial,M,200005,GASC_LOCAL,Terajoule,940.0,,2000-05-01
1,Domestic,M,200005,GASC_LOCAL,Terajoule,1196.0,,2000-05-01
3,Industrial,M,200005,GASC_LOCAL,Terajoule,83.0,,2000-05-01
,Total,M,200005,GASC_LOCAL,Terajoule,2219.0,,2000-05-01
2,Commercial,M,200006,ELEC_LOCAL,Terajoule,7677.0,,2000-06-01
1,Domestic,M,200006,ELEC_LOCAL,Terajoule,3427.0,,2000-06-01
3,Industrial,M,200006,ELEC_LOCAL,Terajoule,1627.0,,2000-06-01
4,Street lighting,M,200006,ELEC_LOCAL,Terajoule,26.0,,2000-06-01
,Total,M,200006,ELEC_LOCAL,Terajoule,12757.0,,2000-06-01
,,M,200006,ELE_EX_CHN,Terajoule,526.0,,2000-06-01
2,Commercial,M,200006,GASC_LOCAL,Terajoule,968.0,,2000-06-01
1,Domestic,M,200006,GASC_LOCAL,Terajoule,1135.0,,2000-06-01
3,Industrial,M,200006,GASC_LOCAL,Terajoule,88.0,,2000-06-01
,Total,M,200006,GASC_LOCAL,Terajoule,2190.0,,2000-06-01
2,Commercial,M,200007,ELEC_LOCAL,Terajoule,7741.0,,2000-07-01
1,Domestic,M,200007,ELEC_LOCAL,Terajoule,4087.0,,2000-07-01
3,Industrial,M,200007,ELEC_LOCAL,Terajoule,1626.0,,2000-07-01
4,Street lighting,M,200007,ELEC_LOCAL,Terajoule,32.0,,2000-07-01
,Total,M,200007,ELEC_LOCAL,Terajoule,13486.0,,2000-07-01
,,M,200007,ELE_EX_CHN,Terajoule,775.0,,2000-07-01
2,Commercial,M,200007,GASC_LOCAL,Terajoule,909.0,,2000-07-01
1,Domestic,M,200007,GASC_LOCAL,Terajoule,986.0,,2000-07-01
3,Industrial,M,200007,GASC_LOCAL,Terajoule,84.0,,2000-07-01
,Total,M,200007,GASC_LOCAL,Terajoule,1980.0,,2000-07-01
2,Commercial,M,200008,ELEC_LOCAL,Terajoule,8042.0,,2000-08-01
1,Domestic,M,200008,ELEC_LOCAL,Terajoule,4147.0,,2000-08-01
3,Industrial,M,200008,ELEC_LOCAL,Terajoule,1667.0,,2000-08-01
4,Street lighting,M,200008,ELEC_LOCAL,Terajoule,16.0,,2000-08-01
,Total,M,200008,ELEC_LOCAL,Terajoule,13871.1096,,2000-08-01
,,M,200008,ELE_EX_CHN,Terajoule,387.0,,2000-08-01
2,Commercial,M,200008,GASC_LOCAL,Terajoule,883.0,,2000-08-01
1,Domestic,M,200008,GASC_LOCAL,Terajoule,919.0,,2000-08-01
3,Industrial,M,200008,GASC_LOCAL,Terajoule,83.0,,2000-08-01
,Total,M,200008,GASC_LOCAL,Terajoule,1885.0,,2000-08-01
2,Commercial,M,200009,ELEC_LOCAL,Terajoule,7737.0,,2000-09-01
1,Domestic,M,200009,ELEC_LOCAL,Terajoule,4020.0,,2000-09-01
3,Industrial,M,200009,ELEC_LOCAL,Terajoule,1628.0,,2000-09-01
4,Street lighting,M,200009,ELEC_LOCAL,Terajoule,20.0,,2000-09-01
,Total,M,200009,ELEC_LOCAL,Terajoule,13405.5756,,2000-09-01
,,M,200009,ELE_EX_CHN,Terajoule,419.0,,2000-09-01
2,Commercial,M,200009,GASC_LOCAL,Terajoule,894.0,,2000-09-01
1,Domestic,M,200009,GASC_LOCAL,Terajoule,889.0,,2000-09-01
3,Industrial,M,200009,GASC_LOCAL,Terajoule,83.0,,2000-09-01
,Total,M,200009,GASC_LOCAL,Terajoule,1866.0,,2000-09-01
2,Commercial,M,200010,ELEC_LOCAL,Terajoule,7501.0,,2000-10-01
1,Domestic,M,200010,ELEC_LOCAL,Terajoule,3432.0,,2000-10-01
3,Industrial,M,200010,ELEC_LOCAL,Terajoule,1561.0,,2000-10-01
4,Street lighting,M,200010,ELEC_LOCAL,Terajoule,25.0,,2000-10-01
,Total,M,200010,ELEC_LOCAL,Terajoule,12519.0,,2000-10-01
,,M,200010,ELE_EX_CHN,Terajoule,614.0,,2000-10-01
2,Commercial,M,200010,GASC_LOCAL,Terajoule,895.0,,2000-10-01
1,Domestic,M,200010,GASC_LOCAL,Terajoule,954.0,,2000-10-01
3,Industrial,M,200010,GASC_LOCAL,Terajoule,80.0,,2000-10-01
,Total,M,200010,GASC_LOCAL,Terajoule,1930.0,,2000-10-01
2,Commercial,M,200011,ELEC_LOCAL,Terajoule,6513.0,,2000-11-01
1,Domestic,M,200011,ELEC_LOCAL,Terajoule,2044.0,,2000-11-01
3,Industrial,M,200011,ELEC_LOCAL,Terajoule,1480.0,,2000-11-01
4,Street lighting,M,200011,ELEC_LOCAL,Terajoule,33.0,,2000-11-01
,Total,M,200011,ELEC_LOCAL,Terajoule,10070.0,,2000-11-01
,,M,200011,ELE_EX_CHN,Terajoule,294.0,,2000-11-01
2,Commercial,M,200011,GASC_LOCAL,Terajoule,950.0,,2000-11-01
1,Domestic,M,200011,GASC_LOCAL,Terajoule,1068.0,,2000-11-01
3,Industrial,M,200011,GASC_LOCAL,Terajoule,89.0,,2000-11-01
,Total,M,200011,GASC_LOCAL,Terajoule,2107.0,,2000-11-01
2,Commercial,M,200012,ELEC_LOCAL,Terajoule,5969.0,,2000-12-01
1,Domestic,M,200012,ELEC_LOCAL,Terajoule,1658.0,,2000-12-01
3,Industrial,M,200012,ELEC_LOCAL,Terajoule,1349.0,,2000-12-01
4,Street lighting,M,200012,ELEC_LOCAL,Terajoule,43.0,,2000-12-01
,Total,M,200012,ELEC_LOCAL,Terajoule,9019.9044,,2000-12-01
,,M,200012,ELE_EX_CHN,Terajoule,385.0,,2000-12-01
2,Commercial,M,200012,GASC_LOCAL,Terajoule,956.0,,2000-12-01
1,Domestic,M,200012,GASC_LOCAL,Terajoule,1149.0,,2000-12-01
3,Industrial,M,200012,GASC_LOCAL,Terajoule,77.0,,2000-12-01
,Total,M,200012,GASC_LOCAL,Terajoule,2183.0,,2000-12-01
2,Commercial,M,200101,ELEC_LOCAL,Terajoule,6052.0,,2001-01-01
1,Domestic,M,200101,ELEC_LOCAL,Terajoule,1633.0,,2001-01-01
3,Industrial,M,200101,ELEC_LOCAL,Terajoule,1289.0,,2001-01-01
4,Street lighting,M,200101,ELEC_LOCAL,Terajoule,33.0,,2001-01-01
,Total,M,200101,ELEC_LOCAL,Terajoule,9008.1108,,2001-01-01
,,M,200101,ELE_EX_CHN,Terajoule,173.0,,2001-01-01
2,Commercial,M,200101,GASC_LOCAL,Terajoule,1004.0,,2001-01-01
1,Domestic,M,200101,GASC_LOCAL,Terajoule,1416.0,,2001-01-01
3,Industrial,M,200101,GASC_LOCAL,Terajoule,91.0,,2001-01-01
,Total,M,200101,GASC_LOCAL,Terajoule,2511.0,,2001-01-01
2,Commercial,M,200102,ELEC_LOCAL,Terajoule,5451.0,,2001-02-01
1,Domestic,M,200102,ELEC_LOCAL,Terajoule,1852.0,,2001-02-01
3,Industrial,M,200102,ELEC_LOCAL,Terajoule,1127.0,,2001-02-01
4,Street lighting,M,200102,ELEC_LOCAL,Terajoule,30.0,,2001-02-01
,Total,M,200102,ELEC_LOCAL,Terajoule,8461.3932,,2001-02-01
,,M,200102,ELE_EX_CHN,Terajoule,231.0,,2001-02-01
2,Commercial,M,200102,GASC_LOCAL,Terajoule,958.0,,2001-02-01
1,Domestic,M,200102,GASC_LOCAL,Terajoule,1421.0,,2001-02-01
3,Industrial,M,200102,GASC_LOCAL,Terajoule,78.0,,2001-02-01
,Total,M,200102,GASC_LOCAL,Terajoule,2458.0,,2001-02-01
2,Commercial,M,200103,ELEC_LOCAL,Terajoule,6019.0,,2001-03-01
1,Domestic,M,200103,ELEC_LOCAL,Terajoule,1766.0,,2001-03-01
3,Industrial,M,200103,ELEC_LOCAL,Terajoule,1319.0,,2001-03-01
4,Street lighting,M,200103,ELEC_LOCAL,Terajoule,33.0,,2001-03-01
,Total,M,200103,ELEC_LOCAL,Terajoule,9137.0,,2001-03-01
,,M,200103,ELE_EX_CHN,Terajoule,369.0,,2001-03-01
2,Commercial,M,200103,GASC_LOCAL,Terajoule,969.0,,2001-03-01
1,Domestic,M,200103,GASC_LOCAL,Terajoule,1429.0,,2001-03-01
3,Industrial,M,200103,GASC_LOCAL,Terajoule,84.0,,2001-03-01
,Total,M,200103,GASC_LOCAL,Terajoule,2482.0,,2001-03-01
2,Commercial,M,200104,ELEC_LOCAL,Terajoule,6262.0,,2001-04-01
1,Domestic,M,200104,ELEC_LOCAL,Terajoule,1772.0,,2001-04-01
3,Industrial,M,200104,ELEC_LOCAL,Terajoule,1322.0,,2001-04-01
4,Street lighting,M,200104,ELEC_LOCAL,Terajoule,30.0,,2001-04-01
,Total,M,200104,ELEC_LOCAL,Terajoule,9386.0,,2001-04-01
,,M,200104,ELE_EX_CHN,Terajoule,209.0,,2001-04-01
2,Commercial,M,200104,GASC_LOCAL,Terajoule,1014.0,,2001-04-01
1,Domestic,M,200104,GASC_LOCAL,Terajoule,1435.0,,2001-04-01
3,Industrial,M,200104,GASC_LOCAL,Terajoule,90.0,,2001-04-01
,Total,M,200104,GASC_LOCAL,Terajoule,2540.0,,2001-04-01
2,Commercial,M,200105,ELEC_LOCAL,Terajoule,7580.0,,2001-05-01
1,Domestic,M,200105,ELEC_LOCAL,Terajoule,2570.0,,2001-05-01
3,Industrial,M,200105,ELEC_LOCAL,Terajoule,1541.0,,2001-05-01
4,Street lighting,M,200105,ELEC_LOCAL,Terajoule,29.0,,2001-05-01
,Total,M,200105,ELEC_LOCAL,Terajoule,11719.4004,,2001-05-01
,,M,200105,ELE_EX_CHN,Terajoule,545.0,,2001-05-01
2,Commercial,M,200105,GASC_LOCAL,Terajoule,927.0,,2001-05-01
1,Domestic,M,200105,GASC_LOCAL,Terajoule,1278.0,,2001-05-01
3,Industrial,M,200105,GASC_LOCAL,Terajoule,85.0,,2001-05-01
,Total,M,200105,GASC_LOCAL,Terajoule,2290.0,,2001-05-01
2,Commercial,M,200106,ELEC_LOCAL,Terajoule,7739.0,,2001-06-01
1,Domestic,M,200106,ELEC_LOCAL,Terajoule,3212.0,,2001-06-01
3,Industrial,M,200106,ELEC_LOCAL,Terajoule,1510.0,,2001-06-01
4,Street lighting,M,200106,ELEC_LOCAL,Terajoule,28.0,,2001-06-01
,Total,M,200106,ELEC_LOCAL,Terajoule,12489.9192,,2001-06-01
,,M,200106,ELE_EX_CHN,Terajoule,897.0,,2001-06-01
2,Commercial,M,200106,GASC_LOCAL,Terajoule,928.0,,2001-06-01
1,Domestic,M,200106,GASC_LOCAL,Terajoule,1230.0,,2001-06-01
3,Industrial,M,200106,GASC_LOCAL,Terajoule,87.0,,2001-06-01
,Total,M,200106,GASC_LOCAL,Terajoule,2245.0,,2001-06-01
2,Commercial,M,200107,ELEC_LOCAL,Terajoule,8026.0,,2001-07-01
1,Domestic,M,200107,ELEC_LOCAL,Terajoule,4052.0,,2001-07-01
3,Industrial,M,200107,ELEC_LOCAL,Terajoule,1514.0,,2001-07-01
4,Street lighting,M,200107,ELEC_LOCAL,Terajoule,27.0,,2001-07-01
,Total,M,200107,ELEC_LOCAL,Terajoule,13619.0,,2001-07-01
,,M,200107,ELE_EX_CHN,Terajoule,700.0,,2001-07-01
2,Commercial,M,200107,GASC_LOCAL,Terajoule,870.0,,2001-07-01
1,Domestic,M,200107,GASC_LOCAL,Terajoule,1091.0,,2001-07-01
3,Industrial,M,200107,GASC_LOCAL,Terajoule,79.0,,2001-07-01
,Total,M,200107,GASC_LOCAL,Terajoule,2040.0,,2001-07-01
2,Commercial,M,200108,ELEC_LOCAL,Terajoule,8294.0,,2001-08-01
1,Domestic,M,200108,ELEC_LOCAL,Terajoule,4381.0,,2001-08-01
3,Industrial,M,200108,ELEC_LOCAL,Terajoule,1567.0,,2001-08-01
4,Street lighting,M,200108,ELEC_LOCAL,Terajoule,29.0,,2001-08-01
,Total,M,200108,ELEC_LOCAL,Terajoule,14271.0,,2001-08-01
,,M,200108,ELE_EX_CHN,Terajoule,844.0,,2001-08-01
2,Commercial,M,200108,GASC_LOCAL,Terajoule,857.0,,2001-08-01
1,Domestic,M,200108,GASC_LOCAL,Terajoule,1003.0,,2001-08-01
3,Industrial,M,200108,GASC_LOCAL,Terajoule,83.0,,2001-08-01
,Total,M,200108,GASC_LOCAL,Terajoule,1942.0,,2001-08-01
2,Commercial,M,200109,ELEC_LOCAL,Terajoule,8028.0,,2001-09-01
1,Domestic,M,200109,ELEC_LOCAL,Terajoule,4015.0,,2001-09-01
3,Industrial,M,200109,ELEC_LOCAL,Terajoule,1516.0,,2001-09-01
4,Street lighting,M,200109,ELEC_LOCAL,Terajoule,31.0,,2001-09-01
,Total,M,200109,ELEC_LOCAL,Terajoule,13590.0,,2001-09-01
,,M,200109,ELE_EX_CHN,Terajoule,506.0,,2001-09-01
2,Commercial,M,200109,GASC_LOCAL,Terajoule,872.0,,2001-09-01
1,Domestic,M,200109,GASC_LOCAL,Terajoule,938.0,,2001-09-01
3,Industrial,M,200109,GASC_LOCAL,Terajoule,86.0,,2001-09-01
,Total,M,200109,GASC_LOCAL,Terajoule,1896.0,,2001-09-01
2,Commercial,M,200110,ELEC_LOCAL,Terajoule,7736.0,,2001-10-01
1,Domestic,M,200110,ELEC_LOCAL,Terajoule,3621.0,,2001-10-01
3,Industrial,M,200110,ELEC_LOCAL,Terajoule,1466.0,,2001-10-01
4,Street lighting,M,200110,ELEC_LOCAL,Terajoule,33.0,,2001-10-01
,Total,M,200110,ELEC_LOCAL,Terajoule,12856.5252,,2001-10-01
,,M,200110,ELE_EX_CHN,Terajoule,323.0,,2001-10-01
2,Commercial,M,200110,GASC_LOCAL,Terajoule,871.0,,2001-10-01
1,Domestic,M,200110,GASC_LOCAL,Terajoule,983.0,,2001-10-01
3,Industrial,M,200110,GASC_LOCAL,Terajoule,81.0,,2001-10-01
,Total,M,200110,GASC_LOCAL,Terajoule,1935.0,,2001-10-01
2,Commercial,M,200111,ELEC_LOCAL,Terajoule,6879.0,,2001-11-01
1,Domestic,M,200111,ELEC_LOCAL,Terajoule,2221.0,,2001-11-01
3,Industrial,M,200111,ELEC_LOCAL,Terajoule,1357.0,,2001-11-01
4,Street lighting,M,200111,ELEC_LOCAL,Terajoule,31.0,,2001-11-01
,Total,M,200111,ELEC_LOCAL,Terajoule,10488.0,,2001-11-01
,,M,200111,ELE_EX_CHN,Terajoule,383.0,,2001-11-01
2,Commercial,M,200111,GASC_LOCAL,Terajoule,902.0,,2001-11-01
1,Domestic,M,200111,GASC_LOCAL,Terajoule,1086.0,,2001-11-01
3,Industrial,M,200111,GASC_LOCAL,Terajoule,86.0,,2001-11-01
,Total,M,200111,GASC_LOCAL,Terajoule,2074.0,,2001-11-01
2,Commercial,M,200112,ELEC_LOCAL,Terajoule,6147.0,,2001-12-01
1,Domestic,M,200112,ELEC_LOCAL,Terajoule,1704.0,,2001-12-01
3,Industrial,M,200112,ELEC_LOCAL,Terajoule,1230.0,,2001-12-01
4,Street lighting,M,200112,ELEC_LOCAL,Terajoule,32.0,,2001-12-01
,Total,M,200112,ELEC_LOCAL,Terajoule,9113.0,,2001-12-01
,,M,200112,ELE_EX_CHN,Terajoule,512.0,,2001-12-01
2,Commercial,M,200112,GASC_LOCAL,Terajoule,889.0,,2001-12-01
1,Domestic,M,200112,GASC_LOCAL,Terajoule,1181.0,,2001-12-01
3,Industrial,M,200112,GASC_LOCAL,Terajoule,82.0,,2001-12-01
,Total,M,200112,GASC_LOCAL,Terajoule,2152.0,,2001-12-01
2,Commercial,M,200201,ELEC_LOCAL,Terajoule,6094.0,,2002-01-01
1,Domestic,M,200201,ELEC_LOCAL,Terajoule,1747.0,,2002-01-01
3,Industrial,M,200201,ELEC_LOCAL,Terajoule,1164.0,,2002-01-01
4,Street lighting,M,200201,ELEC_LOCAL,Terajoule,35.0,,2002-01-01
,Total,M,200201,ELEC_LOCAL,Terajoule,9040.0,,2002-01-01
,,M,200201,ELE_EX_CHN,Terajoule,794.0,,2002-01-01
2,Commercial,M,200201,GASC_LOCAL,Terajoule,964.0,,2002-01-01
1,Domestic,M,200201,GASC_LOCAL,Terajoule,1466.0,,2002-01-01
3,Industrial,M,200201,GASC_LOCAL,Terajoule,85.0,,2002-01-01
,Total,M,200201,GASC_LOCAL,Terajoule,2516.0,,2002-01-01
2,Commercial,M,200202,ELEC_LOCAL,Terajoule,5555.0,,2002-02-01
1,Domestic,M,200202,ELEC_LOCAL,Terajoule,1849.0,,2002-02-01
3,Industrial,M,200202,ELEC_LOCAL,Terajoule,1062.0,,2002-02-01
4,Street lighting,M,200202,ELEC_LOCAL,Terajoule,30.0,,2002-02-01
,Total,M,200202,ELEC_LOCAL,Terajoule,8496.6408,,2002-02-01
,,M,200202,ELE_EX_CHN,Terajoule,315.0,,2002-02-01
2,Commercial,M,200202,GASC_LOCAL,Terajoule,969.0,,2002-02-01
1,Domestic,M,200202,GASC_LOCAL,Terajoule,1468.0,,2002-02-01
3,Industrial,M,200202,GASC_LOCAL,Terajoule,83.0,,2002-02-01
,Total,M,200202,GASC_LOCAL,Terajoule,2520.0,,2002-02-01
2,Commercial,M,200203,ELEC_LOCAL,Terajoule,5921.0,,2002-03-01
1,Domestic,M,200203,ELEC_LOCAL,Terajoule,1714.0,,2002-03-01
3,Industrial,M,200203,ELEC_LOCAL,Terajoule,1098.0,,2002-03-01
4,Street lighting,M,200203,ELEC_LOCAL,Terajoule,30.0,,2002-03-01
,Total,M,200203,ELEC_LOCAL,Terajoule,8763.0,,2002-03-01
,,M,200203,ELE_EX_CHN,Terajoule,587.0,,2002-03-01
2,Commercial,M,200203,GASC_LOCAL,Terajoule,952.0,,2002-03-01
1,Domestic,M,200203,GASC_LOCAL,Terajoule,1453.0,,2002-03-01
3,Industrial,M,200203,GASC_LOCAL,Terajoule,86.0,,2002-03-01
,Total,M,200203,GASC_LOCAL,Terajoule,2491.0,,2002-03-01
2,Commercial,M,200204,ELEC_LOCAL,Terajoule,7202.0,,2002-04-01
1,Domestic,M,200204,ELEC_LOCAL,Terajoule,2147.0,,2002-04-01
3,Industrial,M,200204,ELEC_LOCAL,Terajoule,1422.0,,2002-04-01
4,Street lighting,M,200204,ELEC_LOCAL,Terajoule,30.0,,2002-04-01
,Total,M,200204,ELEC_LOCAL,Terajoule,10801.0,,2002-04-01
,,M,200204,ELE_EX_CHN,Terajoule,878.0,,2002-04-01
2,Commercial,M,200204,GASC_LOCAL,Terajoule,1005.0,,2002-04-01
1,Domestic,M,200204,GASC_LOCAL,Terajoule,1464.0,,2002-04-01
3,Industrial,M,200204,GASC_LOCAL,Terajoule,92.0,,2002-04-01
,Total,M,200204,GASC_LOCAL,Terajoule,2561.0,,2002-04-01
2,Commercial,M,200205,ELEC_LOCAL,Terajoule,7799.0,,2002-05-01
1,Domestic,M,200205,ELEC_LOCAL,Terajoule,2630.0,,2002-05-01
3,Industrial,M,200205,ELEC_LOCAL,Terajoule,1456.0,,2002-05-01
4,Street lighting,M,200205,ELEC_LOCAL,Terajoule,28.0,,2002-05-01
,Total,M,200205,ELEC_LOCAL,Terajoule,11913.0,,2002-05-01
,,M,200205,ELE_EX_CHN,Terajoule,901.0,,2002-05-01
2,Commercial,M,200205,GASC_LOCAL,Terajoule,921.0,,2002-05-01
1,Domestic,M,200205,GASC_LOCAL,Terajoule,1285.0,,2002-05-01
3,Industrial,M,200205,GASC_LOCAL,Terajoule,86.0,,2002-05-01
,Total,M,200205,GASC_LOCAL,Terajoule,2292.0,,2002-05-01
2,Commercial,M,200206,ELEC_LOCAL,Terajoule,8014.0,,2002-06-01
1,Domestic,M,200206,ELEC_LOCAL,Terajoule,3510.0,,2002-06-01
3,Industrial,M,200206,ELEC_LOCAL,Terajoule,1460.0,,2002-06-01
4,Street lighting,M,200206,ELEC_LOCAL,Terajoule,27.0,,2002-06-01
,Total,M,200206,ELEC_LOCAL,Terajoule,13009.8528,,2002-06-01
,,M,200206,ELE_EX_CHN,Terajoule,835.0,,2002-06-01
2,Commercial,M,200206,GASC_LOCAL,Terajoule,847.0,,2002-06-01
1,Domestic,M,200206,GASC_LOCAL,Terajoule,1258.0,,2002-06-01
3,Industrial,M,200206,GASC_LOCAL,Terajoule,80.0,,2002-06-01
,Total,M,200206,GASC_LOCAL,Terajoule,2185.0,,2002-06-01
2,Commercial,M,200207,ELEC_LOCAL,Terajoule,8610.0,,2002-07-01
1,Domestic,M,200207,ELEC_LOCAL,Terajoule,4489.0,,2002-07-01
3,Industrial,M,200207,ELEC_LOCAL,Terajoule,1545.0,,2002-07-01
4,Street lighting,M,200207,ELEC_LOCAL,Terajoule,29.0,,2002-07-01
,Total,M,200207,ELEC_LOCAL,Terajoule,14673.0,,2002-07-01
,,M,200207,ELE_EX_CHN,Terajoule,889.0,,2002-07-01
2,Commercial,M,200207,GASC_LOCAL,Terajoule,852.0,,2002-07-01
1,Domestic,M,200207,GASC_LOCAL,Terajoule,1070.0,,2002-07-01
3,Industrial,M,200207,GASC_LOCAL,Terajoule,80.0,,2002-07-01
,Total,M,200207,GASC_LOCAL,Terajoule,2001.0,,2002-07-01
2,Commercial,M,200208,ELEC_LOCAL,Terajoule,8490.0,,2002-08-01
1,Domestic,M,200208,ELEC_LOCAL,Terajoule,4412.0,,2002-08-01
3,Industrial,M,200208,ELEC_LOCAL,Terajoule,1511.0,,2002-08-01
4,Street lighting,M,200208,ELEC_LOCAL,Terajoule,29.0,,2002-08-01
,Total,M,200208,ELEC_LOCAL,Terajoule,14442.0,,2002-08-01
,,M,200208,ELE_EX_CHN,Terajoule,746.0,,2002-08-01
2,Commercial,M,200208,GASC_LOCAL,Terajoule,879.0,,2002-08-01
1,Domestic,M,200208,GASC_LOCAL,Terajoule,985.0,,2002-08-01
3,Industrial,M,200208,GASC_LOCAL,Terajoule,82.0,,2002-08-01
,Total,M,200208,GASC_LOCAL,Terajoule,1946.0,,2002-08-01
2,Commercial,M,200209,ELEC_LOCAL,Terajoule,8167.0,,2002-09-01
1,Domestic,M,200209,ELEC_LOCAL,Terajoule,3868.0,,2002-09-01
3,Industrial,M,200209,ELEC_LOCAL,Terajoule,1430.0,,2002-09-01
4,Street lighting,M,200209,ELEC_LOCAL,Terajoule,30.0,,2002-09-01
,Total,M,200209,ELEC_LOCAL,Terajoule,13495.0,,2002-09-01
,,M,200209,ELE_EX_CHN,Terajoule,590.0,,2002-09-01
2,Commercial,M,200209,GASC_LOCAL,Terajoule,885.0,,2002-09-01
1,Domestic,M,200209,GASC_LOCAL,Terajoule,930.0,,2002-09-01
3,Industrial,M,200209,GASC_LOCAL,Terajoule,83.0,,2002-09-01
,Total,M,200209,GASC_LOCAL,Terajoule,1898.0,,2002-09-01
2,Commercial,M,200210,ELEC_LOCAL,Terajoule,7947.0,,2002-10-01
1,Domestic,M,200210,ELEC_LOCAL,Terajoule,3210.0,,2002-10-01
3,Industrial,M,200210,ELEC_LOCAL,Terajoule,1414.0,,2002-10-01
4,Street lighting,M,200210,ELEC_LOCAL,Terajoule,33.0,,2002-10-01
,Total,M,200210,ELEC_LOCAL,Terajoule,12604.5756,,2002-10-01
,,M,200210,ELE_EX_CHN,Terajoule,330.0,,2002-10-01
2,Commercial,M,200210,GASC_LOCAL,Terajoule,856.0,,2002-10-01
1,Domestic,M,200210,GASC_LOCAL,Terajoule,1008.0,,2002-10-01
3,Industrial,M,200210,GASC_LOCAL,Terajoule,77.0,,2002-10-01
,Total,M,200210,GASC_LOCAL,Terajoule,1941.0,,2002-10-01
2,Commercial,M,200211,ELEC_LOCAL,Terajoule,6962.0,,2002-11-01
1,Domestic,M,200211,ELEC_LOCAL,Terajoule,2011.0,,2002-11-01
3,Industrial,M,200211,ELEC_LOCAL,Terajoule,1304.0,,2002-11-01
4,Street lighting,M,200211,ELEC_LOCAL,Terajoule,32.0,,2002-11-01
,Total,M,200211,ELEC_LOCAL,Terajoule,10309.0,,2002-11-01
,,M,200211,ELE_EX_CHN,Terajoule,323.0,,2002-11-01
2,Commercial,M,200211,GASC_LOCAL,Terajoule,852.0,,2002-11-01
1,Domestic,M,200211,GASC_LOCAL,Terajoule,1146.0,,2002-11-01
3,Industrial,M,200211,GASC_LOCAL,Terajoule,77.0,,2002-11-01
,Total,M,200211,GASC_LOCAL,Terajoule,2075.0,,2002-11-01
2,Commercial,M,200212,ELEC_LOCAL,Terajoule,6478.0,,2002-12-01
1,Domestic,M,200212,ELEC_LOCAL,Terajoule,1808.0,,2002-12-01
3,Industrial,M,200212,ELEC_LOCAL,Terajoule,1246.0,,2002-12-01
4,Street lighting,M,200212,ELEC_LOCAL,Terajoule,33.0,,2002-12-01
,Total,M,200212,ELEC_LOCAL,Terajoule,9565.0,,2002-12-01
,,M,200212,ELE_EX_CHN,Terajoule,641.0,,2002-12-01
2,Commercial,M,200212,GASC_LOCAL,Terajoule,877.0,,2002-12-01
1,Domestic,M,200212,GASC_LOCAL,Terajoule,1261.0,,2002-12-01
