user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,table_title,source_name,prod_type,prod_typedesc
1,Domestic,M,201403,ELEC_LOCAL,Terajoule,2734,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201403,ELEC_LOCAL,Terajoule,7407,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201403,ELEC_LOCAL,Terajoule,836,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201403,ELEC_LOCAL,Terajoule,33,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201404,ELEC_LOCAL,Terajoule,11370,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201404,ELEC_LOCAL,Terajoule,2425,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201404,ELEC_LOCAL,Terajoule,7943,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201404,ELEC_LOCAL,Terajoule,971,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201404,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201405,ELEC_LOCAL,Terajoule,14362.2252,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201405,ELEC_LOCAL,Terajoule,3907,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201405,ELEC_LOCAL,Terajoule,9382,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201405,ELEC_LOCAL,Terajoule,1045,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201405,ELEC_LOCAL,Terajoule,30,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201406,ELEC_LOCAL,Terajoule,16047,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201406,ELEC_LOCAL,Terajoule,4664,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201406,ELEC_LOCAL,Terajoule,10296,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201406,ELEC_LOCAL,Terajoule,1058,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201406,ELEC_LOCAL,Terajoule,29,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201407,ELEC_LOCAL,Terajoule,17255.2104,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201407,ELEC_LOCAL,Terajoule,5658,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201407,ELEC_LOCAL,Terajoule,10508,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201407,ELEC_LOCAL,Terajoule,1059,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201407,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201408,ELEC_LOCAL,Terajoule,16593.4404,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201408,ELEC_LOCAL,Terajoule,5367,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201408,ELEC_LOCAL,Terajoule,10126,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201408,ELEC_LOCAL,Terajoule,1071,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201408,ELEC_LOCAL,Terajoule,30,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201409,ELEC_LOCAL,Terajoule,15869.5308,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201409,ELEC_LOCAL,Terajoule,5045,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201409,ELEC_LOCAL,Terajoule,9798,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201409,ELEC_LOCAL,Terajoule,993,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201409,ELEC_LOCAL,Terajoule,33,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,Y,2015,ELEC_LOCAL,Terajoule,158083,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,Y,2015,ELEC_LOCAL,Terajoule,42368,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,Y,2015,ELEC_LOCAL,Terajoule,103893,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,Y,2015,ELEC_LOCAL,Terajoule,11436,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,Y,2015,ELEC_LOCAL,Terajoule,386,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201501,ELEC_LOCAL,Terajoule,10578,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201501,ELEC_LOCAL,Terajoule,2554,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201501,ELEC_LOCAL,Terajoule,7113,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201501,ELEC_LOCAL,Terajoule,876,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201501,ELEC_LOCAL,Terajoule,35,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201510,ELEC_LOCAL,Terajoule,13462.9128,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201510,ELEC_LOCAL,Terajoule,3556,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201510,ELEC_LOCAL,Terajoule,8943,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201510,ELEC_LOCAL,Terajoule,931,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201510,ELEC_LOCAL,Terajoule,34,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201511,ELEC_LOCAL,Terajoule,11928,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201511,ELEC_LOCAL,Terajoule,2841,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201511,ELEC_LOCAL,Terajoule,8173,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201511,ELEC_LOCAL,Terajoule,879,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201511,ELEC_LOCAL,Terajoule,35,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201512,ELEC_LOCAL,Terajoule,10698,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201512,ELEC_LOCAL,Terajoule,2140,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201512,ELEC_LOCAL,Terajoule,7630,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201512,ELEC_LOCAL,Terajoule,892,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201512,ELEC_LOCAL,Terajoule,36,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201502,ELEC_LOCAL,Terajoule,9449,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201502,ELEC_LOCAL,Terajoule,2289,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201502,ELEC_LOCAL,Terajoule,6367,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201502,ELEC_LOCAL,Terajoule,762,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201502,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201503,ELEC_LOCAL,Terajoule,11067.3396,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201503,ELEC_LOCAL,Terajoule,2597,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201503,ELEC_LOCAL,Terajoule,7562,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201503,ELEC_LOCAL,Terajoule,875,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201503,ELEC_LOCAL,Terajoule,34,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201504,ELEC_LOCAL,Terajoule,11491,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201504,ELEC_LOCAL,Terajoule,2661,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201504,ELEC_LOCAL,Terajoule,7928,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201504,ELEC_LOCAL,Terajoule,871,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201504,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201505,ELEC_LOCAL,Terajoule,14740,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201505,ELEC_LOCAL,Terajoule,3896,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201505,ELEC_LOCAL,Terajoule,9713,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201505,ELEC_LOCAL,Terajoule,1103,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201505,ELEC_LOCAL,Terajoule,28,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201506,ELEC_LOCAL,Terajoule,16564,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201506,ELEC_LOCAL,Terajoule,4706,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201506,ELEC_LOCAL,Terajoule,10701,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201506,ELEC_LOCAL,Terajoule,1127,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201506,ELEC_LOCAL,Terajoule,30,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201507,ELEC_LOCAL,Terajoule,16444.8288,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201507,ELEC_LOCAL,Terajoule,5207,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201507,ELEC_LOCAL,Terajoule,10172,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201507,ELEC_LOCAL,Terajoule,1037,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201507,ELEC_LOCAL,Terajoule,30,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201508,ELEC_LOCAL,Terajoule,16561,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201508,ELEC_LOCAL,Terajoule,5535,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201508,ELEC_LOCAL,Terajoule,9956,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201508,ELEC_LOCAL,Terajoule,1039,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201508,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201509,ELEC_LOCAL,Terajoule,15099,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201509,ELEC_LOCAL,Terajoule,4386,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201509,ELEC_LOCAL,Terajoule,9637,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201509,ELEC_LOCAL,Terajoule,1045,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201509,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,Y,2016,ELEC_LOCAL,Terajoule,158500,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,Y,2016,ELEC_LOCAL,Terajoule,43120,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,Y,2016,ELEC_LOCAL,Terajoule,103739,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,Y,2016,ELEC_LOCAL,Terajoule,11252,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,Y,2016,ELEC_LOCAL,Terajoule,390,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201601,ELEC_LOCAL,Terajoule,11000.142,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201601,ELEC_LOCAL,Terajoule,2677,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201601,ELEC_LOCAL,Terajoule,7410,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201601,ELEC_LOCAL,Terajoule,881,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201601,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201610,ELEC_LOCAL,Terajoule,14154,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201610,ELEC_LOCAL,Terajoule,3858,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201610,ELEC_LOCAL,Terajoule,9281,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201610,ELEC_LOCAL,Terajoule,980,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201610,ELEC_LOCAL,Terajoule,35,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201611,ELEC_LOCAL,Terajoule,11466,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201611,ELEC_LOCAL,Terajoule,2615,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201611,ELEC_LOCAL,Terajoule,7955,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201611,ELEC_LOCAL,Terajoule,861,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201611,ELEC_LOCAL,Terajoule,35,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201612,ELEC_LOCAL,Terajoule,10722,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201612,ELEC_LOCAL,Terajoule,2131,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201612,ELEC_LOCAL,Terajoule,7681,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201612,ELEC_LOCAL,Terajoule,875,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201612,ELEC_LOCAL,Terajoule,35,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201602,ELEC_LOCAL,Terajoule,9895,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201602,ELEC_LOCAL,Terajoule,2738,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201602,ELEC_LOCAL,Terajoule,6392,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201602,ELEC_LOCAL,Terajoule,731,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201602,ELEC_LOCAL,Terajoule,34,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201603,ELEC_LOCAL,Terajoule,10739,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201603,ELEC_LOCAL,Terajoule,2799,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201603,ELEC_LOCAL,Terajoule,7079,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201603,ELEC_LOCAL,Terajoule,827,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201603,ELEC_LOCAL,Terajoule,34,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201604,ELEC_LOCAL,Terajoule,11925,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201604,ELEC_LOCAL,Terajoule,2917,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201604,ELEC_LOCAL,Terajoule,8099,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201604,ELEC_LOCAL,Terajoule,877,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201604,ELEC_LOCAL,Terajoule,32,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201605,ELEC_LOCAL,Terajoule,14249,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201605,ELEC_LOCAL,Terajoule,3658,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201605,ELEC_LOCAL,Terajoule,9518,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201605,ELEC_LOCAL,Terajoule,1041,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201605,ELEC_LOCAL,Terajoule,32,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201606,ELEC_LOCAL,Terajoule,16243,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201606,ELEC_LOCAL,Terajoule,4819,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201606,ELEC_LOCAL,Terajoule,10348,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201606,ELEC_LOCAL,Terajoule,1047,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201606,ELEC_LOCAL,Terajoule,29,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201607,ELEC_LOCAL,Terajoule,17025.6528,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201607,ELEC_LOCAL,Terajoule,5350,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201607,ELEC_LOCAL,Terajoule,10536,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201607,ELEC_LOCAL,Terajoule,1111,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201607,ELEC_LOCAL,Terajoule,28,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201608,ELEC_LOCAL,Terajoule,16084,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201608,ELEC_LOCAL,Terajoule,4961,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201608,ELEC_LOCAL,Terajoule,10057,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201608,ELEC_LOCAL,Terajoule,1034,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201608,ELEC_LOCAL,Terajoule,32,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201609,ELEC_LOCAL,Terajoule,14997,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201609,ELEC_LOCAL,Terajoule,4595,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201609,ELEC_LOCAL,Terajoule,9381,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201609,ELEC_LOCAL,Terajoule,989,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201609,ELEC_LOCAL,Terajoule,32,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,Y,2017,ELEC_LOCAL,Terajoule,157604,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,Y,2017,ELEC_LOCAL,Terajoule,42127,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,Y,2017,ELEC_LOCAL,Terajoule,103893,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,Y,2017,ELEC_LOCAL,Terajoule,11196,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,Y,2017,ELEC_LOCAL,Terajoule,389,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201701,ELEC_LOCAL,Terajoule,10543,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201701,ELEC_LOCAL,Terajoule,2455,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201701,ELEC_LOCAL,Terajoule,7211,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201701,ELEC_LOCAL,Terajoule,843,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201701,ELEC_LOCAL,Terajoule,34,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201710,ELEC_LOCAL,Terajoule,14086,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201710,ELEC_LOCAL,Terajoule,3884,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201710,ELEC_LOCAL,Terajoule,9256,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201710,ELEC_LOCAL,Terajoule,910,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201710,ELEC_LOCAL,Terajoule,36,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201711,ELEC_LOCAL,Terajoule,11270,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201711,ELEC_LOCAL,Terajoule,2731,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201711,ELEC_LOCAL,Terajoule,7665,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201711,ELEC_LOCAL,Terajoule,840,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201711,ELEC_LOCAL,Terajoule,34,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201712,ELEC_LOCAL,Terajoule,10601,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201712,ELEC_LOCAL,Terajoule,2230,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201712,ELEC_LOCAL,Terajoule,7432,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201712,ELEC_LOCAL,Terajoule,906,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201712,ELEC_LOCAL,Terajoule,33,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201702,ELEC_LOCAL,Terajoule,9559.3644,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201702,ELEC_LOCAL,Terajoule,2205,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201702,ELEC_LOCAL,Terajoule,6555,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201702,ELEC_LOCAL,Terajoule,764,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201702,ELEC_LOCAL,Terajoule,36,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201703,ELEC_LOCAL,Terajoule,10916.4564,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
