user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,table_title,source_name,prod_type,prod_typedesc
,,M,198108,ELE_EX_CHN,Terajoule,19,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198109,ELE_EX_CHN,Terajoule,40,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1982,ELE_EX_CHN,Terajoule,979,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198201,ELE_EX_CHN,Terajoule,94,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198210,ELE_EX_CHN,Terajoule,99,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198211,ELE_EX_CHN,Terajoule,135,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198212,ELE_EX_CHN,Terajoule,153,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198202,ELE_EX_CHN,Terajoule,91,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198203,ELE_EX_CHN,Terajoule,82,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198204,ELE_EX_CHN,Terajoule,48,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198205,ELE_EX_CHN,Terajoule,6,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198206,ELE_EX_CHN,Terajoule,2,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198207,ELE_EX_CHN,Terajoule,60,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198208,ELE_EX_CHN,Terajoule,107,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198209,ELE_EX_CHN,Terajoule,103,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1983,ELE_EX_CHN,Terajoule,1323,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198301,ELE_EX_CHN,Terajoule,136,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198310,ELE_EX_CHN,Terajoule,187,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198311,ELE_EX_CHN,Terajoule,171,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198312,ELE_EX_CHN,Terajoule,189,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198302,ELE_EX_CHN,Terajoule,117,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198303,ELE_EX_CHN,Terajoule,61,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198304,ELE_EX_CHN,Terajoule,29,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198305,ELE_EX_CHN,Terajoule,30,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198306,ELE_EX_CHN,Terajoule,29,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198307,ELE_EX_CHN,Terajoule,30,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198308,ELE_EX_CHN,Terajoule,152,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198309,ELE_EX_CHN,Terajoule,193,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1984,ELE_EX_CHN,Terajoule,2663,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198401,ELE_EX_CHN,Terajoule,311,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198410,ELE_EX_CHN,Terajoule,259,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198411,ELE_EX_CHN,Terajoule,306,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198412,ELE_EX_CHN,Terajoule,336,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198402,ELE_EX_CHN,Terajoule,266,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198403,ELE_EX_CHN,Terajoule,251,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198404,ELE_EX_CHN,Terajoule,251,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198405,ELE_EX_CHN,Terajoule,150,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198406,ELE_EX_CHN,Terajoule,56,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198407,ELE_EX_CHN,Terajoule,90,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198408,ELE_EX_CHN,Terajoule,186,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198409,ELE_EX_CHN,Terajoule,200,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1985,ELE_EX_CHN,Terajoule,3780,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198501,ELE_EX_CHN,Terajoule,326,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198510,ELE_EX_CHN,Terajoule,341,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198511,ELE_EX_CHN,Terajoule,347,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198512,ELE_EX_CHN,Terajoule,438,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198502,ELE_EX_CHN,Terajoule,281,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198503,ELE_EX_CHN,Terajoule,283,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198504,ELE_EX_CHN,Terajoule,267,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198505,ELE_EX_CHN,Terajoule,245,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198506,ELE_EX_CHN,Terajoule,267,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198507,ELE_EX_CHN,Terajoule,291,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198508,ELE_EX_CHN,Terajoule,389,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198509,ELE_EX_CHN,Terajoule,305,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1986,ELE_EX_CHN,Terajoule,4350,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198601,ELE_EX_CHN,Terajoule,485,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198610,ELE_EX_CHN,Terajoule,456,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198611,ELE_EX_CHN,Terajoule,415,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198612,ELE_EX_CHN,Terajoule,516,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198602,ELE_EX_CHN,Terajoule,330,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198603,ELE_EX_CHN,Terajoule,356,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198604,ELE_EX_CHN,Terajoule,404,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198605,ELE_EX_CHN,Terajoule,298,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198606,ELE_EX_CHN,Terajoule,258,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198607,ELE_EX_CHN,Terajoule,43,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198608,ELE_EX_CHN,Terajoule,329,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198609,ELE_EX_CHN,Terajoule,460,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1987,ELE_EX_CHN,Terajoule,4904,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198701,ELE_EX_CHN,Terajoule,522,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198710,ELE_EX_CHN,Terajoule,275,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198711,ELE_EX_CHN,Terajoule,333,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198712,ELE_EX_CHN,Terajoule,594,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198702,ELE_EX_CHN,Terajoule,504,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198703,ELE_EX_CHN,Terajoule,589,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198704,ELE_EX_CHN,Terajoule,512,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198705,ELE_EX_CHN,Terajoule,383,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198706,ELE_EX_CHN,Terajoule,287,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198707,ELE_EX_CHN,Terajoule,314,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198708,ELE_EX_CHN,Terajoule,269,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198709,ELE_EX_CHN,Terajoule,323,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1988,ELE_EX_CHN,Terajoule,5186,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198801,ELE_EX_CHN,Terajoule,467,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198810,ELE_EX_CHN,Terajoule,550,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198811,ELE_EX_CHN,Terajoule,537,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198812,ELE_EX_CHN,Terajoule,592,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198802,ELE_EX_CHN,Terajoule,400,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198803,ELE_EX_CHN,Terajoule,393,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198804,ELE_EX_CHN,Terajoule,367,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198805,ELE_EX_CHN,Terajoule,216,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198806,ELE_EX_CHN,Terajoule,247,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198807,ELE_EX_CHN,Terajoule,403,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198808,ELE_EX_CHN,Terajoule,469,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198809,ELE_EX_CHN,Terajoule,543,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1989,ELE_EX_CHN,Terajoule,6371,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198901,ELE_EX_CHN,Terajoule,534,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198910,ELE_EX_CHN,Terajoule,494,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198911,ELE_EX_CHN,Terajoule,482,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198912,ELE_EX_CHN,Terajoule,430,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198902,ELE_EX_CHN,Terajoule,359,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198903,ELE_EX_CHN,Terajoule,710,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198904,ELE_EX_CHN,Terajoule,546,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198905,ELE_EX_CHN,Terajoule,517,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198906,ELE_EX_CHN,Terajoule,485,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198907,ELE_EX_CHN,Terajoule,616,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198908,ELE_EX_CHN,Terajoule,682,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,198909,ELE_EX_CHN,Terajoule,516,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1990,ELE_EX_CHN,Terajoule,6470,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199001,ELE_EX_CHN,Terajoule,422,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199010,ELE_EX_CHN,Terajoule,613,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199011,ELE_EX_CHN,Terajoule,622,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199012,ELE_EX_CHN,Terajoule,598,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199002,ELE_EX_CHN,Terajoule,394,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199003,ELE_EX_CHN,Terajoule,388,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199004,ELE_EX_CHN,Terajoule,399,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199005,ELE_EX_CHN,Terajoule,454,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199006,ELE_EX_CHN,Terajoule,514,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199007,ELE_EX_CHN,Terajoule,610,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199008,ELE_EX_CHN,Terajoule,790,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199009,ELE_EX_CHN,Terajoule,666,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1991,ELE_EX_CHN,Terajoule,11019,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199101,ELE_EX_CHN,Terajoule,684,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199110,ELE_EX_CHN,Terajoule,1334,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199111,ELE_EX_CHN,Terajoule,1206,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199112,ELE_EX_CHN,Terajoule,1159,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199102,ELE_EX_CHN,Terajoule,354,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199103,ELE_EX_CHN,Terajoule,581,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199104,ELE_EX_CHN,Terajoule,688,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199105,ELE_EX_CHN,Terajoule,793,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199106,ELE_EX_CHN,Terajoule,827,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199107,ELE_EX_CHN,Terajoule,1073,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199108,ELE_EX_CHN,Terajoule,1181,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199109,ELE_EX_CHN,Terajoule,1139,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1992,ELE_EX_CHN,Terajoule,17866,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199201,ELE_EX_CHN,Terajoule,1206,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199210,ELE_EX_CHN,Terajoule,1710,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199211,ELE_EX_CHN,Terajoule,1879,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199212,ELE_EX_CHN,Terajoule,2185,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199202,ELE_EX_CHN,Terajoule,702,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199203,ELE_EX_CHN,Terajoule,1227,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199204,ELE_EX_CHN,Terajoule,985,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199205,ELE_EX_CHN,Terajoule,1228,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199206,ELE_EX_CHN,Terajoule,1238,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199207,ELE_EX_CHN,Terajoule,1524,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199208,ELE_EX_CHN,Terajoule,2068,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199209,ELE_EX_CHN,Terajoule,1914,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1993,ELE_EX_CHN,Terajoule,16201,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199301,ELE_EX_CHN,Terajoule,1270,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199310,ELE_EX_CHN,Terajoule,478,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199311,ELE_EX_CHN,Terajoule,359,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199312,ELE_EX_CHN,Terajoule,343,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199302,ELE_EX_CHN,Terajoule,1421,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199303,ELE_EX_CHN,Terajoule,1990,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199304,ELE_EX_CHN,Terajoule,1899,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199305,ELE_EX_CHN,Terajoule,2147,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199306,ELE_EX_CHN,Terajoule,1827,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199307,ELE_EX_CHN,Terajoule,1786,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199308,ELE_EX_CHN,Terajoule,1535,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199309,ELE_EX_CHN,Terajoule,1149,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1994,ELE_EX_CHN,Terajoule,6327,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199401,ELE_EX_CHN,Terajoule,386,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199410,ELE_EX_CHN,Terajoule,391,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199411,ELE_EX_CHN,Terajoule,428,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199412,ELE_EX_CHN,Terajoule,516,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199402,ELE_EX_CHN,Terajoule,73,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199403,ELE_EX_CHN,Terajoule,288,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199404,ELE_EX_CHN,Terajoule,408,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199405,ELE_EX_CHN,Terajoule,677,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199406,ELE_EX_CHN,Terajoule,1067,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199407,ELE_EX_CHN,Terajoule,864,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199408,ELE_EX_CHN,Terajoule,609,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199409,ELE_EX_CHN,Terajoule,620,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1995,ELE_EX_CHN,Terajoule,5340,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199501,ELE_EX_CHN,Terajoule,449,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199510,ELE_EX_CHN,Terajoule,174,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199511,ELE_EX_CHN,Terajoule,143,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199512,ELE_EX_CHN,Terajoule,137,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199502,ELE_EX_CHN,Terajoule,257,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199503,ELE_EX_CHN,Terajoule,596,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199504,ELE_EX_CHN,Terajoule,591,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199505,ELE_EX_CHN,Terajoule,1189,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199506,ELE_EX_CHN,Terajoule,1072,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199507,ELE_EX_CHN,Terajoule,345,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199508,ELE_EX_CHN,Terajoule,199,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199509,ELE_EX_CHN,Terajoule,187,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1996,ELE_EX_CHN,Terajoule,1910,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199601,ELE_EX_CHN,Terajoule,137,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199610,ELE_EX_CHN,Terajoule,177,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199611,ELE_EX_CHN,Terajoule,163,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199612,ELE_EX_CHN,Terajoule,152,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199602,ELE_EX_CHN,Terajoule,95,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199603,ELE_EX_CHN,Terajoule,137,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199604,ELE_EX_CHN,Terajoule,139,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199605,ELE_EX_CHN,Terajoule,162,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199606,ELE_EX_CHN,Terajoule,176,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199607,ELE_EX_CHN,Terajoule,193,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199608,ELE_EX_CHN,Terajoule,195,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199609,ELE_EX_CHN,Terajoule,185,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1997,ELE_EX_CHN,Terajoule,2014,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199701,ELE_EX_CHN,Terajoule,150,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199710,ELE_EX_CHN,Terajoule,181,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199711,ELE_EX_CHN,Terajoule,162,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199712,ELE_EX_CHN,Terajoule,158,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199702,ELE_EX_CHN,Terajoule,102,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199703,ELE_EX_CHN,Terajoule,157,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199704,ELE_EX_CHN,Terajoule,165,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199705,ELE_EX_CHN,Terajoule,183,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199706,ELE_EX_CHN,Terajoule,180,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199707,ELE_EX_CHN,Terajoule,190,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199708,ELE_EX_CHN,Terajoule,200,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199709,ELE_EX_CHN,Terajoule,186,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
