period_month,electricity_commercial_tj,electricity_domestic_tj,electricity_industrial_tj,electricity_street_lighting_tj,electricity_total_tj,gas_total_tj,electricity_export_to_mainland_tj,year,month,quarter,sin_month,cos_month,source_dataset,temp_mean_c_avg,temp_max_c_avg,temp_max_c_peak,temp_min_c_avg,temp_min_c_low,temp_range_c_avg,rh_mean_pct_avg,rainfall_mm_sum,rainfall_day_count,hot_day_count,cool_day_count,days_in_month,weekend_days,public_holiday_days,business_days,immigration_arrival_hk_residents,immigration_departure_hk_residents,immigration_arrival_mainland_visitors,immigration_departure_mainland_visitors,immigration_arrival_other_visitors,immigration_departure_other_visitors,immigration_arrival_total_passengers,immigration_departure_total_passengers,immigration_total_cross_border_passengers,immigration_net_arrivals_total_passengers,public_transport_total_avg_daily_pax,public_transport_ferries_avg_daily_pax,public_transport_fran_bus_avg_daily_pax,public_transport_lrb_avg_daily_pax,public_transport_plb_avg_daily_pax,public_transport_rs_avg_daily_pax,public_transport_railways_avg_daily_pax,public_transport_tax_avg_daily_pax,cross_harbour_av_pax,cross_harbour_db_pax,cross_harbour_total_pax,hkelectric_re_generation_solar_photovoltaic,hkelectric_re_generation_wind_power,hkelectric_re_generation_grand_total,feature_year,population,district_area_m2,population_density_per_km2,ev_standard_chargers,ev_medium_iec62196_chargers,ev_quick_chademo_chargers,ev_quick_ccs_combo_chargers,ev_quick_iec62196_chargers,ev_quick_gbt_dc_chargers,ev_total_chargers,building_count,building_block_type_count,footprint_area_m2_sum,footprint_area_m2_mean,building_height_m_mean,completed_building_count,immigration_features_available,transport_features_available,re_generation_features_available,population_features_available,electricity_lag_1m,electricity_lag_2m,electricity_lag_3m,electricity_lag_6m,electricity_lag_12m,electricity_roll_mean_3m,electricity_roll_std_3m,electricity_roll_mean_6m,electricity_roll_std_6m,electricity_roll_mean_12m,electricity_roll_std_12m,electricity_yoy_delta_tj,electricity_yoy_growth,target_electricity_total_t_plus_1m,target_period_month
2014-06-01,10296.0,4664.0,1058.0,29.0,16047.0,2145.0,,2014,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,29.009999999999998,31.483333333333334,33.7,27.026666666666664,25.2,4.456666666666667,79.93333333333334,436.6,19,26,0,30,9,0,21,,,,,,,,,,,12357.778336033327,128.40726666666671,3946.7160999999965,136.8249,1860.86093333333,240.9027,5040.379766666664,1003.68666936667,11346021.0,11332325.0,22678346.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,14362.2252,11370.0,11010.0,10629.4932,15390.0,12247.4084,1840.3090971822137,11260.245,1623.1887661707055,12834.448733333333,2365.377340417835,657.0,0.04269005847953222,17255.2104,2014-07-01
2014-07-01,10508.0,5658.0,1059.0,31.0,17255.2104,1973.0,,2014,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,29.780645161290323,32.59032258064516,34.2,27.61935483870968,25.9,4.9709677419354845,80.16129032258064,260.5,20,30,0,31,8,0,23,,,,,,,,,,,12583.825709677412,136.69499999999988,3984.358870967741,133.607709677419,1867.391419354834,236.64435483871,5212.664677419358,1012.46367741935,12292081.0,12321376.0,24613457.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,16047.0,14362.2252,11370.0,10520.7516,15845.0,13926.4084,2368.762221577236,12163.1628,2481.826792046324,12889.198733333333,2436.442678888138,1410.2104,0.08900034080151475,16593.4404,2014-08-01
2014-08-01,10126.0,5367.0,1071.0,30.0,16593.4404,2052.0,,2014,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,29.02258064516129,31.9741935483871,34.6,26.770967741935483,22.9,5.203225806451614,81.12903225806451,548.2,17,29,0,31,10,0,21,,,,,,,,,,,12693.53912903226,144.6872903225806,4008.543129032259,132.643935483871,1866.07832258064,241.494225806452,5281.907741935488,1018.18448387097,13498072.0,13284718.0,26782790.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,17255.2104,16047.0,14362.2252,9669.0,16223.9148,15888.1452,1453.0199508151197,13285.5726,3048.6040341296866,13006.716266666668,2619.1316135546613,369.52559999999903,0.02277659890077821,15869.5308,2014-09-01
2014-09-01,9798.0,5045.0,993.0,33.0,15869.5308,2084.0,,2014,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,28.986666666666668,31.996666666666666,34.1,27.026666666666664,25.2,4.970000000000001,77.3,140.6,13,26,0,30,8,0,22,,,,,,,,,,,12729.712466666671,124.8747333333333,3979.2942666666704,144.023766666667,1896.428700000003,246.643233333333,5350.22233333333,988.225433333333,11606067.0,11736976.0,23343043.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,16593.4404,17255.2104,16047.0,11010.0,14701.0,16631.8836,605.0219024022293,14439.645999999999,2695.960397344141,13037.510066666668,2662.2136894060077,1168.5308000000005,0.079486483912659,13515.0,2014-10-01
2014-10-01,8865.0,3649.0,967.0,34.0,13515.0,2012.0,,2014,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,26.24516129032258,28.903225806451612,31.4,24.33225806451613,22.8,4.570967741935483,71.12903225806451,109.8,7,9,0,31,8,0,23,,,,,,,,,,,12640.438193548383,137.1900645161291,3624.7769677419305,147.682161290323,1902.5364193548369,238.843322580645,5677.4847419354855,911.924516129032,12477174.0,12342231.0,24819405.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,15869.5308,16593.4404,17255.2104,11370.0,13143.0,16572.7272,693.071977470173,15249.567799999999,2130.1301013554835,13134.887633333334,2748.562483760916,372.0,0.02830404017347643,11197.0,2014-11-01
2014-11-01,7787.0,2488.0,890.0,32.0,11197.0,2358.0,,2014,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,22.64333333333333,24.56,28.6,21.17,18.1,3.39,78.16666666666667,31.099999999999998,7,0,0,30,10,0,20,,,,,,,,,,,12835.531499999996,137.0466666666667,3845.92663333333,146.787333333333,1895.838766666663,240.8189,5626.40256666667,942.710633333333,12546721.0,12515283.0,25062004.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,13515.0,15869.5308,16593.4404,14362.2252,11149.0,15325.9904,1609.588751486518,15607.067799999999,1405.5684175097037,13165.887633333334,2750.759243939716,48.0,0.004305318862678265,10558.6956,2014-12-01
2014-12-01,7382.0,2243.0,896.0,37.0,10558.6956,2591.0,,2014,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,16.338709677419356,18.48709677419355,23.9,14.174193548387096,10.7,4.312903225806451,67.41935483870968,44.7,15,0,6,31,8,0,23,,,,,,,,,,,12657.316387096775,138.603,3866.3009032258014,142.065290322581,1839.943290322585,234.844935483871,5478.150645161292,957.408322580645,13141353.0,13244387.0,26385740.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,11197.0,13515.0,15869.5308,16047.0,10629.4932,13527.176933333334,2336.289200316623,15079.530266666667,2285.0559156779145,13169.887633333334,2747.5928536963825,-70.7976000000017,-0.0066604868800331785,10578.0,2015-01-01
2015-01-01,7113.0,2554.0,876.0,35.0,10578.0,3043.0,,2015,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,16.448387096774194,18.932258064516127,23.9,14.516129032258064,10.3,4.416129032258064,72.0,41.7,4,0,3,31,9,0,22,,,,,,,,,,,12617.467935419356,134.752064516129,3891.0077096774185,142.523451612903,1846.124419354842,239.362838709677,5416.263000000001,947.434451548387,12849938.0,12721868.0,25571806.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,10558.6956,11197.0,13515.0,17255.2104,10520.7516,11756.898533333333,1555.6505719750908,14164.812866666665,2849.17895387831,13163.987833333333,2753.613058789055,57.2484000000004,0.005441474352459785,9449.0,2015-02-01
2015-02-01,6367.0,2289.0,762.0,31.0,9449.0,2996.0,,2015,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,17.475,19.50714285714286,23.8,15.910714285714286,11.0,3.5964285714285715,78.10714285714286,32.0,8,0,1,28,8,0,20,,,,,,,,,,,12515.078350142858,142.7997499999999,3861.8910357142904,133.960571428571,1793.7790714285732,232.051785714286,5374.521321428567,976.074814428571,11849694.0,12042396.0,23892090.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,10578.0,10558.6956,11197.0,16593.4404,9669.0,10777.898533333333,363.0808373991724,13051.944466666668,2700.8486343465006,13168.758533333332,2748.662415643284,-220.0,-0.022753128555176305,11067.3396,2015-03-01
2015-03-01,7562.0,2597.0,875.0,34.0,11067.3396,2459.0,,2015,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,19.896774193548385,21.980645161290322,28.3,18.470967741935485,14.8,3.509677419354839,84.41935483870968,28.4,10,0,0,31,9,0,22,,,,,,,,,,,12616.131245290313,129.376064516129,3947.616290322578,140.44364516129,1852.967483870963,234.619129032258,5334.665419354837,976.443213032258,11856304.0,11845791.0,23702095.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,9449.0,10578.0,10558.6956,15869.5308,11010.0,10195.231866666667,646.3278301965014,11861.2044,2383.4748026413877,13150.425199999998,2774.737600177112,57.339599999999336,0.0052079564032696535,11491.0,2015-04-01
2015-04-01,7928.0,2661.0,871.0,31.0,11491.0,2633.0,,2015,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,23.61,26.69,31.9,21.39,15.9,5.3,77.36666666666666,64.5,7,4,0,30,8,0,22,,,,,,,,,,,12255.8982297,141.2983666666667,3835.1753666666664,134.290133333333,1827.681533333333,231.487566666667,5145.538666666667,940.426596366667,12957744.0,12844315.0,25802059.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,11067.3396,9449.0,10578.0,13515.0,11370.0,10364.779866666666,829.9716164882432,11060.8392,1350.9104149163793,13155.203499999998,2770.7630692074817,121.0,0.01064204045734396,14740.0,2015-05-01
2015-05-01,9713.0,3896.0,1103.0,28.0,14740.0,2248.0,,2015,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,27.451612903225808,29.883870967741935,32.6,25.529032258064515,22.6,4.354838709677419,84.54838709677419,513.0,22,16,0,31,10,0,21,,,,,,,,,,,12240.474812129023,126.4234516129033,3804.776741935481,136.720161290323,1836.04538709677,233.547516129032,5150.969709677416,951.991844387097,12156785.0,12145090.0,24301875.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,11491.0,11067.3396,9449.0,11197.0,14362.2252,10669.1132,1077.6730483976837,10723.505866666666,721.6876277976511,13165.286833333332,2763.887405814028,377.77479999999923,0.026303361403913872,16564.0,2015-06-01
2015-06-01,10701.0,4706.0,1127.0,30.0,16564.0,2112.0,,2015,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,29.666666666666668,32.31666666666667,34.2,27.663333333333334,25.6,4.653333333333333,79.86666666666666,302.09999999999997,17,28,0,30,8,0,22,,,,,,,,,,,12568.694630333337,123.1052333333333,3898.472533333333,138.8334,1890.57256666667,243.494666666667,5284.2346,989.981630333333,11454113.0,11573150.0,23027263.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,14740.0,11491.0,11067.3396,10558.6956,16047.0,12432.779866666666,2009.3084858667141,11314.005866666666,1812.1838808123796,13196.768066666666,2780.859527020702,517.0,0.0322178600361438,16444.8288,2015-07-01
2015-07-01,10172.0,5207.0,1037.0,30.0,16444.8288,1931.0,,2015,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,29.141935483870967,31.825806451612905,34.4,27.229032258064517,23.9,4.596774193548387,79.03225806451613,406.20000000000005,14,26,0,31,8,0,23,,,,,,,,,,,12452.485487419359,129.6686774193548,3838.407129032258,133.718903225806,1857.854806451614,231.649451612903,5294.67325806452,966.513261612903,12082187.0,12142736.0,24224923.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,16564.0,14740.0,11491.0,10578.0,17255.2104,14265.0,2569.6402471941137,12314.889933333334,2735.0094479193426,13239.8514,2832.5563708580403,-810.3816000000006,-0.04696445776169733,16561.0,2015-08-01
2015-08-01,9956.0,5535.0,1039.0,31.0,16561.0,2085.0,,2015,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,29.299999999999997,32.096774193548384,36.3,27.16774193548387,24.9,4.929032258064516,78.35483870967742,143.3,12,25,0,31,10,0,21,,,,,,,,,,,12590.881165967745,140.61612903225802,3893.9780645161286,131.222096774194,1865.6599354838722,239.64964516129,5336.291096774196,983.464198225807,13394817.0,13143204.0,26538021.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,16444.8288,16564.0,14740.0,9449.0,16593.4404,15916.276266666668,1020.426300802533,13292.694733333332,3023.388114070421,13172.3196,2736.1415640288396,-32.4403999999995,-0.001955013500394953,15099.0,2015-09-01
2015-09-01,9637.0,4386.0,1045.0,31.0,15099.0,2074.0,,2015,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,28.403333333333332,31.05666666666667,32.9,26.646666666666665,24.5,4.41,78.3,87.89999999999999,9,25,0,30,8,0,22,,,,,,,,,,,12815.804341166668,127.0662666666667,4003.187333333337,143.416166666667,1904.4884,242.769033333333,5416.974299999996,977.902841166667,11922975.0,11986237.0,23909212.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,16561.0,16444.8288,16564.0,11067.3396,15869.5308,16523.276266666668,67.95405631384757,14478.028066666666,2576.125691340065,13169.616233333334,2732.4676970447517,-770.5308000000005,-0.04855410091897616,13462.9128,2015-10-01
2015-10-01,8943.0,3556.0,931.0,34.0,13462.9128,2031.0,,2015,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,26.016129032258064,28.538709677419355,31.7,24.200000000000003,18.5,4.338709677419355,76.64516129032258,168.3,12,7,0,31,9,0,22,,,,,,,,,,,12724.10441193548,135.444064516129,3964.8332580645165,141.100483870968,1880.398419354834,237.175709677419,5403.949258064516,961.203218387097,12534640.0,12505326.0,25039966.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,15099.0,16561.0,16444.8288,11491.0,13515.0,16034.942933333334,812.6289545478523,15149.971466666664,1960.9120641387806,13105.405333333334,2671.630136434509,-52.08719999999994,-0.003854028856825731,11928.0,2015-11-01
2015-11-01,8173.0,2841.0,879.0,35.0,11928.0,2305.0,,2015,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,24.026666666666664,26.053333333333335,30.3,22.413333333333334,15.3,3.6399999999999997,78.66666666666667,22.8,7,1,0,30,9,0,21,,,,,,,,,,,12974.31399516666,138.1321333333334,4063.3770666666633,143.9942,1905.0497333333328,241.045133333333,5513.333099999996,969.3826285,12384604.0,12294730.0,24679334.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,13462.9128,15099.0,16561.0,14740.0,11197.0,15040.970933333332,1549.8585755269405,15478.623599999999,1267.746190595901,13101.064733333333,2670.94639599416,731.0,0.06528534428864874,10698.0,2015-12-01
2015-12-01,7630.0,2140.0,892.0,36.0,10698.0,2488.0,,2015,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,18.567741935483873,20.251612903225805,25.1,17.074193548387097,11.3,3.1774193548387095,76.03225806451613,64.3,9,0,2,31,8,0,23,,,,,,,,,,,12833.957595225804,140.1292903225806,3981.8756129032226,141.041161290323,1859.073806451617,233.275709677419,5521.77874193548,956.783272645161,12876520.0,13056448.0,25932968.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,11928.0,13462.9128,15099.0,16564.0,10558.6956,13496.6376,1585.7689843105022,15009.956933333335,1938.0079710148445,13161.981399999999,2631.618745348219,139.3044000000009,0.013193334222079578,11000.142,2016-01-01
2016-01-01,7410.0,2677.0,881.0,31.0,11000.142,2877.0,,2016,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,16.025806451612905,17.806451612903224,24.3,14.432258064516128,3.1,3.3741935483870966,82.93548387096774,266.9,18,0,7,31,10,0,21,,,,,,,,,,,12480.696713258054,121.1968387096774,3856.0739677419347,137.913258064516,1831.36967741935,231.831709677419,5374.789580645156,927.521681,12749418.0,12516395.0,25265813.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,10698.0,11928.0,13462.9128,16444.8288,10578.0,12029.6376,1385.255698129864,14032.290266666669,2417.5319875354394,13173.590100000001,2619.3698005024294,422.1419999999998,0.03990754395916052,9895.0,2016-02-01
2016-02-01,6392.0,2738.0,731.0,34.0,9895.0,3115.0,,2016,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,15.458620689655174,18.217241379310344,25.9,13.351724137931035,9.4,4.86551724137931,73.79310344827586,24.8,10,0,10,29,8,0,21,,,,,,,,,,,12252.173258655177,137.6462068965518,3835.214655172416,130.430206896552,1792.642620689659,227.736034482759,5203.719275862068,924.784258655172,11085714.0,11133066.0,22218780.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,11000.142,10698.0,11928.0,16561.0,9449.0,11208.714,640.9771520015596,13124.842466666667,2351.812766002755,13208.768600000001,2583.93670805287,446.0,0.047200761985395356,10739.0,2016-03-01
2016-03-01,7079.0,2799.0,827.0,34.0,10739.0,2674.0,,2016,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,17.516129032258064,19.990322580645163,25.9,15.651612903225805,10.0,4.338709677419355,83.83870967741936,148.7,15,0,3,31,8,0,23,,,,,,,,,,,12289.625241225804,127.27390322580641,3850.612935483869,134.750387096774,1805.901806451617,228.940225806452,5228.904129032255,913.241854129032,12112590.0,12397536.0,24510126.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,9895.0,11000.142,10698.0,15099.0,11067.3396,10531.047333333334,571.1738830876358,12013.842466666667,1942.8790079295998,13245.935266666667,2527.5328268513117,-328.33959999999934,-0.029667436969224248,11925.0,2016-04-01
2016-04-01,8099.0,2917.0,877.0,32.0,11925.0,2709.0,,2016,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,23.573333333333334,26.009999999999998,29.1,21.853333333333335,19.8,4.156666666666667,88.86666666666666,211.4,15,0,0,30,9,0,21,,,,,,,,,,,12498.42235953333,127.6363666666667,3934.7542333333363,137.2883,1843.379966666663,234.7693,5293.744533333331,926.849659533333,12435100.0,12250516.0,24685616.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,10739.0,9895.0,11000.142,13462.9128,11491.0,10544.714,577.6201151172578,11287.175799999999,1250.0123071341434,13218.573633333333,2554.890240368193,434.0,0.0377686885388564,14249.0,2016-05-01
2016-05-01,9518.0,3658.0,1041.0,32.0,14249.0,2246.0,,2016,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,26.73225806451613,29.103225806451615,32.1,24.916129032258063,20.4,4.187096774193549,83.41935483870968,233.6,15,13,0,31,9,0,22,,,,,,,,,,,12463.16559567742,131.1258387096774,3952.5213870967723,137.758483870968,1839.7803548387121,235.053387096774,5240.344064516128,926.582079548387,12182443.0,12125962.0,24308405.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,11925.0,10739.0,9895.0,11928.0,14740.0,10853.0,1019.7901744967216,11030.856999999998,786.3136897536624,13254.7403,2531.1734845279034,-491.0,-0.03331071913161465,16243.0,2016-06-01
2016-06-01,10348.0,4819.0,1047.0,29.0,16243.0,2153.0,,2016,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,29.37,32.373333333333335,35.5,27.470000000000002,24.1,4.903333333333333,81.9,347.4,17,27,0,30,8,0,22,,,,,,,,,,,12525.25270973333,120.00379999999998,3939.8363,138.504966666667,1864.4650333333332,240.5164,5268.189966666663,953.736243066667,11646662.0,11823275.0,23469937.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,14249.0,11925.0,10739.0,10698.0,16564.0,12304.333333333334,1785.481821059316,11417.690333333332,1532.656826090137,13213.823633333333,2508.85155160348,-321.0,-0.01937937696208647,17025.6528,2016-07-01
2016-07-01,10536.0,5350.0,1111.0,28.0,17025.6528,1953.0,,2016,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,29.780645161290323,32.62903225806452,35.6,27.35483870967742,24.7,5.274193548387097,79.19354838709677,175.9,20,29,0,31,10,0,21,,,,,,,,,,,12559.253014258064,132.74316129032252,3964.3462903225777,133.665516129032,1837.201677419357,230.130419354839,5306.574838709677,954.591111032258,12866246.0,12879735.0,25745981.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,16243.0,14249.0,11925.0,11000.142,16444.8288,14139.0,2161.10064550447,12341.856999999998,2424.3077267323224,13187.073633333333,2471.3143027071656,580.8240000000005,0.03531955285542421,16084.0,2016-08-01
2016-08-01,10057.0,4961.0,1034.0,32.0,16084.0,2038.0,,2016,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,28.36774193548387,31.048387096774192,34.4,26.506451612903227,24.5,4.541935483870967,83.83870967741936,532.7,19,19,0,31,8,0,23,,,,,,,,,,,12480.716362483861,132.9931935483871,3924.689903225803,130.177193548387,1814.166419354835,236.504838709677,5310.887935483871,931.296878612903,12753051.0,12478075.0,25231126.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,17025.6528,16243.0,14249.0,9895.0,16561.0,15839.217600000002,1431.6879418536028,13346.1088,2948.6591412885787,13235.475633333333,2545.494173490074,-477.0,-0.02880260853813177,14997.0,2016-09-01
2016-09-01,9381.0,4595.0,989.0,32.0,14997.0,2132.0,,2016,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,27.94,30.426666666666666,34.9,26.10666666666667,22.8,4.319999999999999,79.4,323.1,16,19,0,30,8,0,22,,,,,,,,,,,12947.660293999988,123.3534666666666,4110.202899999996,145.116933333333,1880.8591333333302,240.884933333333,5502.5979666666635,944.644960666667,11956161.0,11990839.0,23947000.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,16084.0,17025.6528,16243.0,10739.0,15099.0,16450.884266666668,504.0728123816022,14377.6088,2556.3605548170854,13195.725633333333,2492.0047509109654,-102.0,-0.006755414265845472,14154.0,2016-10-01
2016-10-01,9281.0,3858.0,980.0,35.0,14154.0,2074.0,,2016,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,26.75483870967742,29.1,32.4,25.0,22.0,4.1000000000000005,80.19354838709677,624.4,12,7,0,31,10,0,21,,,,,,,,,,,12532.841081516128,134.7096451612903,3939.2159032258055,139.584,1811.669935483868,232.686064516129,5348.414677419358,926.560855709677,12630092.0,12545584.0,25175676.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,14997.0,16084.0,17025.6528,11925.0,13462.9128,16035.550933333334,1015.1938385265772,15087.275466666666,1832.88336910219,13187.225633333333,2485.0870387791806,691.0871999999999,0.05133266554322469,11466.0,2016-11-01
2016-11-01,7955.0,2615.0,861.0,35.0,11466.0,2356.0,,2016,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,22.263333333333332,24.516666666666666,29.2,20.34,12.8,4.176666666666667,78.63333333333334,131.29999999999998,11,0,0,30,8,0,22,,,,,,,,,,,13104.354924466661,133.69299999999998,4109.424166666662,145.812233333333,1871.348833333333,240.308533333333,5659.424800000001,944.3433578,12464636.0,12445829.0,24910465.0,,,,2019,7506300,1301677230.8828125,5766.636937260661,2148.0,6441.0,86.0,582.0,487.0,3.0,11240.0,338239.0,4.0,73508832.77734375,217.32808096447704,12.199518230926518,0.0,0,1,0,1,14154.0,14997.0,16084.0,14249.0,11928.0,15078.333333333334,967.5672241932907,15458.775466666666,1169.6367550019118,13244.816233333333,2500.0196840874123,-462.0,-0.03873239436619713,10722.0,2016-12-01
