period_month,electricity_commercial_tj,electricity_domestic_tj,electricity_industrial_tj,electricity_street_lighting_tj,electricity_total_tj,gas_total_tj,electricity_export_to_mainland_tj,year,month,quarter,sin_month,cos_month,source_dataset,temp_mean_c_avg,temp_max_c_avg,temp_max_c_peak,temp_min_c_avg,temp_min_c_low,temp_range_c_avg,rh_mean_pct_avg,rainfall_mm_sum,rainfall_day_count,hot_day_count,cool_day_count,days_in_month,weekend_days,public_holiday_days,business_days,immigration_arrival_hk_residents,immigration_departure_hk_residents,immigration_arrival_mainland_visitors,immigration_departure_mainland_visitors,immigration_arrival_other_visitors,immigration_departure_other_visitors,immigration_arrival_total_passengers,immigration_departure_total_passengers,immigration_total_cross_border_passengers,immigration_net_arrivals_total_passengers,public_transport_total_avg_daily_pax,public_transport_ferries_avg_daily_pax,public_transport_fran_bus_avg_daily_pax,public_transport_lrb_avg_daily_pax,public_transport_plb_avg_daily_pax,public_transport_rs_avg_daily_pax,public_transport_railways_avg_daily_pax,public_transport_tax_avg_daily_pax,cross_harbour_av_pax,cross_harbour_db_pax,cross_harbour_total_pax,building_consent_demolition_count,building_consent_site_formation_count,building_consent_foundation_count,building_consent_superstructure_count,building_consent_total_count,occupation_permits_domestic_count,occupation_permits_non_domestic_count,occupation_permits_composite_count,occupation_permits_total_count,occupation_permits_domestic_units,building_completion_domestic_gfa,building_completion_non_domestic_gfa,building_completion_total_gfa,building_completion_domestic_ufa,building_completion_non_domestic_ufa,building_completion_total_ufa,building_completion_domestic_units,building_completion_declared_cost_hkd,building_completion_declared_cost_aa_hkd,hkelectric_re_generation_solar_photovoltaic,hkelectric_re_generation_wind_power,hkelectric_re_generation_grand_total,feature_year,population,district_area_m2,population_density_per_km2,immigration_features_available,transport_features_available,building_activity_features_available,re_generation_features_available,population_features_available,electricity_lag_1m,electricity_lag_2m,electricity_lag_3m,electricity_lag_6m,electricity_lag_12m,electricity_roll_mean_3m,electricity_roll_std_3m,electricity_roll_mean_6m,electricity_roll_std_6m,electricity_roll_mean_12m,electricity_roll_std_12m,electricity_yoy_delta_tj,electricity_yoy_growth,target_electricity_total_t_plus_1m,target_period_month
1979-01-01,918.0,507.0,985.0,11.0,2421.0,253.0,,1979,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,17.63225806451613,20.177419354838708,23.7,15.529032258064515,6.8,4.648387096774194,80.09677419354838,45.1,8,0,3,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,,,,,,,,,,,,,,2415.0,1979-02-01
1979-02-01,970.0,544.0,891.0,11.0,2415.0,268.0,,1979,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,18.857142857142858,21.29642857142857,26.5,16.810714285714287,6.1,4.485714285714285,78.17857142857143,9.4,8,0,2,28,8,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2421.0,,,,,2421.0,,,,,,,,2601.0,1979-03-01
1979-03-01,995.0,520.0,1076.0,10.0,2601.0,264.0,,1979,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,19.33225806451613,21.093548387096774,27.8,17.648387096774194,12.6,3.4451612903225803,88.03225806451613,71.9,16,0,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2415.0,2421.0,,,,2418.0,4.242640687119285,,,,,,,2676.0,1979-04-01
1979-04-01,1030.0,548.0,1088.0,10.0,2676.0,263.0,,1979,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,21.703333333333333,24.46333333333333,32.4,19.666666666666668,14.1,4.796666666666666,84.93333333333334,234.5,12,1,0,30,9,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2601.0,2415.0,2421.0,,,2479.0,105.69768209379049,2479.0,105.69768209379049,,,,,2943.0,1979-05-01
1979-05-01,1145.0,578.0,1210.0,10.0,2943.0,244.0,,1979,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,24.403225806451612,26.893548387096775,31.2,22.603225806451615,19.4,4.290322580645161,86.35483870967742,311.6,17,4,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2676.0,2601.0,2415.0,,,2564.0,134.3763372026489,2528.25,130.95896303804486,,,,,3127.0,1979-06-01
1979-06-01,1220.0,642.0,1257.0,8.0,3127.0,255.0,,1979,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,26.876666666666665,29.696666666666665,32.3,25.096666666666668,22.1,4.6,85.56666666666666,378.2,19,14,0,30,9,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2943.0,2676.0,2601.0,,,2740.0,179.75817088522012,2611.2,217.4079115395758,,,,,3547.0,1979-07-01
1979-07-01,1373.0,822.0,1342.0,10.0,3547.0,239.0,,1979,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,29.193548387096776,32.12258064516129,33.8,27.15806451612903,24.4,4.964516129032258,79.41935483870968,339.4,13,29,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3127.0,2943.0,2676.0,2421.0,,2915.3333333333335,226.76933949132828,2697.1666666666665,286.62617931142773,2697.1666666666665,286.62617931142773,,,3641.0,1979-08-01
1979-08-01,1385.0,893.0,1354.0,9.0,3641.0,224.0,,1979,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,27.864516129032257,30.948387096774194,33.5,25.88064516129032,23.5,5.067741935483871,85.29032258064517,706.9,21,23,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3547.0,3127.0,2943.0,2415.0,,3205.6666666666665,309.5889748252242,2884.8333333333335,411.19553337392523,2818.5714285714284,414.28969620418087,,,3447.0,1979-09-01
1979-09-01,1331.0,824.0,1283.0,9.0,3447.0,233.0,,1979,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,27.063333333333333,30.05,32.9,24.94,22.5,5.11,80.93333333333334,506.29999999999995,16,16,0,30,10,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3641.0,3547.0,3127.0,2601.0,,3438.3333333333335,273.6883872825687,3089.1666666666665,434.9576607747781,2921.375,481.3160344306016,,,3163.0,1979-10-01
1979-10-01,1241.0,644.0,1268.0,10.0,3163.0,238.0,,1979,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,24.725806451612904,28.470967741935485,30.6,22.154838709677417,20.3,6.316129032258064,60.61290322580645,0.0,0,4,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3447.0,3641.0,3547.0,2676.0,,3545.0,97.01546268507893,3230.1666666666665,378.52155376763824,2979.777777777778,483.12001039539285,,,2888.0,1979-11-01
1979-11-01,1134.0,527.0,1217.0,10.0,2888.0,263.0,,1979,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,20.383333333333333,23.39,28.9,17.826666666666664,10.5,5.5633333333333335,59.8,11.2,3,0,1,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3163.0,3447.0,3641.0,2943.0,,3417.0,240.40798655618732,3311.3333333333335,273.59653993913565,2998.1,459.1602116908651,,,2693.0,1979-12-01
1979-12-01,1020.0,508.0,1154.0,11.0,2693.0,277.0,,1979,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,18.548387096774192,21.570967741935487,25.3,16.15806451612903,11.4,5.412903225806451,72.61290322580645,0.2,1,0,1,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2888.0,3163.0,3447.0,3127.0,,3166.0,279.51207487334057,3302.1666666666665,288.8988865791404,2988.090909090909,436.8607225524984,,,2819.0,1980-01-01
1980-01-01,1064.0,558.0,1185.0,12.0,2819.0,314.0,,1980,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,16.616129032258065,19.38064516129032,25.4,14.393548387096773,6.3,4.987096774193549,73.16129032258064,4.3,3,0,4,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2693.0,2888.0,3163.0,3547.0,2421.0,2914.6666666666665,236.13202521753217,3229.8333333333335,381.135365279407,2963.5,425.15184453215176,398.0,0.16439487814952503,2423.0,1980-02-01
1980-02-01,954.0,564.0,893.0,12.0,2423.0,321.0,,1980,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,13.96896551724138,16.43448275862069,23.3,11.89310344827586,5.5,4.541379310344827,80.86206896551724,54.5,12,0,13,29,8,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2819.0,2693.0,2888.0,3641.0,2415.0,2800.0,98.87871358386437,3108.5,375.8136506302029,2996.6666666666665,393.31558768392534,8.0,0.003312629399585987,2586.0,1980-03-01
1980-03-01,1006.0,535.0,1034.0,11.0,2586.0,310.0,,1980,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,19.783870967741933,22.851612903225806,26.7,17.73548387096774,14.9,5.116129032258065,84.64516129032258,76.9,6,0,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2423.0,2819.0,2693.0,3447.0,2601.0,2645.0,202.3165836010481,2905.5,359.24351072775136,2997.3333333333335,392.24536229562267,-15.0,-0.005767012687427964,2999.0,1980-04-01
1980-04-01,1168.0,560.0,1260.0,11.0,2999.0,324.0,,1980,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,22.146666666666665,25.073333333333334,29.9,20.029999999999998,14.4,5.043333333333334,83.3,120.1,9,0,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2586.0,2423.0,2819.0,3163.0,2676.0,2609.3333333333335,199.02847367483182,2762.0,257.1318727812634,2996.0833333333335,393.6446155269158,323.0,0.12070254110612866,3213.0,1980-05-01
1980-05-01,1279.0,582.0,1342.0,10.0,3213.0,291.0,,1980,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,24.55806451612903,27.51290322580645,31.1,22.56451612903226,19.0,4.948387096774193,84.64516129032258,278.2,16,5,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2999.0,2586.0,2423.0,2888.0,2943.0,2669.3333333333335,296.9045862450313,2734.6666666666665,210.46108112111006,3023.0,380.5949887407156,270.0,0.09174311926605494,3481.0,1980-06-01
1980-06-01,1418.0,738.0,1315.0,10.0,3481.0,286.0,,1980,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,28.413333333333334,31.613333333333333,34.8,26.37,22.0,5.243333333333333,80.7,150.9,12,24,0,30,9,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3213.0,2999.0,2586.0,2693.0,3127.0,2932.6666666666665,318.71983517398667,2788.8333333333335,286.0618231548323,3045.5,383.40614591744963,354.0,0.1132075471698113,4119.0,1980-07-01
1980-07-01,1618.0,1044.0,1447.0,10.0,4119.0,265.0,,1980,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,28.703225806451613,31.74516129032258,35.0,26.448387096774194,24.1,5.296774193548388,81.58064516129032,454.40000000000003,20,25,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3481.0,3213.0,2999.0,2819.0,3547.0,3231.0,241.50362316122695,2920.1666666666665,393.84688226094516,3075.0,403.34713224579764,572.0,0.1612630391880463,3974.0,1980-08-01
1980-08-01,1556.0,983.0,1425.0,10.0,3974.0,256.0,,1980,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,28.796774193548387,31.674193548387095,32.9,26.703225806451613,25.0,4.9709677419354845,81.41935483870968,250.0,18,28,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,4119.0,3481.0,3213.0,2423.0,3641.0,3604.3333333333335,465.42167260811266,3136.8333333333335,619.8188176125884,3122.6666666666665,488.9194641495082,333.0,0.09145839055204608,3898.0,1980-09-01
1980-09-01,1559.0,945.0,1383.0,11.0,3898.0,257.0,,1980,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,27.266666666666666,30.16,32.9,25.163333333333334,23.0,4.996666666666667,74.96666666666667,211.6,13,16,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3974.0,4119.0,3481.0,2586.0,3447.0,3858.0,334.4443152454528,3395.3333333333335,585.0185182254214,3150.4166666666665,528.8343026856045,451.0,0.13083841021177833,3660.0,1980-10-01
1980-10-01,1519.0,764.0,1366.0,11.0,3660.0,278.0,,1980,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,25.46451612903226,28.032258064516128,32.7,23.68064516129032,18.6,4.351612903225806,72.7741935483871,80.8,7,6,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3898.0,3974.0,4119.0,2999.0,3163.0,3997.0,112.28089775202113,3614.0,452.1052974695181,3188.0,566.5118148491133,497.0,0.15712930761934873,3175.0,1980-11-01
1980-11-01,1302.0,608.0,1253.0,12.0,3175.0,299.0,,1980,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,22.266666666666666,25.096666666666668,29.3,20.216666666666665,18.8,4.88,70.6,28.200000000000003,4,0,0,30,10,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3660.0,3898.0,3974.0,3213.0,2888.0,3844.0,163.8169710378013,3724.1666666666665,338.54595945996516,3229.4166666666665,582.4608388448776,287.0,0.09937673130193914,2973.0,1980-12-01
1980-12-01,1205.0,533.0,1223.0,12.0,2973.0,323.0,,1980,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,18.148387096774194,20.648387096774194,26.0,16.074193548387097,12.1,4.574193548387097,62.354838709677416,0.7,1,0,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3175.0,3660.0,3898.0,3481.0,2693.0,3577.6666666666665,368.4648332383066,3717.8333333333335,350.1767648869187,3253.3333333333335,572.9825212839997,280.0,0.10397326401782392,2929.0,1981-01-01
1981-01-01,1155.0,599.0,1163.0,12.0,2929.0,363.0,,1981,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,16.33225806451613,19.003225806451614,23.2,14.264516129032257,9.8,4.738709677419355,66.45161290322581,0.0,0,0,4,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2973.0,3175.0,3660.0,4119.0,2819.0,3269.3333333333335,353.0811993484404,3633.1666666666665,462.34074735704195,3276.6666666666665,553.4584378471809,110.0,0.03902092940759139,2559.0,1981-02-01
1981-02-01,1106.0,585.0,855.0,13.0,2559.0,378.0,,1981,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,17.607142857142858,19.825,25.3,15.882142857142856,9.5,3.942857142857143,80.46428571428571,11.799999999999999,12,0,4,28,8,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2929.0,2973.0,3175.0,3974.0,2423.0,3025.6666666666665,131.1843486599417,3434.8333333333335,467.460123076469,3285.8333333333335,546.0505859572369,136.0,0.056128765992571106,2858.0,1981-03-01
1981-03-01,1180.0,546.0,1120.0,12.0,2858.0,335.0,,1981,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,20.64516129032258,23.080645161290324,27.7,18.783870967741933,15.9,4.296774193548388,82.54838709677419,123.9,14,0,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2559.0,2929.0,2973.0,3898.0,2586.0,2820.3333333333335,227.38806770218432,3199.0,497.0460743230955,3297.1666666666665,527.6144999960293,272.0,0.10518174787316315,3234.0,1981-04-01
1981-04-01,1364.0,612.0,1247.0,11.0,3234.0,343.0,,1981,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,24.216666666666665,26.8,29.8,22.40666666666667,19.3,4.393333333333333,83.6,94.2,13,0,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2858.0,2559.0,2929.0,3660.0,2999.0,2782.0,196.35936443164567,3025.6666666666665,369.50976531976323,3319.8333333333335,499.3715747787102,235.0,0.0783594531510503,3556.0,1981-05-01
1981-05-01,1488.0,681.0,1376.0,11.0,3556.0,329.0,,1981,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,25.164516129032258,27.81935483870968,31.5,23.358064516129033,18.5,4.461290322580646,80.54838709677419,336.1,14,7,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3234.0,2858.0,2559.0,3175.0,3213.0,2883.6666666666665,338.23118326572614,2954.6666666666665,242.26651990455952,3339.4166666666665,490.16907256269127,343.0,0.10675381263616557,3719.0,1981-06-01
1981-06-01,1568.0,736.0,1404.0,11.0,3719.0,333.0,,1981,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,26.873333333333335,29.240000000000002,33.1,25.326666666666664,22.7,3.9133333333333327,80.06666666666666,106.39999999999999,14,14,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3556.0,3234.0,2858.0,2973.0,3481.0,3216.0,349.34796407020883,3018.1666666666665,341.2702252858671,3368.0,492.1239681218535,238.0,0.06837115771330082,4179.0,1981-07-01
1981-07-01,1735.0,967.0,1466.0,11.0,4179.0,315.0,,1981,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,28.406451612903226,30.84193548387097,33.3,26.451612903225808,23.5,4.390322580645161,80.2258064516129,317.2,20,21,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3719.0,3556.0,3234.0,2929.0,4119.0,3503.0,246.8055915087823,3142.5,442.4254739501333,3387.8333333333335,501.7929368924502,60.0,0.014566642388929463,4239.0,1981-08-01
1981-08-01,1721.0,1049.0,1458.0,11.0,4239.0,311.0,,1981,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,29.112903225806452,31.690322580645162,33.3,27.1,24.6,4.590322580645161,79.38709677419355,101.19999999999999,17,28,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,4179.0,3719.0,3556.0,2559.0,3974.0,3818.0,323.08358051748763,3350.8333333333335,591.1065611771428,3392.8333333333335,509.97305335822807,265.0,0.06668344237544033,4298.0,1981-09-01
1981-09-01,1759.0,1029.0,1498.0,12.0,4298.0,308.0,,1981,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,27.16,29.326666666666664,32.1,25.426666666666666,23.8,3.9,81.36666666666666,381.9,15,13,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,4239.0,4179.0,3719.0,2858.0,3898.0,4045.6666666666665,284.48784391135814,3630.8333333333335,536.3720412798077,3414.9166666666665,542.1496704338332,400.0,0.10261672652642373,3828.0,1981-10-01
1981-10-01,1642.0,786.0,1388.0,12.0,3828.0,311.0,,1981,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,24.770967741935483,27.09032258064516,30.8,22.741935483870968,14.8,4.348387096774193,75.80645161290323,111.60000000000001,8,4,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,4298.0,4239.0,4179.0,3234.0,3660.0,4238.666666666667,59.500700275990795,3870.8333333333335,433.75450045696147,3448.25,585.1435138649155,168.0,0.04590163934426239,3236.0,1981-11-01
1981-11-01,1377.0,595.0,1252.0,12.0,3236.0,344.0,,1981,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,20.33,22.633333333333333,27.5,18.303333333333335,11.3,4.33,74.23333333333333,69.8,7,0,1,30,9,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3828.0,4298.0,4239.0,3556.0,3175.0,4121.666666666667,256.02799326115365,3969.8333333333335,309.25291698974866,3462.25,592.632206193842,61.0,0.01921259842519696,2990.0,1981-12-01
1981-12-01,1246.0,550.0,1181.0,13.0,2990.0,364.0,,1981,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,16.44516129032258,19.129032258064516,23.0,14.151612903225805,9.5,4.977419354838709,59.87096774193548,5.4,3,0,5,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3236.0,3828.0,4298.0,3719.0,2973.0,3787.3333333333335,532.1666405679085,3916.5,407.03157125707287,3467.3333333333335,590.2009416420394,17.0,0.005718129835183383,2805.0,1982-01-01
1982-01-01,1209.0,587.0,996.0,13.0,2805.0,408.0,,1982,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,16.861290322580647,19.322580645161292,24.6,15.13225806451613,11.5,4.190322580645161,70.35483870967742,16.0,5,0,1,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2990.0,3236.0,3828.0,4179.0,2929.0,3351.3333333333335,430.74044775634167,3795.0,558.4256441102981,3468.75,588.9255432179385,-124.0,-0.04233526800955956,2733.0,1982-02-01
1982-02-01,1192.0,611.0,916.0,14.0,2733.0,423.0,,1982,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,15.950000000000001,17.967857142857145,24.0,14.257142857142856,10.2,3.710714285714286,80.25,23.1,11,0,6,28,8,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2805.0,2990.0,3236.0,4239.0,2559.0,3010.3333333333335,216.21825393184028,3566.0,644.545421207847,3458.4166666666665,600.2362350598191,174.0,0.06799531066822984,3105.0,1982-03-01
1982-03-01,1343.0,579.0,1171.0,12.0,3105.0,419.0,,1982,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,19.174193548387095,21.68064516129032,27.2,17.316129032258065,12.9,4.364516129032259,85.06451612903226,30.6,10,0,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,2733.0,2805.0,2990.0,4298.0,2858.0,2842.6666666666665,132.575764502166,3315.0,622.9202196108264,3472.9166666666665,578.232016712594,247.0,0.08642407277816666,3294.0,1982-04-01
1982-04-01,1423.0,625.0,1234.0,12.0,3294.0,393.0,,1982,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,20.94333333333333,23.509999999999998,28.6,19.09,13.8,4.42,79.76666666666667,310.0,14,0,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3105.0,2733.0,2805.0,3828.0,3234.0,2881.0,197.30179928221747,3116.1666666666665,395.15840705553313,3493.5,558.4093480592875,60.0,0.01855287569573294,3676.0,1982-05-01
1982-05-01,1638.0,659.0,1367.0,12.0,3676.0,388.0,,1982,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,25.293548387096774,28.0,31.8,23.43548387096774,19.6,4.564516129032258,83.19354838709677,767.4,11,1,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3294.0,3105.0,2733.0,3236.0,3556.0,3044.0,285.43125266866,3027.1666666666665,227.21920400059983,3498.5,556.1385536978078,120.0,0.03374578177727794,4059.0,1982-06-01
1982-06-01,1854.0,788.0,1406.0,11.0,4059.0,386.0,,1982,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,27.17,29.246666666666666,31.7,25.45,22.3,3.796666666666666,80.76666666666667,205.89999999999998,16,13,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,3676.0,3294.0,3105.0,2990.0,3719.0,3358.3333333333335,290.88542990898276,3100.5,347.34694471090387,3508.5,558.3409678356361,340.0,0.09142242538316747,4576.0,1982-07-01
