period_month,electricity_commercial_tj,electricity_domestic_tj,electricity_industrial_tj,electricity_street_lighting_tj,electricity_total_tj,gas_total_tj,electricity_export_to_mainland_tj,year,month,quarter,sin_month,cos_month,source_dataset,temp_mean_c_avg,temp_max_c_avg,temp_max_c_peak,temp_min_c_avg,temp_min_c_low,temp_range_c_avg,rh_mean_pct_avg,rainfall_mm_sum,rainfall_day_count,hot_day_count,cool_day_count,days_in_month,weekend_days,public_holiday_days,business_days,immigration_arrival_hk_residents,immigration_departure_hk_residents,immigration_arrival_mainland_visitors,immigration_departure_mainland_visitors,immigration_arrival_other_visitors,immigration_departure_other_visitors,immigration_arrival_total_passengers,immigration_departure_total_passengers,immigration_total_cross_border_passengers,immigration_net_arrivals_total_passengers,public_transport_total_avg_daily_pax,public_transport_ferries_avg_daily_pax,public_transport_fran_bus_avg_daily_pax,public_transport_lrb_avg_daily_pax,public_transport_plb_avg_daily_pax,public_transport_rs_avg_daily_pax,public_transport_railways_avg_daily_pax,public_transport_tax_avg_daily_pax,cross_harbour_av_pax,cross_harbour_db_pax,cross_harbour_total_pax,building_consent_demolition_count,building_consent_site_formation_count,building_consent_foundation_count,building_consent_superstructure_count,building_consent_total_count,occupation_permits_domestic_count,occupation_permits_non_domestic_count,occupation_permits_composite_count,occupation_permits_total_count,occupation_permits_domestic_units,building_completion_domestic_gfa,building_completion_non_domestic_gfa,building_completion_total_gfa,building_completion_domestic_ufa,building_completion_non_domestic_ufa,building_completion_total_ufa,building_completion_domestic_units,building_completion_declared_cost_hkd,building_completion_declared_cost_aa_hkd,hkelectric_re_generation_solar_photovoltaic,hkelectric_re_generation_wind_power,hkelectric_re_generation_grand_total,feature_year,population,district_area_m2,population_density_per_km2,immigration_features_available,transport_features_available,building_activity_features_available,re_generation_features_available,population_features_available,electricity_lag_1m,electricity_lag_2m,electricity_lag_3m,electricity_lag_6m,electricity_lag_12m,electricity_roll_mean_3m,electricity_roll_std_3m,electricity_roll_mean_6m,electricity_roll_std_6m,electricity_roll_mean_12m,electricity_roll_std_12m,electricity_yoy_delta_tj,electricity_yoy_growth,target_electricity_total_t_plus_1m,target_period_month
1992-02-01,3005.0,1255.0,1337.0,22.0,5619.0,1685.0,,1992,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,15.4,17.227586206896554,23.3,13.931034482758621,11.2,3.2965517241379314,82.86206896551724,142.8,15,0,4,29,9,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6612.0,6238.0,6944.0,9815.0,5229.0,6598.0,353.2081539262908,7918.833333333333,1512.932836138695,7625.333333333333,1575.06821401102,390.0,0.07458405048766492,6252.0,1992-03-01
1992-03-01,3258.0,1183.0,1789.0,22.0,6252.0,1588.0,,1992,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,17.967741935483872,20.067741935483873,25.5,16.241935483870968,9.7,3.825806451612903,89.83870967741936,242.4,15,0,3,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,5619.0,6612.0,6238.0,9292.0,5704.0,6156.333333333333,501.5120470470824,7219.5,1428.5805192567925,7657.833333333333,1524.3336447792676,548.0,0.09607293127629735,6732.0,1992-04-01
1992-04-01,3552.0,1239.0,1918.0,23.0,6732.0,1518.0,,1992,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,21.94,24.263333333333332,29.6,20.293333333333333,17.4,3.9699999999999998,86.83333333333333,492.2,16,0,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6252.0,5619.0,6612.0,8612.0,7019.0,6161.0,502.71562537882346,6712.833333333333,1030.023769952263,7703.5,1467.6326330027318,-287.0,-0.040889015529277706,7816.0,1992-05-01
1992-05-01,4091.0,1540.0,2162.0,23.0,7816.0,1470.0,,1992,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,24.799999999999997,27.12258064516129,31.0,23.280645161290323,20.2,3.841935483870968,86.48387096774194,602.3,18,2,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6732.0,6252.0,5619.0,6944.0,7536.0,6201.0,558.249944021512,6399.5,471.0013800404461,7679.583333333333,1482.0688524266743,280.0,0.03715498938428885,8390.0,1992-06-01
1992-06-01,4333.0,1827.0,2207.0,23.0,8390.0,1461.0,,1992,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,27.15666666666667,29.459999999999997,32.8,25.490000000000002,22.5,3.9699999999999998,85.96666666666667,532.8,17,15,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7816.0,6732.0,6252.0,6238.0,8913.0,6933.333333333333,801.2024296851259,6544.833333333333,733.8218902885578,7702.916666666667,1481.8069103958705,-523.0,-0.0586783350162684,9733.0,1992-07-01
1992-07-01,4757.0,2602.0,2352.0,22.0,9733.0,1427.0,,1992,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,28.22258064516129,30.85483870967742,32.4,26.17096774193548,23.4,4.683870967741936,81.12903225806451,358.1,15,26,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,8390.0,7816.0,6732.0,6612.0,9590.0,7646.0,841.9714959545902,6903.5,1022.8504778314413,7659.333333333333,1450.337160383014,143.0,0.014911366006256532,9802.0,1992-08-01
1992-08-01,4611.0,2918.0,2250.0,23.0,9802.0,1428.0,,1992,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,29.358064516129033,32.016129032258064,35.0,27.316129032258065,25.6,4.699999999999999,77.06451612903226,97.7,15,28,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,9733.0,8390.0,7816.0,5619.0,9815.0,8646.333333333334,983.8710958928189,7423.666666666667,1518.4711609598246,7671.25,1468.1210084507786,-13.0,-0.0013245033112583293,10604.0,1992-09-01
1992-09-01,4998.0,3207.0,2376.0,23.0,10604.0,1417.0,,1992,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,28.853333333333335,31.42,33.5,26.833333333333332,24.7,4.586666666666665,75.43333333333334,63.1,16,25,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,9802.0,9733.0,8390.0,6252.0,9292.0,9308.333333333334,796.0479466296811,8120.833333333333,1484.060162751727,7670.166666666667,1466.3991043823366,1312.0,0.14119672836848896,9020.0,1992-10-01
1992-10-01,4543.0,2286.0,2168.0,23.0,9020.0,1376.0,,1992,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,24.55806451612903,27.325806451612905,31.2,22.283870967741933,19.6,5.041935483870968,65.90322580645162,30.900000000000002,7,3,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10604.0,9802.0,9733.0,6732.0,8612.0,10046.333333333334,484.1841936012847,8846.166666666666,1451.1444334271785,7779.5,1637.269872795448,408.0,0.047375754760798916,6864.0,1992-11-01
1992-11-01,3735.0,1218.0,1888.0,23.0,6864.0,1526.0,,1992,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,20.40666666666667,23.15,26.4,18.203333333333333,13.1,4.946666666666667,64.26666666666667,10.1,3,0,0,30,9,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,9020.0,10604.0,9802.0,7816.0,6944.0,9808.666666666666,792.0210434914771,9227.5,1021.4820115890552,7813.5,1660.2051078104737,-80.0,-0.011520737327188946,6709.0,1992-12-01
1992-12-01,3689.0,1140.0,1857.0,23.0,6709.0,1631.0,,1992,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,19.183870967741935,21.438709677419357,25.4,17.36774193548387,11.7,4.070967741935484,77.12903225806451,66.4,7,0,1,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6864.0,9020.0,10604.0,8390.0,6238.0,8829.333333333334,1877.276040792439,9068.833333333334,1316.045351295573,7806.833333333333,1664.1699450658855,471.0,0.07550496954151975,6453.0,1993-01-01
1993-01-01,3565.0,1305.0,1560.0,23.0,6453.0,1732.0,,1993,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,14.619354838709677,16.906451612903226,23.7,12.629032258064516,5.4,4.27741935483871,73.64516129032258,33.5,7,0,16,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6709.0,6864.0,9020.0,9733.0,6612.0,7531.0,1291.8386122112977,8788.666666666666,1630.7614990140914,7846.083333333333,1628.9871620864328,-159.0,-0.02404718693284935,5948.0,1993-02-01
1993-02-01,3231.0,1374.0,1319.0,24.0,5948.0,1759.0,,1993,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,18.017857142857142,20.310714285714287,23.4,16.25357142857143,12.8,4.057142857142858,77.53571428571429,1.0,3,0,0,28,8,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6453.0,6709.0,6864.0,9802.0,5619.0,6675.333333333333,207.55802401581974,8242.0,1792.6194241946664,7832.833333333333,1640.5432489011491,329.0,0.05855134365545478,6716.0,1993-03-01
1993-03-01,3734.0,1209.0,1750.0,23.0,6716.0,1671.0,,1993,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,19.38064516129032,21.725806451612904,28.1,17.529032258064515,11.3,4.196774193548387,82.38709677419355,49.0,11,0,1,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,5948.0,6453.0,6709.0,10604.0,6252.0,6370.0,387.2299058699116,7599.666666666667,1812.219927786548,7860.25,1602.49017157672,464.0,0.07421625079974414,7362.0,1993-04-01
1993-04-01,4076.0,1422.0,1841.0,23.0,7362.0,1671.0,,1993,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,21.8,24.23,29.8,19.9,14.6,4.33,86.33333333333333,136.29999999999998,13,0,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6716.0,5948.0,6453.0,9020.0,6732.0,6372.333333333333,390.3028738471624,6951.666666666667,1063.591024156691,7898.916666666667,1565.3236934102483,630.0,0.09358288770053469,8192.0,1993-05-01
1993-05-01,4538.0,1678.0,1953.0,23.0,8192.0,1646.0,,1993,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,26.04516129032258,28.6,31.7,24.138709677419353,20.6,4.461290322580646,83.96774193548387,338.4,15,11,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7362.0,6716.0,5948.0,6864.0,7816.0,6675.333333333333,707.8766370868244,6675.333333333333,466.54888989973807,7951.416666666667,1532.8562441245108,376.0,0.048106448311156624,9343.0,1993-06-01
1993-06-01,4870.0,2424.0,2026.0,23.0,9343.0,1544.0,,1993,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,28.303333333333335,30.55666666666667,33.0,26.19333333333333,23.6,4.363333333333333,83.66666666666667,485.2,26,21,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,8192.0,7362.0,6716.0,6709.0,8390.0,7423.333333333333,739.9090034141674,6896.666666666667,782.1881274135261,7982.75,1533.6792437557663,953.0,0.11358760429082237,10812.0,1993-07-01
1993-07-01,5387.0,3251.0,2151.0,23.0,10812.0,1470.0,,1993,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,29.451612903225808,32.038709677419355,33.5,27.55483870967742,24.3,4.483870967741935,78.83870967741936,213.7,12,29,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,9343.0,8192.0,7362.0,6453.0,9733.0,8299.0,994.825110258083,7335.666666666667,1253.1634636657263,8062.166666666667,1580.6395617731487,1079.0,0.11085996095756712,10783.0,1993-08-01
1993-08-01,5178.0,3450.0,2132.0,23.0,10783.0,1507.0,,1993,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,28.606451612903225,31.225806451612904,33.4,26.774193548387096,25.0,4.451612903225806,81.7741935483871,182.8,17,26,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10812.0,9343.0,8192.0,5948.0,9802.0,9449.0,1313.2124732883096,8062.166666666667,1788.3552685824714,8152.083333333333,1709.7451941116449,981.0,0.10008161599673526,10673.0,1993-09-01
1993-09-01,5381.0,3108.0,2161.0,23.0,10673.0,1494.0,,1993,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,27.55666666666667,30.009999999999998,32.1,25.703333333333333,22.6,4.306666666666667,79.3,655.9,15,20,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10783.0,10812.0,9343.0,6716.0,10604.0,10312.666666666666,839.8811423846395,8868.0,1733.6725180956234,8233.833333333334,1815.9599431572003,69.0,0.006506978498679761,8722.0,1993-10-01
1993-10-01,4714.0,2100.0,1885.0,23.0,8722.0,1450.0,,1993,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,24.65806451612903,26.983870967741936,29.0,22.751612903225805,17.2,4.232258064516128,69.09677419354838,87.8,5,0,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10673.0,10783.0,10812.0,7362.0,9020.0,10756.0,73.32803011120579,9527.5,1486.296168332551,8239.583333333334,1824.237397745513,-298.0,-0.03303769401330381,7664.0,1993-11-01
1993-11-01,4387.0,1435.0,1819.0,23.0,7664.0,1554.0,,1993,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,21.686666666666667,23.746666666666666,27.8,19.866666666666667,11.9,3.880000000000001,75.53333333333333,144.6,12,0,1,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,8722.0,10673.0,10783.0,8192.0,6864.0,10059.333333333334,1159.4698501182893,9754.166666666666,1157.2860349398027,8214.75,1814.6509368821487,800.0,0.1165501165501166,7141.0,1993-12-01
1993-12-01,4071.0,1336.0,1711.0,23.0,7141.0,1702.0,,1993,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,17.112903225806452,19.432258064516127,25.3,14.95483870967742,9.2,4.47741935483871,66.58064516129032,15.7,6,0,6,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7664.0,8722.0,10673.0,9343.0,6709.0,9019.666666666666,1526.4253448280188,9666.166666666666,1309.849062551365,8281.416666666666,1774.7728386438266,432.0,0.06439111641079154,7096.0,1994-01-01
1994-01-01,3964.0,1438.0,1670.0,24.0,7096.0,1901.0,,1994,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,17.003225806451614,19.287096774193547,24.3,15.12258064516129,7.9,4.164516129032258,72.45161290322581,0.0,0,0,4,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7141.0,7664.0,8722.0,10812.0,6453.0,7842.333333333333,805.4454254220739,9299.166666666666,1675.8531459130568,8317.416666666666,1744.0941623002138,643.0,0.09964357663102441,6200.0,1994-02-01
1994-02-01,3594.0,1333.0,1250.0,23.0,6200.0,1860.0,,1994,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,17.27857142857143,19.164285714285715,25.1,15.685714285714285,11.7,3.4785714285714286,83.64285714285714,50.5,12,0,2,28,8,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7096.0,7141.0,7664.0,10783.0,5948.0,7300.333333333333,315.74726179865684,8679.833333333334,1691.523268142265,8371.0,1690.6659258195455,252.0,0.04236718224613312,6812.0,1994-03-01
1994-03-01,3879.0,1391.0,1518.0,24.0,6812.0,1826.0,,1994,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,17.816129032258065,20.08709677419355,25.3,15.848387096774195,11.4,4.238709677419355,76.61290322580645,26.5,8,0,2,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6200.0,7096.0,7141.0,10673.0,6716.0,6812.333333333333,530.7733351755278,7916.0,1583.1531827337553,8392.0,1659.1039202478569,96.0,0.01429422275163783,8000.0,1994-04-01
1994-04-01,4573.0,1622.0,1781.0,24.0,8000.0,1843.0,,1994,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,24.706666666666667,27.533333333333335,31.6,22.790000000000003,18.1,4.743333333333334,82.1,6.0,5,10,0,30,9,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6812.0,6200.0,7096.0,8722.0,7362.0,6702.666666666667,457.8966404477696,7272.5,856.1639445807198,8400.0,1650.4968948774151,638.0,0.08666123336049991,9345.0,1994-05-01
1994-05-01,5123.0,2267.0,1931.0,24.0,9345.0,1685.0,,1994,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,27.396774193548385,30.19677419354839,32.9,25.56451612903226,21.1,4.632258064516129,77.7741935483871,183.7,11,20,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,8000.0,6812.0,6200.0,7664.0,8192.0,7004.0,915.2311183520904,7152.166666666667,633.4680470763182,8453.166666666666,1624.0850757682992,1153.0,0.1407470703125,10153.0,1994-06-01
1994-06-01,5339.0,2824.0,1966.0,24.0,10153.0,1662.0,,1994,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,27.973333333333336,30.013333333333332,33.2,26.470000000000002,24.3,3.5433333333333334,82.1,290.2,22,14,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,9345.0,8000.0,6812.0,7141.0,9343.0,8052.333333333333,1267.310669620257,7432.333333333333,1102.9046498526902,8549.25,1641.2453766465346,810.0,0.0866959220807022,10693.0,1994-07-01
1994-07-01,5489.0,3219.0,1962.0,23.0,10693.0,1601.0,,1994,7,3,-0.4999999999999997,-0.8660254037844388,hong_kong_city_monthly,27.90967741935484,30.38064516129032,34.1,25.825806451612905,22.9,4.554838709677419,86.45161290322581,1147.2,26,17,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10153.0,9345.0,8000.0,7096.0,10812.0,9166.0,1087.6042478769577,7934.333333333333,1541.889836099417,8616.75,1692.7076279252578,-119.0,-0.011006289308176154,10547.0,1994-08-01
1994-08-01,5435.0,3085.0,2004.0,23.0,10547.0,1602.0,,1994,8,3,-0.8660254037844385,-0.5000000000000004,hong_kong_city_monthly,27.851612903225806,30.358064516129033,32.6,25.65806451612903,23.5,4.699999999999999,83.93548387096774,597.6,22,19,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10693.0,10153.0,9345.0,6200.0,10783.0,10063.666666666666,678.425628446722,8533.833333333334,1824.1797517423247,8606.833333333334,1678.97050888244,-236.0,-0.021886302513215217,10974.0,1994-09-01
1994-09-01,5702.0,3218.0,2031.0,23.0,10974.0,1626.0,,1994,9,3,-1.0,-1.8369701987210297e-16,hong_kong_city_monthly,27.07,29.186666666666667,31.9,25.376666666666665,23.1,3.8100000000000005,83.1,298.9,20,9,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10547.0,10693.0,10153.0,6812.0,10673.0,10464.333333333334,279.3301511354021,9258.333333333334,1555.3018570897068,8587.166666666666,1652.333492275987,301.0,0.028202005059495994,9546.0,1994-10-01
1994-10-01,5178.0,2428.0,1916.0,24.0,9546.0,1661.0,,1994,10,4,-0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,24.92258064516129,27.48709677419355,31.1,22.893548387096775,16.5,4.593548387096774,67.45161290322581,2.2,3,4,0,31,10,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,10974.0,10547.0,10693.0,8000.0,8722.0,10738.0,217.02764800824656,9952.0,1110.5623800579715,8612.25,1688.7593146233903,824.0,0.09447374455400137,8010.0,1994-11-01
1994-11-01,4671.0,1591.0,1725.0,23.0,8010.0,1719.0,,1994,11,4,-0.5000000000000004,0.8660254037844384,hong_kong_city_monthly,22.913333333333334,25.293333333333333,27.1,21.14333333333333,19.9,4.15,73.56666666666666,0.2,1,0,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,9546.0,10974.0,10547.0,9345.0,7664.0,10355.666666666666,732.9749882044597,10209.666666666666,651.6016165316767,8680.916666666666,1710.2432287587465,346.0,0.04514613778705634,7677.0,1994-12-01
1994-12-01,4559.0,1413.0,1682.0,23.0,7677.0,1741.0,,1994,12,4,-2.4492935982947064e-16,1.0,hong_kong_city_monthly,19.783870967741933,21.529032258064515,25.7,18.225806451612904,13.7,3.303225806451613,81.03225806451613,122.6,13,0,0,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,8010.0,9546.0,10974.0,10153.0,7141.0,9510.0,1482.3278989481375,9987.166666666666,1087.8208338999086,8709.75,1694.3833485425228,536.0,0.07505951547402323,7270.0,1995-01-01
1995-01-01,4183.0,1526.0,1537.0,24.0,7270.0,2019.0,,1995,1,1,0.49999999999999994,0.8660254037844387,hong_kong_city_monthly,16.119354838709675,18.112903225806452,23.0,14.32258064516129,9.2,3.7903225806451615,74.96774193548387,21.1,7,0,9,31,9,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7677.0,8010.0,9546.0,10693.0,7096.0,8411.0,996.9408207110425,9574.5,1428.5921391355976,8754.416666666666,1655.8968708738134,174.0,0.024520856820744008,6559.0,1995-02-01
1995-02-01,3795.0,1575.0,1166.0,23.0,6559.0,2018.0,,1995,2,1,0.8660254037844386,0.5000000000000001,hong_kong_city_monthly,15.107142857142858,17.039285714285715,22.3,13.521428571428572,10.4,3.517857142857143,75.67857142857143,33.1,11,0,6,28,8,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7270.0,7677.0,8010.0,10547.0,6200.0,7652.333333333333,370.61615363249405,9004.0,1569.1548043453258,8768.916666666666,1640.7471390322196,359.0,0.057903225806451575,6991.0,1995-03-01
1995-03-01,4078.0,1452.0,1437.0,24.0,6991.0,1992.0,,1995,3,1,1.0,6.123233995736766e-17,hong_kong_city_monthly,17.925806451612903,20.258064516129032,25.2,16.070967741935483,12.5,4.187096774193549,78.35483870967742,32.4,10,0,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6559.0,7270.0,7677.0,10974.0,6812.0,7168.666666666667,565.8465634192243,8339.333333333334,1628.3561854418335,8798.833333333334,1592.2032095828883,179.0,0.02627715795654728,7611.0,1995-04-01
1995-04-01,4430.0,1593.0,1564.0,24.0,7611.0,1973.0,,1995,4,2,0.8660254037844387,-0.4999999999999998,hong_kong_city_monthly,22.509999999999998,25.076666666666664,30.2,20.676666666666666,14.5,4.4,85.13333333333334,76.3,7,1,0,30,10,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,6991.0,6559.0,7270.0,9546.0,8000.0,6940.0,358.23316429389075,7675.5,1047.874563103813,8813.75,1572.6152580971577,-389.0,-0.04862500000000003,9103.0,1995-05-01
1995-05-01,5254.0,2006.0,1819.0,24.0,9103.0,1792.0,,1995,5,2,0.49999999999999994,-0.8660254037844387,hong_kong_city_monthly,25.983870967741936,28.758064516129032,34.2,24.10967741935484,20.8,4.648387096774194,81.74193548387096,20.8,9,13,0,31,8,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,7611.0,6991.0,6559.0,8010.0,9345.0,7053.666666666667,528.7923347906498,7353.0,523.7476491594059,8781.333333333334,1594.7674286600982,-242.0,-0.02589620117710001,10904.0,1995-06-01
1995-06-01,5858.0,3104.0,1919.0,23.0,10904.0,1748.0,,1995,6,2,1.2246467991473532e-16,-1.0,hong_kong_city_monthly,28.69,31.176666666666666,33.6,27.103333333333335,24.8,4.073333333333333,80.33333333333333,243.9,19,24,0,30,8,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7506300,1301677230.8828125,5766.636937260661,0,0,0,0,1,9103.0,7611.0,6991.0,7677.0,10153.0,7901.666666666667,1085.5880127070966,7535.166666666667,872.1583380709448,8761.166666666666,1588.509411843424,751.0,0.07396828523589094,11287.0,1995-07-01
